t_s,x_tgt_m,x_meas_m,err_mm,v_ff_m_s,a_ff,v_cmd_m_s,a_cmd
64.4801,0.028845,0.029000,-0.155,0.02146,-0.18465,0.01505,-0.36462
64.5001,0.029236,0.029432,-0.195,0.01764,-0.19648,0.01047,-0.22902
64.5201,0.029549,0.029707,-0.158,0.01364,-0.20287,0.00876,-0.08562
64.5401,0.029781,0.029904,-0.122,0.00956,-0.20405,0.00586,-0.14501
64.5601,0.029932,0.030076,-0.144,0.00551,-0.20034,0.00033,-0.27659
64.5801,0.030002,0.030176,-0.173,0.00157,-0.19220,-0.00471,-0.25174
64.6001,0.029996,0.030167,-0.171,-0.00216,-0.18017,-0.00796,-0.16259
64.6201,0.029918,0.030087,-0.169,-0.00561,-0.16491,-0.01134,-0.16876
64.6401,0.029773,0.029928,-0.155,-0.00874,-0.14706,-0.01382,-0.12437
64.6601,0.029571,0.029697,-0.127,-0.01148,-0.12742,-0.01542,-0.07964
64.6801,0.029317,0.029418,-0.101,-0.01383,-0.10663,-0.01695,-0.07675
64.7001,0.029020,0.029105,-0.085,-0.01575,-0.08551,-0.01842,-0.07346
64.7201,0.028690,0.028764,-0.074,-0.01725,-0.06474,-0.01964,-0.06107
64.7401,0.028333,0.028405,-0.072,-0.01834,-0.04498,-0.02076,-0.05591
64.7601,0.027959,0.027984,-0.026,-0.01906,-0.02680,-0.01933,0.07147
64.7801,0.027573,0.027573,0.000,-0.01943,-0.01073,-0.01908,0.01274
64.8001,0.027183,0.027189,-0.005,-0.01951,0.00282,-0.01976,-0.03415
64.8201,0.026795,0.026810,-0.015,-0.01934,0.01353,-0.01998,-0.01133
64.8401,0.026411,0.026410,0.001,-0.01898,0.02121,-0.01874,0.06216
64.8601,0.026036,0.026028,0.009,-0.01851,0.02578,-0.01812,0.03128
64.8801,0.025671,0.025644,0.027,-0.01797,0.02726,-0.01681,0.06504
64.9001,0.025317,0.025286,0.031,-0.01744,0.02581,-0.01631,0.02503
64.9201,0.024973,0.024953,0.020,-0.01696,0.02166,-0.01641,-0.00496
64.9402,0.024636,0.024627,0.009,-0.01659,0.01512,-0.01644,-0.00138
64.9601,0.024308,0.024297,0.011,-0.01637,0.00674,-0.01594,0.02503
64.9801,0.023982,0.023970,0.012,-0.01633,-0.00309,-0.01590,0.00224
65.0001,0.023654,0.023653,0.001,-0.01649,-0.01380,-0.01662,-0.03640
65.0201,0.023320,0.023335,-0.014,-0.01688,-0.02483,-0.01755,-0.04641
65.0401,0.022978,0.022998,-0.021,-0.01749,-0.03554,-0.01827,-0.03602
65.0601,0.022620,0.022645,-0.025,-0.01830,-0.04539,-0.01919,-0.04573
65.0801,0.022245,0.022290,-0.046,-0.01929,-0.05380,-0.02112,-0.09651
65.1001,0.021848,0.021881,-0.033,-0.02044,-0.06027,-0.02140,-0.01410
65.1201,0.021426,0.021455,-0.029,-0.02169,-0.06433,-0.02261,-0.06053
65.1401,0.020980,0.021022,-0.042,-0.02299,-0.06561,-0.02461,-0.09981
65.1601,0.020507,0.020561,-0.054,-0.02429,-0.06383,-0.02627,-0.08345
65.1801,0.020009,0.020058,-0.049,-0.02552,-0.05881,-0.02711,-0.04193
65.2001,0.019487,0.019526,-0.039,-0.02662,-0.05047,-0.02781,-0.03500
65.2201,0.018945,0.018980,-0.035,-0.02752,-0.03886,-0.02864,-0.04147
65.2401,0.018387,0.018418,-0.030,-0.02815,-0.02411,-0.02912,-0.02394
65.2601,0.017821,0.017841,-0.020,-0.02846,-0.00654,-0.02899,0.00659
65.2801,0.017252,0.017259,-0.007,-0.02840,0.01354,-0.02848,0.02534
65.3001,0.016688,0.016679,0.008,-0.02791,0.03560,-0.02743,0.05272
65.3201,0.016138,0.016110,0.028,-0.02696,0.05910,-0.02577,0.08281
65.3401,0.015612,0.015567,0.045,-0.02554,0.08340,-0.02378,0.09967
65.3601,0.015120,0.015058,0.063,-0.02363,0.10779,-0.02126,0.12597
65.3801,0.014671,0.014591,0.080,-0.02123,0.13161,-0.01829,0.14837
65.4001,0.014274,0.014171,0.103,-0.01837,0.15410,-0.01457,0.18630
65.4201,0.013939,0.013821,0.118,-0.01508,0.17451,-0.01089,0.18364
65.4401,0.013673,0.013544,0.129,-0.01141,0.19214,-0.00687,0.20115
65.4601,0.013484,0.013343,0.142,-0.00742,0.20634,-0.00245,0.22116
65.4801,0.013378,0.013222,0.156,-0.00318,0.21653,0.00232,0.23827
65.5001,0.013358,0.013185,0.173,0.00121,0.22221,0.00731,0.24975
65.5201,0.013427,0.013217,0.210,0.00567,0.22298,0.01327,0.29767
65.5401,0.013585,0.013369,0.215,0.01009,0.21859,0.01749,0.21117
65.5601,0.013830,0.013661,0.170,0.01438,0.20885,0.01955,0.10313
65.5801,0.014158,0.014016,0.143,0.01842,0.19383,0.02292,0.16859
65.6001,0.014564,0.014412,0.152,0.02210,0.17363,0.02740,0.22374
65.6201,0.015039,0.014885,0.154,0.02533,0.14854,0.03060,0.15986
65.6401,0.015573,0.015444,0.129,0.02801,0.11899,0.03208,0.07405
65.6601,0.016155,0.016064,0.091,0.03006,0.08553,0.03264,0.02805
65.6801,0.016771,0.016708,0.064,0.03141,0.04883,0.03323,0.02935
65.7001,0.017407,0.017364,0.043,0.03200,0.00973,0.03321,-0.00089
65.7201,0.018046,0.018034,0.012,0.03179,-0.03085,0.03178,-0.07127
65.7401,0.018672,0.018659,0.013,0.03076,-0.07203,0.03122,-0.02839
65.7601,0.019270,0.019294,-0.023,0.02891,-0.11278,0.02764,-0.17856
65.7801,0.019824,0.019935,-0.111,0.02625,-0.15212,0.02134,-0.31515
65.8001,0.020316,0.020477,-0.162,0.02284,-0.18887,0.01669,-0.23234
65.8201,0.020732,0.020871,-0.138,0.01873,-0.22211,0.01434,-0.11772
65.8401,0.021061,0.021193,-0.132,0.01399,-0.25093,0.00958,-0.23792
65.8601,0.021289,0.021465,-0.177,0.00873,-0.27440,0.00213,-0.37243
65.8801,0.021407,0.021642,-0.235,0.00305,-0.29179,-0.00570,-0.39140
65.9001,0.021409,0.021667,-0.258,-0.00290,-0.30241,-0.01197,-0.31368
65.9201,0.021290,0.021568,-0.278,-0.00900,-0.30578,-0.01871,-0.33688
65.9401,0.021049,0.021322,-0.273,-0.01508,-0.30156,-0.02431,-0.28034
65.9601,0.020687,0.020938,-0.251,-0.02101,-0.28956,-0.02926,-0.24754
65.9801,0.020210,0.020438,-0.227,-0.02662,-0.26985,-0.03404,-0.23903
66.0001,0.019627,0.019837,-0.210,-0.03175,-0.24265,-0.03866,-0.23058
66.0201,0.018944,0.019142,-0.198,-0.03628,-0.20821,-0.04284,-0.20914
66.0401,0.018181,0.018397,-0.216,-0.04004,-0.16731,-0.04763,-0.23947
66.0601,0.017349,0.017474,-0.125,-0.04292,-0.12050,-0.04598,0.08242
66.0801,0.016469,0.016521,-0.052,-0.04483,-0.06873,-0.04565,0.01627
66.1001,0.015564,0.015602,-0.039,-0.04565,-0.01322,-0.04678,-0.05641
66.1201,0.014651,0.014684,-0.033,-0.04533,0.04516,-0.04637,0.02045
66.1401,0.013759,0.013746,0.013,-0.04384,0.10483,-0.04281,0.17842
66.1601,0.012907,0.012827,0.080,-0.04114,0.16470,-0.03755,0.26288
66.1801,0.012120,0.011979,0.141,-0.03725,0.22338,-0.03168,0.29365
66.2001,0.011423,0.011246,0.177,-0.03222,0.27939,-0.02571,0.29829
66.2201,0.010838,0.010630,0.208,-0.02610,0.33143,-0.01864,0.35367
66.2401,0.010386,0.010132,0.254,-0.01900,0.37814,-0.00975,0.44435
66.2601,0.010084,0.009780,0.305,-0.01102,0.41841,-0.00001,0.48686
66.2801,0.009950,0.009600,0.350,-0.00232,0.45108,0.01015,0.50818
66.3001,0.009996,0.009607,0.389,0.00697,0.47531,0.02070,0.52753
66.3201,0.010231,0.009798,0.433,0.01664,0.49022,0.03195,0.56237
66.3401,0.010662,0.010216,0.446,0.02650,0.49526,0.04184,0.49462
66.3601,0.011291,0.010822,0.469,0.03637,0.49007,0.05259,0.53758
66.3801,0.012117,0.011717,0.400,0.04605,0.47445,0.05874,0.30748
66.4001,0.013130,0.012783,0.347,0.05529,0.44853,0.06641,0.38327
66.4201,0.014324,0.013977,0.347,0.06392,0.41254,0.07572,0.46556
66.4401,0.015681,0.015322,0.358,0.07172,0.36712,0.08406,0.41697
66.4601,0.017185,0.016854,0.331,0.07854,0.31290,0.08943,0.26831
66.4801,0.018817,0.018555,0.262,0.08419,0.25079,0.09219,0.13816
66.5001,0.020544,0.020363,0.181,0.08853,0.18218,0.09362,0.07182
66.5201,0.022346,0.022220,0.126,0.09144,0.10814,0.09500,0.06871
66.5401,0.024192,0.024105,0.087,0.09283,0.03017,0.09527,0.01332
66.5601,0.026047,0.025915,0.132,0.09263,-0.05008,0.09771,0.12227
66.5801,0.027886,0.027933,-0.047,0.09082,-0.13121,0.08690,-0.54062
66.6001,0.029670,0.029881,-0.211,0.08739,-0.21131,0.07809,-0.44048
66.6201,0.031371,0.031613,-0.242,0.08238,-0.28882,0.07375,-0.21690
66.6401,0.032955,0.033160,-0.205,0.07587,-0.36206,0.06939,-0.21786
66.6601,0.034396,0.034619,-0.224,0.06794,-0.42948,0.06009,-0.46541
66.6801,0.035665,0.035991,-0.326,0.05873,-0.48962,0.04631,-0.68895
66.7001,0.036738,0.037179,-0.441,0.04841,-0.54108,0.03191,-0.71991
66.7201,0.037595,0.038109,-0.515,0.03716,-0.58275,0.01870,-0.66018
66.7401,0.038219,0.038746,-0.527,0.02518,-0.61363,0.00711,-0.57954
66.7601,0.038598,0.039115,-0.516,0.01269,-0.63297,-0.00474,-0.59256
66.7801,0.038725,0.039241,-0.516,-0.00006,-0.64025,-0.01762,-0.64433
66.8001,0.038596,0.039161,-0.565,-0.01284,-0.63519,-0.03270,-0.75372
66.8201,0.038213,0.038820,-0.607,-0.02539,-0.61777,-0.04659,-0.69436
66.8401,0.037583,0.038177,-0.594,-0.03747,-0.58823,-0.05749,-0.54518
66.8601,0.036718,0.037247,-0.529,-0.04884,-0.54705,-0.06598,-0.42447
66.8801,0.035634,0.036084,-0.450,-0.05929,-0.49493,-0.07358,-0.38010
66.9001,0.034353,0.034745,-0.392,-0.06859,-0.43297,-0.08115,-0.37871
66.9201,0.032901,0.033251,-0.351,-0.07655,-0.36235,-0.08793,-0.33892
66.9401,0.031303,0.031606,-0.303,-0.08302,-0.28434,-0.09270,-0.23848
66.9601,0.029591,0.029824,-0.233,-0.08788,-0.20048,-0.09487,-0.10860
66.9801,0.027799,0.027953,-0.154,-0.09102,-0.11245,-0.09524,-0.01827
67.0001,0.025962,0.026048,-0.086,-0.09236,-0.02201,-0.09440,0.04187
67.0201,0.024116,0.024143,-0.026,-0.09189,0.06909,-0.09201,0.11973
67.0401,0.022297,0.022259,0.038,-0.08961,0.15902,-0.08747,0.22686
67.0601,0.020542,0.020428,0.114,-0.08555,0.24596,-0.08069,0.33886
67.0801,0.018888,0.018691,0.197,-0.07981,0.32803,-0.07204,0.43281
67.1001,0.017362,0.017093,0.270,-0.07247,0.40386,-0.06236,0.48397
67.1201,0.015999,0.015668,0.331,-0.06370,0.47184,-0.05167,0.53428
67.1401,0.014823,0.014435,0.387,-0.05366,0.53065,-0.03975,0.59629
67.1601,0.013856,0.013415,0.441,-0.04251,0.57927,-0.02681,0.64697
67.1802,0.013124,0.012631,0.493,-0.03052,0.61649,-0.01309,0.68610
67.2001,0.012641,0.012100,0.541,-0.01798,0.64164,0.00102,0.70543
67.2201,0.012410,0.011842,0.569,-0.00498,0.65458,0.01471,0.68435
67.2401,0.012442,0.011845,0.597,0.00813,0.65495,0.02878,0.70363
67.2601,0.012735,0.012123,0.611,0.02113,0.64286,0.04209,0.66555
67.2801,0.013284,0.012689,0.595,0.03375,0.61866,0.05375,0.58297
67.3001,0.014081,0.013533,0.548,0.04579,0.58290,0.06381,0.50301
67.3201,0.015110,0.014619,0.491,0.05699,0.53648,0.07294,0.45625
67.3401,0.016355,0.015913,0.442,0.06719,0.48028,0.08159,0.43277
67.3601,0.017789,0.017392,0.397,0.07616,0.41579,0.08908,0.37417
67.3801,0.019393,0.019047,0.347,0.08378,0.34408,0.09491,0.29177
67.4001,0.021130,0.020850,0.280,0.08989,0.26709,0.09856,0.18255
67.4201,0.022976,0.022768,0.208,0.09443,0.18613,0.10054,0.09868
67.4401,0.024896,0.024754,0.142,0.09732,0.10299,0.10131,0.03842
67.4601,0.026857,0.026774,0.084,0.09854,0.01940,0.10062,-0.03423
67.4801,0.028828,0.028803,0.026,0.09810,-0.06302,0.09822,-0.12000
67.5001,0.030772,0.030813,-0.041,0.09604,-0.14243,0.09376,-0.22297
67.5201,0.032658,0.032674,-0.017,0.09244,-0.21733,0.09219,-0.07842
67.5401,0.034458,0.034541,-0.083,0.08739,-0.28634,0.08371,-0.42424
67.5602,0.036152,0.036462,-0.311,0.08100,-0.34836,0.06748,-0.81122
67.5801,0.037692,0.038118,-0.426,0.07352,-0.40146,0.05753,-0.49756
67.6001,0.039081,0.039488,-0.407,0.06502,-0.44552,0.05142,-0.30560
67.6201,0.040289,0.040620,-0.331,0.05576,-0.47945,0.04549,-0.29636
67.6401,0.041306,0.041628,-0.322,0.04592,-0.50283,0.03511,-0.51904
67.6601,0.042124,0.042516,-0.393,0.03572,-0.51539,0.02145,-0.68323
67.6801,0.042734,0.043208,-0.473,0.02538,-0.51708,0.00823,-0.66070
67.7001,0.043139,0.043633,-0.494,0.01511,-0.50813,-0.00197,-0.51001
67.7201,0.043341,0.043792,-0.452,0.00512,-0.48896,-0.00967,-0.38543
67.7401,0.043347,0.043759,-0.412,-0.00438,-0.46021,-0.01787,-0.40994
67.7601,0.043170,0.043559,-0.389,-0.01323,-0.42273,-0.02615,-0.41373
67.7801,0.042824,0.043191,-0.368,-0.02124,-0.37754,-0.03346,-0.36574
67.8001,0.042327,0.042654,-0.327,-0.02829,-0.32580,-0.03890,-0.27170
67.8201,0.041699,0.041965,-0.266,-0.03424,-0.26878,-0.04247,-0.17859
67.8401,0.040965,0.041173,-0.208,-0.03901,-0.20784,-0.04533,-0.14324
67.8601,0.040147,0.040308,-0.161,-0.04254,-0.14444,-0.04739,-0.10292
67.8801,0.039272,0.039390,-0.118,-0.04478,-0.08000,-0.04823,-0.04197
67.9001,0.038365,0.038435,-0.070,-0.04574,-0.01596,-0.04751,0.03618
67.9201,0.037451,0.037469,-0.018,-0.04543,0.04627,-0.04538,0.10650
67.9401,0.036556,0.036524,0.032,-0.04391,0.10539,-0.04218,0.15993
67.9601,0.035702,0.035626,0.077,-0.04124,0.16017,-0.03806,0.20614
67.9801,0.034913,0.034796,0.117,-0.03754,0.20951,-0.03305,0.25022
68.0001,0.034207,0.034047,0.160,-0.03291,0.25248,-0.02689,0.30782
68.0201,0.033602,0.033402,0.199,-0.02749,0.28829,-0.02020,0.33470
68.0401,0.033112,0.032886,0.226,-0.02143,0.31634,-0.01340,0.34010
68.0601,0.032748,0.032498,0.250,-0.01488,0.33629,-0.00606,0.36671
68.0801,0.032518,0.032249,0.270,-0.00803,0.34785,0.00140,0.37299
68.1001,0.032428,0.032146,0.282,-0.00103,0.35106,0.00870,0.36547
68.1201,0.032477,0.032172,0.305,0.00596,0.34610,0.01661,0.39541
68.1401,0.032665,0.032346,0.319,0.01276,0.33332,0.02380,0.35937
68.1601,0.032985,0.032687,0.298,0.01924,0.31328,0.02910,0.26497
68.1801,0.033431,0.033178,0.253,0.02525,0.28667,0.03326,0.20811
68.2001,0.033991,0.033777,0.214,0.03067,0.25428,0.03745,0.20961
68.2201,0.034654,0.034457,0.197,0.03539,0.21701,0.04185,0.21957
68.2401,0.035402,0.035223,0.179,0.03932,0.17604,0.04517,0.16604
68.2601,0.036221,0.036075,0.145,0.04241,0.13229,0.04692,0.08768
68.2801,0.037092,0.036988,0.104,0.04461,0.08692,0.04761,0.03465
68.3001,0.037999,0.037935,0.063,0.04589,0.04105,0.04751,-0.00520
68.3201,0.038922,0.038891,0.031,0.04625,-0.00426,0.04686,-0.03223
68.3401,0.039843,0.039841,0.002,0.04573,-0.04795,0.04542,-0.07224
68.3601,0.040745,0.040773,-0.028,0.04435,-0.08906,0.04299,-0.12135
68.3801,0.041612,0.041678,-0.067,0.04219,-0.12673,0.03942,-0.17841
68.4001,0.042428,0.042527,-0.100,0.03931,-0.16018,0.03549,-0.19657
68.4201,0.043179,0.043305,-0.125,0.03581,-0.18880,0.03122,-0.21366
68.4401,0.043857,0.044001,-0.144,0.03179,-0.21214,0.02664,-0.22893
68.4601,0.044448,0.044607,-0.159,0.02737,-0.22978,0.02178,-0.24316
68.4801,0.044949,0.045127,-0.178,0.02264,-0.24160,0.01635,-0.27117
68.5001,0.045353,0.045546,-0.192,0.01774,-0.24757,0.01100,-0.26747
68.5201,0.045658,0.045853,-0.195,0.01278,-0.24779,0.00611,-0.24499
68.5401,0.045864,0.046057,-0.192,0.00787,-0.24252,0.00137,-0.23665
68.5601,0.045974,0.046161,-0.187,0.00311,-0.23216,-0.00320,-0.22851
68.5801,0.045991,0.046169,-0.178,-0.00139,-0.21720,-0.00731,-0.20567
68.6001,0.045921,0.046123,-0.202,-0.00555,-0.19827,-0.01275,-0.27171
68.6201,0.045771,0.045960,-0.189,-0.00930,-0.17604,-0.01555,-0.14023
68.6401,0.045552,0.045705,-0.153,-0.01258,-0.15123,-0.01731,-0.08822
68.6601,0.045272,0.045390,-0.118,-0.01534,-0.12467,-0.01890,-0.07947
68.6801,0.044942,0.045036,-0.094,-0.01756,-0.09714,-0.02045,-0.07718
68.7001,0.044573,0.044656,-0.083,-0.01922,-0.06942,-0.02188,-0.07169
68.7201,0.044177,0.044238,-0.061,-0.02034,-0.04226,-0.02214,-0.01284
68.7401,0.043764,0.043802,-0.038,-0.02092,-0.01640,-0.02191,0.01119
68.7601,0.043344,0.043358,-0.015,-0.02100,0.00756,-0.02120,0.03550
68.7801,0.042926,0.042925,0.001,-0.02063,0.02908,-0.02040,0.04023
68.8001,0.042521,0.042502,0.018,-0.01986,0.04758,-0.01901,0.06943
68.8201,0.042134,0.042099,0.035,-0.01875,0.06284,-0.01735,0.08281
68.8401,0.041772,0.041729,0.043,-0.01737,0.07456,-0.01580,0.07766
68.8601,0.041440,0.041390,0.050,-0.01579,0.08265,-0.01399,0.09063
68.8801,0.041142,0.041080,0.061,-0.01409,0.08709,-0.01186,0.10659
68.9001,0.040877,0.040812,0.065,-0.01233,0.08802,-0.01007,0.08929
68.9201,0.040648,0.040582,0.066,-0.01059,0.08565,-0.00833,0.08707
68.9401,0.040453,0.040390,0.063,-0.00893,0.08032,-0.00684,0.07467
68.9601,0.040290,0.040228,0.062,-0.00740,0.07243,-0.00532,0.07583
68.9801,0.040156,0.040100,0.056,-0.00604,0.06249,-0.00421,0.05561
69.0001,0.040047,0.040001,0.046,-0.00491,0.05101,-0.00348,0.03614
69.0201,0.039958,0.039929,0.029,-0.00401,0.03860,-0.00325,0.01181
69.0401,0.039885,0.039859,0.025,-0.00336,0.02587,-0.00254,0.03520
69.0601,0.039822,0.039801,0.020,-0.00297,0.01337,-0.00235,0.00971
69.0801,0.039764,0.039754,0.010,-0.00282,0.00172,-0.00262,-0.01350
69.1001,0.039707,0.039703,0.004,-0.00290,-0.00857,-0.00283,-0.01064
69.1201,0.039647,0.039649,-0.002,-0.00316,-0.01703,-0.00330,-0.02331
69.1401,0.039580,0.039594,-0.014,-0.00356,-0.02322,-0.00419,-0.04463
69.1601,0.039504,0.039522,-0.018,-0.00407,-0.02686,-0.00472,-0.02642
69.1801,0.039417,0.039440,-0.023,-0.00462,-0.02770,-0.00547,-0.03773
69.2001,0.039319,0.039339,-0.020,-0.00516,-0.02564,-0.00579,-0.01582
69.2201,0.039211,0.039227,-0.016,-0.00562,-0.02069,-0.00610,-0.01552
69.2401,0.039095,0.039111,-0.016,-0.00596,-0.01294,-0.00650,-0.01986
69.2601,0.038974,0.038986,-0.012,-0.00612,-0.00262,-0.00648,0.00120
69.2801,0.038852,0.038857,-0.005,-0.00605,0.00996,-0.00615,0.01642
69.3001,0.038734,0.038727,0.007,-0.00571,0.02436,-0.00531,0.04166
69.3201,0.038625,0.038603,0.023,-0.00507,0.04009,-0.00410,0.06043
69.3401,0.038533,0.038498,0.035,-0.00411,0.05656,-0.00275,0.06757
69.3601,0.038463,0.038426,0.038,-0.00281,0.07314,-0.00149,0.06300
69.3801,0.038423,0.038371,0.052,-0.00118,0.08920,0.00076,0.11262
69.4001,0.038418,0.038347,0.071,0.00075,0.10401,0.00340,0.13204
69.4201,0.038455,0.038359,0.096,0.00296,0.11692,0.00656,0.15812
69.4401,0.038538,0.038416,0.122,0.00541,0.12729,0.00989,0.16645
69.4601,0.038672,0.038546,0.126,0.00803,0.13450,0.01237,0.12385
69.4801,0.038861,0.038744,0.116,0.01077,0.13804,0.01459,0.11133
69.5001,0.039104,0.038999,0.105,0.01353,0.13744,0.01694,0.11714
69.5201,0.039402,0.039300,0.102,0.01624,0.13237,0.01967,0.13643
69.5401,0.039752,0.039649,0.103,0.01879,0.12262,0.02232,0.13258
69.5601,0.040151,0.040052,0.099,0.02111,0.10806,0.02442,0.10530
69.5801,0.040594,0.040506,0.088,0.02308,0.08875,0.02594,0.07590
69.6001,0.041072,0.041005,0.067,0.02463,0.06484,0.02664,0.03485
69.6201,0.041576,0.041529,0.046,0.02565,0.03668,0.02695,0.01542
69.6401,0.042094,0.042066,0.028,0.02607,0.00470,0.02679,-0.00789
69.6601,0.042613,0.042604,0.009,0.02582,-0.03047,0.02588,-0.04539
69.6801,0.043121,0.043141,-0.020,0.02483,-0.06819,0.02378,-0.10527
69.7001,0.043602,0.043649,-0.047,0.02308,-0.10762,0.02111,-0.13332
69.7201,0.044039,0.044120,-0.081,0.02052,-0.14787,0.01734,-0.18873
69.7401,0.044417,0.044529,-0.112,0.01716,-0.18797,0.01295,-0.21953
69.7601,0.044721,0.044860,-0.140,0.01301,-0.22698,0.00789,-0.25267
69.7801,0.044933,0.045108,-0.175,0.00810,-0.26371,0.00167,-0.31098
69.8001,0.045040,0.045243,-0.203,0.00247,-0.29733,-0.00479,-0.32332
69.8201,0.045028,0.045259,-0.232,-0.00376,-0.32666,-0.01201,-0.36091
69.8401,0.044885,0.045171,-0.286,-0.01055,-0.35090,-0.02097,-0.44768
69.8601,0.044603,0.044932,-0.329,-0.01776,-0.36921,-0.02952,-0.42748
69.8801,0.044173,0.044504,-0.331,-0.02527,-0.38078,-0.03655,-0.35172
69.9001,0.043591,0.043901,-0.310,-0.03294,-0.38504,-0.04320,-0.33269
69.9201,0.042855,0.043155,-0.300,-0.04062,-0.38152,-0.05069,-0.37433
69.9401,0.041968,0.042275,-0.307,-0.04815,-0.36993,-0.05869,-0.40012
69.9601,0.040931,0.041244,-0.313,-0.05537,-0.35012,-0.06610,-0.37016
69.9801,0.039756,0.040052,-0.296,-0.06210,-0.32221,-0.07193,-0.29159
70.0001,0.038452,0.038710,-0.258,-0.06820,-0.28639,-0.07650,-0.22861
70.0201,0.037033,0.037250,-0.217,-0.07351,-0.24316,-0.08034,-0.19206
70.0401,0.035518,0.035701,-0.183,-0.07788,-0.19311,-0.08364,-0.16515
70.0601,0.033926,0.034076,-0.150,-0.08119,-0.13707,-0.08588,-0.11157
70.0801,0.032278,0.032388,-0.110,-0.08333,-0.07598,-0.08655,-0.03363
70.1001,0.030601,0.030666,-0.065,-0.08420,-0.01097,-0.08582,0.03658
70.1201,0.028917,0.028935,-0.018,-0.08375,0.05684,-0.08374,0.10397
70.1401,0.027260,0.027221,0.039,-0.08192,0.12585,-0.07985,0.19414
70.1601,0.025651,0.025557,0.094,-0.07871,0.19495,-0.07478,0.25349
70.1801,0.024121,0.023971,0.149,-0.07413,0.26260,-0.06835,0.32191
70.2001,0.022695,0.022490,0.204,-0.06823,0.32739,-0.06056,0.38927
70.2201,0.021400,0.021140,0.260,-0.06107,0.38788,-0.05153,0.45168
70.2401,0.020260,0.019946,0.314,-0.05275,0.44275,-0.04136,0.50827
70.2601,0.019297,0.018933,0.363,-0.04340,0.49073,-0.03041,0.54768
70.2801,0.018529,0.018120,0.409,-0.03317,0.53068,-0.01865,0.58768
70.3001,0.017974,0.017526,0.448,-0.02223,0.56160,-0.00649,0.60799
70.3201,0.017643,0.017166,0.478,-0.01077,0.58268,0.00586,0.61767
70.3401,0.017545,0.017050,0.496,0.00100,0.59329,0.01808,0.61110
70.3601,0.017684,0.017153,0.531,0.01288,0.59302,0.03138,0.66502
70.3801,0.018060,0.017515,0.545,0.02465,0.58168,0.04336,0.59889
70.4001,0.018669,0.018139,0.530,0.03610,0.55927,0.05393,0.52855
70.4201,0.019500,0.019011,0.489,0.04696,0.52618,0.06303,0.45489
70.4401,0.020542,0.020104,0.437,0.05706,0.48280,0.07126,0.41181
70.4601,0.021775,0.021382,0.393,0.06620,0.42996,0.07897,0.38542
70.4801,0.023182,0.022829,0.353,0.07420,0.36847,0.08570,0.33629
70.5001,0.024735,0.024431,0.304,0.08089,0.29959,0.09060,0.24524
70.5201,0.026408,0.026167,0.241,0.08615,0.22460,0.09353,0.14636
70.5401,0.028173,0.027998,0.175,0.08985,0.14481,0.09495,0.07077
70.5601,0.029991,0.029881,0.110,0.09192,0.06213,0.09481,-0.00691
70.5801,0.031837,0.031786,0.051,0.09232,-0.02214,0.09327,-0.07697
70.6001,0.033673,0.033681,-0.008,0.09104,-0.10616,0.08998,-0.16434
70.6201,0.035467,0.035542,-0.075,0.08809,-0.18827,0.08468,-0.26525
70.6401,0.037186,0.037332,-0.146,0.08353,-0.26675,0.07764,-0.35182
70.6601,0.038798,0.039011,-0.213,0.07745,-0.34003,0.06934,-0.41510
70.6801,0.040274,0.040549,-0.275,0.06998,-0.40658,0.05984,-0.47507
70.7001,0.041588,0.041921,-0.332,0.06125,-0.46504,0.04919,-0.53231
70.7201,0.042716,0.043103,-0.387,0.05144,-0.51415,0.03757,-0.58105
70.7401,0.043640,0.044075,-0.435,0.04075,-0.55297,0.02533,-0.61213
70.7601,0.044342,0.044813,-0.471,0.02939,-0.58062,0.01292,-0.62030
70.7801,0.044813,0.045309,-0.496,0.01760,-0.59654,0.00041,-0.62552
70.8001,0.045045,0.045563,-0.518,0.00561,-0.60040,-0.01229,-0.63507
70.8201,0.045037,0.045569,-0.532,-0.00633,-0.59211,-0.02460,-0.61542
70.8401,0.044794,0.045344,-0.550,-0.01799,-0.57188,-0.03691,-0.61574
70.8601,0.044321,0.044853,-0.531,-0.02913,-0.54012,-0.04694,-0.50125
70.8801,0.043634,0.044110,-0.476,-0.03952,-0.49752,-0.05498,-0.40193
70.9001,0.042747,0.043158,-0.410,-0.04896,-0.44497,-0.06205,-0.35383
70.9201,0.041683,0.042099,-0.416,-0.05726,-0.38362,-0.07147,-0.47070
70.9401,0.040465,0.040771,-0.306,-0.06426,-0.31471,-0.07323,-0.08785
70.9601,0.039123,0.039401,-0.279,-0.06981,-0.23986,-0.07894,-0.28552
70.9801,0.037682,0.037837,-0.154,-0.07382,-0.16046,-0.07745,0.07407
71.0001,0.036179,0.036255,-0.075,-0.07621,-0.07837,-0.07775,-0.01466
71.0201,0.034645,0.034702,-0.057,-0.07695,0.00472,-0.07865,-0.04502
71.0401,0.033112,0.033139,-0.027,-0.07603,0.08704,-0.07654,0.10549
71.0601,0.031615,0.031569,0.046,-0.07348,0.16686,-0.07098,0.27772
71.0801,0.030183,0.030047,0.137,-0.06938,0.24247,-0.06355,0.37155
71.1001,0.028849,0.028641,0.208,-0.06382,0.31231,-0.05581,0.38735
71.1201,0.027639,0.027384,0.255,-0.05694,0.37489,-0.04766,0.40744
71.1401,0.026580,0.026285,0.295,-0.04889,0.42889,-0.03833,0.46624
