t_s,x_tgt_m,x_meas_m,err_mm,v_ff_m_s,a_ff,v_cmd_m_s,a_cmd
1.8001,0.044481,0.044496,-0.016,0.02661,-0.02324,0.02608,-0.01973
1.8201,0.045008,0.045025,-0.017,0.02614,-0.02408,0.02553,-0.02740
1.8401,0.045526,0.045543,-0.017,0.02565,-0.02492,0.02509,-0.02222
1.8601,0.046034,0.046051,-0.017,0.02514,-0.02577,0.02457,-0.02593
1.8801,0.046532,0.046550,-0.019,0.02462,-0.02661,0.02396,-0.03057
1.9001,0.047018,0.047038,-0.019,0.02407,-0.02746,0.02341,-0.02726
1.9201,0.047494,0.047516,-0.022,0.02352,-0.02830,0.02275,-0.03300
1.9401,0.047959,0.047979,-0.020,0.02294,-0.02915,0.02229,-0.02308
1.9601,0.048412,0.048433,-0.021,0.02235,-0.02999,0.02162,-0.03348
1.9801,0.048853,0.048875,-0.022,0.02174,-0.03084,0.02100,-0.03112
2.0001,0.049281,0.049306,-0.024,0.02112,-0.03168,0.02025,-0.03761
2.0201,0.049698,0.049722,-0.025,0.02048,-0.03253,0.01963,-0.03079
2.0401,0.050100,0.050125,-0.025,0.01982,-0.03337,0.01899,-0.03233
2.0601,0.050490,0.050513,-0.023,0.01914,-0.03422,0.01837,-0.03056
2.0801,0.050866,0.050888,-0.022,0.01845,-0.03506,0.01772,-0.03279
2.1001,0.051228,0.051252,-0.024,0.01774,-0.03591,0.01690,-0.04085
2.1201,0.051576,0.051601,-0.025,0.01701,-0.03675,0.01612,-0.03894
2.1401,0.051909,0.051933,-0.024,0.01627,-0.03760,0.01548,-0.03241
2.1601,0.052226,0.052254,-0.028,0.01551,-0.03844,0.01449,-0.04941
2.1801,0.052528,0.052560,-0.032,0.01473,-0.03929,0.01361,-0.04361
2.2001,0.052815,0.052842,-0.026,0.01394,-0.04013,0.01311,-0.02537
2.2201,0.053086,0.053116,-0.030,0.01313,-0.04098,0.01206,-0.05248
2.2401,0.053340,0.053374,-0.034,0.01230,-0.04182,0.01110,-0.04804
2.2601,0.053578,0.053607,-0.029,0.01145,-0.04267,0.01051,-0.02926
2.2801,0.053798,0.053827,-0.029,0.01059,-0.04351,0.00960,-0.04541
2.3001,0.054001,0.054036,-0.035,0.00971,-0.04436,0.00845,-0.05792
2.3201,0.054186,0.054222,-0.035,0.00882,-0.04520,0.00761,-0.04169
2.3401,0.054354,0.054384,-0.031,0.00790,-0.04605,0.00693,-0.03424
2.3601,0.054503,0.054534,-0.032,0.00697,-0.04689,0.00587,-0.05263
2.3801,0.054632,0.054668,-0.035,0.00603,-0.04773,0.00479,-0.05415
2.4001,0.054743,0.054777,-0.033,0.00507,-0.04858,0.00395,-0.04192
2.4201,0.054835,0.054871,-0.036,0.00408,-0.04942,0.00281,-0.05710
2.4401,0.054907,0.054949,-0.042,0.00309,-0.05027,0.00158,-0.06144
2.4601,0.054958,0.055003,-0.044,0.00207,-0.05111,0.00053,-0.05246
2.4801,0.054990,0.055026,-0.036,0.00104,-0.05196,-0.00007,-0.03031
2.5001,0.055000,0.055031,-0.031,0.00000,0.00000,-0.00099,-0.04567
2.5201,0.055000,0.055028,-0.028,0.00000,0.00000,-0.00093,0.00260
2.5401,0.055000,0.055023,-0.023,0.00000,0.00000,-0.00072,0.01073
2.5601,0.055000,0.055016,-0.016,0.00000,0.00000,0.00000,0.03601
2.5801,0.055000,0.055013,-0.013,0.00000,0.00000,0.00000,0.00000
2.6001,0.055000,0.055014,-0.014,0.00000,0.00000,0.00000,0.00000
2.6202,0.055000,0.055014,-0.014,0.00000,0.00000,0.00000,0.00000
2.6403,0.055000,0.055015,-0.015,0.00000,0.00000,0.00000,0.00000
2.6602,0.055000,0.055015,-0.015,0.00000,0.00000,0.00000,0.00000
2.6801,0.055000,0.055015,-0.015,0.00000,0.00000,0.00000,0.00000
2.7001,0.055000,0.055015,-0.015,0.00000,0.00000,0.00000,0.00000
2.7202,0.055000,0.055015,-0.015,0.00000,0.00000,0.00000,0.00000
2.7401,0.055000,0.055015,-0.015,0.00000,0.00000,0.00000,0.00000
2.7602,0.055000,0.055015,-0.015,0.00000,0.00000,0.00000,0.00000
2.7801,0.055000,0.055015,-0.015,0.00000,0.00000,0.00000,0.00000
2.8001,0.055000,0.055015,-0.015,0.00000,0.00000,0.00000,0.00000
2.8202,0.055000,0.055015,-0.015,0.00000,0.00000,0.00000,0.00000
2.8402,0.055000,0.055015,-0.015,0.00000,0.00000,0.00000,0.00000
2.8601,0.055000,0.055015,-0.015,0.00000,0.00000,0.00000,0.00000
2.8801,0.055000,0.055015,-0.015,0.00000,0.00000,0.00000,0.00000
2.9000,0.055000,0.055015,-0.015,0.00000,0.00000,0.00000,0.00000
2.9202,0.055000,0.055015,-0.015,0.00000,0.00000,0.00000,0.00000
2.9402,0.055000,0.055015,-0.015,0.00000,0.00000,0.00000,0.00000
2.9602,0.055000,0.055015,-0.015,0.00000,0.00000,0.00000,0.00000
2.9801,0.055000,0.055015,-0.015,0.00000,0.00000,0.00000,0.00000
3.0002,0.055000,0.055015,-0.015,0.00000,0.00000,0.00000,0.00000
3.0201,0.055000,0.055015,-0.015,0.00000,0.00000,0.00000,0.00000
3.0402,0.055000,0.055015,-0.015,0.00000,0.00000,0.00000,0.00000
3.0602,0.055000,0.055015,-0.015,0.00000,0.00000,0.00000,0.00000
3.0802,0.055000,0.055015,-0.015,0.00000,0.00000,0.00000,0.00000
3.1001,0.055000,0.055015,-0.015,0.00000,0.00000,0.00000,0.00000
3.1202,0.055000,0.055015,-0.015,0.00000,0.00000,0.00000,0.00000
3.1402,0.055000,0.055015,-0.015,0.00000,0.00000,0.00000,0.00000
3.1601,0.055000,0.055015,-0.015,0.00000,0.00000,0.00000,0.00000
3.1801,0.055000,0.055015,-0.015,0.00000,0.00000,0.00000,0.00000
3.2001,0.055000,0.055015,-0.015,0.00000,0.00000,0.00000,0.00000
3.2201,0.055000,0.055015,-0.015,0.00000,0.00000,0.00000,0.00000
3.2402,0.055000,0.055015,-0.015,0.00000,0.00000,0.00000,0.00000
3.2601,0.055000,0.055015,-0.015,0.00000,0.00000,0.00000,0.00000
3.2801,0.055000,0.055015,-0.015,0.00000,0.00000,0.00000,0.00000
3.3001,0.055000,0.055015,-0.015,0.00000,0.00000,0.00000,0.00000
3.3201,0.055000,0.055015,-0.015,0.00000,0.00000,0.00000,0.00000
3.3402,0.055000,0.055015,-0.015,0.00000,0.00000,0.00000,0.00000
3.3602,0.055000,0.055015,-0.015,0.00000,0.00000,0.00000,0.00000
3.3801,0.055000,0.055015,-0.015,0.00000,0.00000,0.00000,0.00000
3.4001,0.055000,0.055015,-0.015,0.00000,0.00000,0.00000,0.00000
3.4201,0.055000,0.055015,-0.015,0.00000,0.00000,0.00000,0.00000
3.4401,0.055000,0.055015,-0.015,0.00000,0.00000,0.00000,0.00000
3.4601,0.055000,0.055015,-0.015,0.00000,0.00000,0.00000,0.00000
3.4801,0.055000,0.055015,-0.015,0.00000,0.00000,0.00000,0.00000
3.5001,0.055000,0.055015,-0.015,-0.00000,-0.01579,0.00000,0.00000
3.5201,0.054997,0.055015,-0.017,-0.00026,-0.00996,0.00000,0.00000
3.5401,0.054990,0.055015,-0.024,-0.00041,-0.00510,-0.00132,-0.06594
3.5601,0.054982,0.055012,-0.030,-0.00047,-0.00143,-0.00158,-0.01289
3.5801,0.054972,0.054996,-0.024,-0.00047,0.00090,-0.00120,0.01896
3.6001,0.054963,0.054976,-0.013,-0.00044,0.00179,0.00000,0.05986
3.6201,0.054954,0.054964,-0.010,-0.00041,0.00123,0.00000,0.00000
3.6401,0.054946,0.054965,-0.019,-0.00040,-0.00076,0.00000,0.00000
3.6601,0.054938,0.054966,-0.028,-0.00045,-0.00406,-0.00151,-0.07532
3.6801,0.054928,0.054963,-0.035,-0.00057,-0.00850,-0.00186,-0.01783
3.7001,0.054914,0.054938,-0.024,-0.00080,-0.01388,-0.00146,0.02005
3.7201,0.054895,0.054902,-0.006,-0.00113,-0.01993,-0.00112,0.01691
3.7401,0.054868,0.054871,-0.003,-0.00159,-0.02635,-0.00164,-0.02561
3.7601,0.054831,0.054846,-0.015,-0.00219,-0.03284,-0.00288,-0.06218
3.7801,0.054780,0.054811,-0.031,-0.00291,-0.03907,-0.00417,-0.06428
3.8001,0.054714,0.054750,-0.036,-0.00375,-0.04472,-0.00503,-0.04336
3.8201,0.054629,0.054656,-0.026,-0.00469,-0.04949,-0.00546,-0.02149
3.8401,0.054525,0.054554,-0.029,-0.00572,-0.05310,-0.00674,-0.06363
3.8601,0.054400,0.054441,-0.041,-0.00681,-0.05534,-0.00837,-0.08193
3.8801,0.054253,0.054298,-0.045,-0.00792,-0.05600,-0.00948,-0.05524
3.9001,0.054084,0.054125,-0.042,-0.00903,-0.05496,-0.01040,-0.04627
3.9201,0.053892,0.053935,-0.043,-0.01011,-0.05217,-0.01160,-0.05972
3.9401,0.053679,0.053725,-0.046,-0.01111,-0.04762,-0.01269,-0.05465
3.9601,0.053448,0.053483,-0.034,-0.01200,-0.04139,-0.01302,-0.01633
3.9801,0.053200,0.053228,-0.027,-0.01275,-0.03359,-0.01359,-0.02875
4.0001,0.052939,0.052966,-0.027,-0.01334,-0.02444,-0.01424,-0.03226
4.0201,0.052668,0.052692,-0.023,-0.01372,-0.01418,-0.01447,-0.01163
4.0401,0.052392,0.052403,-0.011,-0.01390,-0.00311,-0.01413,0.01704
4.0601,0.052114,0.052109,0.005,-0.01384,0.00846,-0.01348,0.03258
4.0801,0.051840,0.051832,0.008,-0.01356,0.02016,-0.01326,0.01104
4.1001,0.051573,0.051563,0.010,-0.01304,0.03162,-0.01266,0.03011
4.1201,0.051319,0.051298,0.021,-0.01230,0.04250,-0.01143,0.06131
4.1401,0.051083,0.051050,0.033,-0.01135,0.05240,-0.01006,0.06841
4.1601,0.050867,0.050828,0.038,-0.01021,0.06103,-0.00883,0.06132
4.1801,0.050675,0.050631,0.044,-0.00892,0.06808,-0.00735,0.07441
4.2001,0.050511,0.050461,0.050,-0.00750,0.07333,-0.00571,0.08194
4.2201,0.050376,0.050320,0.056,-0.00600,0.07657,-0.00402,0.08427
4.2401,0.050271,0.050211,0.060,-0.00445,0.07769,-0.00236,0.08324
4.2601,0.050198,0.050140,0.058,-0.00290,0.07664,-0.00094,0.07088
4.2801,0.050155,0.050103,0.052,-0.00139,0.07342,0.00028,0.06098
4.3001,0.050141,0.050090,0.051,0.00002,0.06815,0.00175,0.07337
4.3201,0.050155,0.050096,0.060,0.00131,0.06095,0.00345,0.08501
4.3401,0.050193,0.050119,0.074,0.00245,0.05204,0.00516,0.08586
4.3601,0.050252,0.050180,0.071,0.00339,0.04170,0.00577,0.03002
4.3801,0.050327,0.050274,0.053,0.00411,0.03023,0.00566,-0.00541
4.4001,0.050414,0.050386,0.028,0.00459,0.01801,0.00524,-0.02110
4.4201,0.050509,0.050494,0.014,0.00482,0.00539,0.00514,-0.00495
4.4401,0.050606,0.050589,0.017,0.00481,-0.00724,0.00540,0.01334
4.4601,0.050699,0.050691,0.009,0.00454,-0.01949,0.00474,-0.03318
4.4801,0.050786,0.050794,-0.009,0.00403,-0.03102,0.00351,-0.06128
4.5001,0.050859,0.050883,-0.023,0.00330,-0.04150,0.00232,-0.05948
4.5201,0.050916,0.050949,-0.033,0.00238,-0.05059,0.00115,-0.05863
4.5401,0.050953,0.050992,-0.038,0.00129,-0.05810,-0.00009,-0.06225
4.5601,0.050967,0.051008,-0.040,0.00007,-0.06381,-0.00133,-0.06180
4.5801,0.050956,0.051004,-0.048,-0.00125,-0.06764,-0.00299,-0.08306
4.6001,0.050917,0.050989,-0.072,-0.00262,-0.06952,-0.00536,-0.11862
4.6201,0.050850,0.050938,-0.088,-0.00402,-0.06950,-0.00722,-0.09292
4.6401,0.050756,0.050832,-0.075,-0.00539,-0.06765,-0.00778,-0.02772
4.6601,0.050635,0.050688,-0.053,-0.00671,-0.06416,-0.00823,-0.02292
4.6801,0.050488,0.050532,-0.044,-0.00795,-0.05922,-0.00931,-0.05367
4.7001,0.050318,0.050370,-0.052,-0.00907,-0.05315,-0.01094,-0.08174
4.7201,0.050126,0.050175,-0.048,-0.01007,-0.04622,-0.01167,-0.03647
4.7401,0.049916,0.049957,-0.041,-0.01092,-0.03882,-0.01221,-0.02673
4.7601,0.049691,0.049725,-0.034,-0.01162,-0.03128,-0.01269,-0.02432
4.7801,0.049453,0.049478,-0.025,-0.01217,-0.02396,-0.01293,-0.01160
4.8001,0.049205,0.049222,-0.018,-0.01258,-0.01724,-0.01307,-0.00748
4.8202,0.048949,0.048965,-0.016,-0.01287,-0.01140,-0.01338,-0.01508
4.8401,0.048691,0.048705,-0.014,-0.01305,-0.00680,-0.01352,-0.00733
4.8601,0.048429,0.048434,-0.005,-0.01315,-0.00361,-0.01319,0.01673
4.8801,0.048165,0.048161,0.004,-0.01320,-0.00200,-0.01295,0.01192
4.9001,0.047901,0.047904,-0.003,-0.01324,-0.00209,-0.01343,-0.02388
4.9201,0.047635,0.047640,-0.005,-0.01330,-0.00389,-0.01349,-0.00305
4.9401,0.047368,0.047373,-0.006,-0.01341,-0.00736,-0.01361,-0.00628
4.9601,0.047099,0.047100,-0.001,-0.01360,-0.01231,-0.01357,0.00200
4.9801,0.046823,0.046830,-0.007,-0.01391,-0.01860,-0.01422,-0.03210
5.0001,0.046542,0.046557,-0.015,-0.01435,-0.02589,-0.01497,-0.03764
5.0201,0.046249,0.046266,-0.018,-0.01495,-0.03386,-0.01558,-0.03047
5.0401,0.045943,0.045963,-0.021,-0.01571,-0.04211,-0.01645,-0.04357
5.0601,0.045619,0.045652,-0.033,-0.01663,-0.05020,-0.01790,-0.07272
5.0801,0.045276,0.045316,-0.040,-0.01771,-0.05768,-0.01915,-0.06244
5.1001,0.044910,0.044953,-0.043,-0.01893,-0.06408,-0.02043,-0.06394
5.1201,0.044518,0.044564,-0.046,-0.02027,-0.06896,-0.02185,-0.07087
5.1401,0.044099,0.044143,-0.044,-0.02168,-0.07189,-0.02317,-0.06597
5.1601,0.043651,0.043704,-0.053,-0.02312,-0.07251,-0.02502,-0.09232
5.1801,0.043174,0.043232,-0.058,-0.02456,-0.07052,-0.02659,-0.07880
5.2001,0.042669,0.042725,-0.055,-0.02593,-0.06568,-0.02778,-0.05925
5.2201,0.042138,0.042182,-0.045,-0.02717,-0.05785,-0.02854,-0.03811
5.2401,0.041583,0.041620,-0.037,-0.02822,-0.04700,-0.02940,-0.04311
5.2601,0.041011,0.041047,-0.036,-0.02903,-0.03324,-0.03024,-0.04213
5.2801,0.040425,0.040454,-0.029,-0.02953,-0.01671,-0.03044,-0.00993
5.3001,0.039831,0.039849,-0.018,-0.02968,0.00230,-0.03012,0.01603
5.3201,0.039239,0.039239,0.000,-0.02943,0.02337,-0.02919,0.04632
5.3401,0.038658,0.038639,0.019,-0.02874,0.04593,-0.02786,0.06667
5.3601,0.038094,0.038059,0.035,-0.02758,0.06949,-0.02620,0.08297
5.3801,0.037558,0.037508,0.050,-0.02595,0.09335,-0.02407,0.10673
5.4001,0.037059,0.036994,0.064,-0.02385,0.11678,-0.02148,0.12958
5.4201,0.036607,0.036524,0.083,-0.02129,0.13906,-0.01825,0.16138
5.4401,0.036210,0.036103,0.107,-0.01830,0.15941,-0.01433,0.19617
5.4601,0.035877,0.035757,0.120,-0.01493,0.17711,-0.01068,0.18227
5.4801,0.035614,0.035482,0.133,-0.01123,0.19141,-0.00657,0.20571
5.5001,0.035429,0.035285,0.144,-0.00730,0.20167,-0.00226,0.21515
5.5201,0.035324,0.035167,0.157,-0.00320,0.20737,0.00228,0.22727
5.5401,0.035301,0.035140,0.161,0.00096,0.20803,0.00651,0.21133
5.5601,0.035362,0.035177,0.185,0.00509,0.20334,0.01167,0.25825
5.5801,0.035503,0.035306,0.197,0.00905,0.19314,0.01591,0.21184
5.6001,0.035722,0.035549,0.173,0.01277,0.17737,0.01833,0.12117
5.6201,0.036012,0.035872,0.140,0.01611,0.15619,0.02044,0.10546
5.6401,0.036364,0.036245,0.119,0.01898,0.12990,0.02274,0.11459
5.6601,0.036767,0.036663,0.105,0.02128,0.09899,0.02466,0.09600
5.6801,0.037210,0.037124,0.086,0.02291,0.06408,0.02562,0.04806
5.7001,0.037679,0.037622,0.057,0.02382,0.02595,0.02535,-0.01314
5.7201,0.038158,0.038136,0.022,0.02394,-0.01448,0.02422,-0.05672
5.7401,0.038631,0.038636,-0.005,0.02323,-0.05620,0.02270,-0.07616
5.7601,0.039082,0.039117,-0.035,0.02168,-0.09817,0.02013,-0.12840
5.7801,0.039493,0.039562,-0.069,0.01931,-0.13905,0.01650,-0.18136
5.8001,0.039849,0.039954,-0.105,0.01614,-0.17786,0.01211,-0.21953
5.8201,0.040133,0.040269,-0.136,0.01222,-0.21331,0.00720,-0.24549
5.8401,0.040333,0.040499,-0.166,0.00764,-0.24435,0.00159,-0.28036
5.8601,0.040435,0.040622,-0.187,0.00248,-0.26991,-0.00415,-0.28729
5.8801,0.040429,0.040640,-0.211,-0.00313,-0.28907,-0.01060,-0.32234
5.9001,0.040308,0.040566,-0.258,-0.00903,-0.30094,-0.01842,-0.39106
5.9201,0.040067,0.040350,-0.283,-0.01511,-0.30500,-0.02505,-0.33154
5.9401,0.039704,0.039969,-0.265,-0.02118,-0.30079,-0.02998,-0.24626
5.9601,0.039221,0.039459,-0.238,-0.02708,-0.28810,-0.03483,-0.24286
5.9801,0.038623,0.038846,-0.223,-0.03265,-0.26692,-0.04005,-0.26073
6.0001,0.037919,0.038133,-0.214,-0.03770,-0.25393,-0.04485,-0.24024
6.0201,0.037116,0.037319,-0.202,-0.04245,-0.21947,-0.04916,-0.21550
6.0401,0.036226,0.036406,-0.180,-0.04644,-0.17844,-0.05225,-0.15432
6.0601,0.035265,0.035407,-0.143,-0.04955,-0.13157,-0.05391,-0.08305
6.0801,0.034250,0.034354,-0.104,-0.05167,-0.07974,-0.05468,-0.03846
6.1001,0.033204,0.033269,-0.065,-0.05271,-0.02401,-0.05443,0.01249
6.1201,0.032150,0.032173,-0.024,-0.05261,0.03433,-0.05288,0.07771
6.1401,0.031107,0.031087,0.020,-0.05133,0.09424,-0.05007,0.14043
6.1601,0.030105,0.030036,0.069,-0.04884,0.15413,-0.04587,0.20991
6.1802,0.029156,0.029047,0.108,-0.04514,0.21327,-0.04094,0.24649
6.2001,0.028306,0.028144,0.162,-0.04035,0.26890,-0.03414,0.33996
6.2201,0.027556,0.027340,0.215,-0.03444,0.32106,-0.02643,0.38546
6.2401,0.026933,0.026674,0.259,-0.02752,0.36802,-0.01816,0.41352
6.2601,0.026460,0.026160,0.300,-0.01976,0.40833,-0.00903,0.45673
6.2801,0.026148,0.025816,0.332,-0.01125,0.44112,0.00047,0.47462
6.3001,0.026013,0.025651,0.362,-0.00218,0.46541,0.01052,0.50280
6.3201,0.026064,0.025664,0.400,0.00729,0.48044,0.02141,0.54410
6.3401,0.026306,0.025868,0.438,0.01697,0.48561,0.03236,0.54747
6.3601,0.026744,0.026296,0.447,0.02666,0.48052,0.04198,0.48132
6.3801,0.027372,0.026950,0.422,0.03613,0.46504,0.05015,0.40849
6.4001,0.028185,0.027803,0.382,0.04518,0.43925,0.05764,0.37431
6.4201,0.029174,0.028824,0.351,0.05363,0.40342,0.06514,0.37525
6.4401,0.030325,0.029996,0.329,0.06126,0.35808,0.07215,0.35028
6.4601,0.031618,0.031320,0.298,0.06789,0.30399,0.07764,0.27470
6.4801,0.033033,0.032784,0.249,0.07337,0.24210,0.08118,0.17669
6.5001,0.034544,0.034357,0.187,0.07753,0.17354,0.08309,0.09592
6.5201,0.036125,0.035995,0.129,0.08027,0.09964,0.08391,0.04081
6.5401,0.037746,0.037667,0.079,0.08149,0.02177,0.08352,-0.01933
6.5601,0.039378,0.039346,0.032,0.08113,-0.05859,0.08161,-0.09585
6.5801,0.040978,0.041013,-0.035,0.07915,-0.13923,0.07707,-0.22662
6.6001,0.042530,0.042639,-0.109,0.07556,-0.21932,0.07091,-0.30836
6.6201,0.043992,0.044167,-0.174,0.07039,-0.29668,0.06361,-0.36502
6.6401,0.045334,0.045566,-0.232,0.06373,-0.36968,0.05508,-0.42657
6.6601,0.046530,0.046823,-0.292,0.05565,-0.43696,0.04493,-0.50736
6.6801,0.047552,0.047906,-0.354,0.04630,-0.49696,0.03346,-0.57348
6.7001,0.048375,0.048793,-0.417,0.03582,-0.54829,0.02082,-0.63182
6.7201,0.048980,0.049452,-0.472,0.02442,-0.58981,0.00765,-0.65855
