t_s,x_tgt_m,x_meas_m,err_mm,v_ff_m_s,a_ff,v_cmd_m_s,a_cmd
3.8801,0.054253,0.054296,-0.043,-0.00792,-0.05600,-0.00940,-0.05668
3.9001,0.054084,0.054123,-0.040,-0.00903,-0.05496,-0.01035,-0.04756
3.9201,0.053892,0.053937,-0.045,-0.01011,-0.05217,-0.01169,-0.06698
3.9401,0.053680,0.053726,-0.046,-0.01111,-0.04763,-0.01269,-0.04972
3.9601,0.053448,0.053483,-0.034,-0.01200,-0.04139,-0.01304,-0.01754
3.9801,0.053201,0.053228,-0.028,-0.01275,-0.03360,-0.01362,-0.02894
4.0001,0.052939,0.052966,-0.027,-0.01334,-0.02445,-0.01424,-0.03095
4.0201,0.052668,0.052692,-0.024,-0.01372,-0.01418,-0.01449,-0.01271
4.0401,0.052392,0.052404,-0.012,-0.01390,-0.00311,-0.01419,0.01511
4.0601,0.052114,0.052110,0.004,-0.01384,0.00846,-0.01353,0.03272
4.0801,0.051840,0.051833,0.007,-0.01356,0.02017,-0.01330,0.01184
4.1001,0.051573,0.051564,0.009,-0.01304,0.03163,-0.01270,0.03007
4.1201,0.051319,0.051299,0.021,-0.01230,0.04249,-0.01147,0.06138
4.1401,0.051083,0.051050,0.032,-0.01135,0.05240,-0.01011,0.06764
4.1601,0.050867,0.050829,0.038,-0.01021,0.06103,-0.00885,0.06324
4.1801,0.050675,0.050630,0.046,-0.00892,0.06809,-0.00727,0.07889
4.2001,0.050511,0.050458,0.053,-0.00750,0.07333,-0.00563,0.08189
4.2201,0.050376,0.050318,0.058,-0.00600,0.07657,-0.00395,0.08441
4.2401,0.050271,0.050209,0.063,-0.00445,0.07769,-0.00227,0.08365
4.2601,0.050198,0.050137,0.061,-0.00290,0.07664,-0.00087,0.07034
4.2801,0.050155,0.050102,0.053,-0.00140,0.07343,0.00033,0.05982
4.3001,0.050141,0.050092,0.049,0.00002,0.06815,0.00166,0.06653
4.3201,0.050155,0.050097,0.058,0.00131,0.06094,0.00337,0.08532
4.3401,0.050193,0.050121,0.072,0.00245,0.05204,0.00507,0.08518
4.3601,0.050252,0.050178,0.073,0.00339,0.04169,0.00589,0.04094
4.3801,0.050327,0.050269,0.058,0.00411,0.03024,0.00590,0.00061
4.4001,0.050414,0.050382,0.033,0.00459,0.01800,0.00542,-0.02413
4.4201,0.050509,0.050494,0.014,0.00482,0.00539,0.00512,-0.01509
4.4401,0.050606,0.050595,0.011,0.00481,-0.00723,0.00512,0.00027
4.4601,0.050699,0.050695,0.004,0.00454,-0.01949,0.00462,-0.02516
4.4801,0.050786,0.050796,-0.010,0.00403,-0.03103,0.00353,-0.05466
4.5001,0.050859,0.050884,-0.025,0.00330,-0.04148,0.00229,-0.06171
4.5201,0.050916,0.050950,-0.034,0.00238,-0.05059,0.00113,-0.05822
4.5401,0.050953,0.050993,-0.040,0.00129,-0.05809,-0.00012,-0.06249
4.5601,0.050967,0.051009,-0.041,0.00007,-0.06381,-0.00136,-0.06172
4.5801,0.050956,0.051005,-0.049,-0.00125,-0.06764,-0.00300,-0.08228
4.6001,0.050917,0.050989,-0.072,-0.00262,-0.06952,-0.00533,-0.11666
4.6201,0.050851,0.050939,-0.088,-0.00402,-0.06950,-0.00720,-0.09311
4.6401,0.050756,0.050832,-0.076,-0.00539,-0.06765,-0.00782,-0.03094
4.6601,0.050635,0.050689,-0.054,-0.00671,-0.06415,-0.00831,-0.02493
4.6801,0.050489,0.050532,-0.044,-0.00795,-0.05923,-0.00932,-0.05003
4.7001,0.050318,0.050367,-0.049,-0.00907,-0.05314,-0.01081,-0.07478
4.7201,0.050127,0.050173,-0.046,-0.01007,-0.04623,-0.01159,-0.03915
4.7401,0.049916,0.049959,-0.042,-0.01092,-0.03882,-0.01231,-0.03587
4.7601,0.049691,0.049725,-0.035,-0.01162,-0.03127,-0.01271,-0.02016
4.7801,0.049453,0.049475,-0.022,-0.01217,-0.02397,-0.01280,-0.00420
4.8001,0.049205,0.049220,-0.015,-0.01258,-0.01724,-0.01301,-0.01066
4.8201,0.048950,0.048966,-0.015,-0.01287,-0.01143,-0.01339,-0.01893
4.8401,0.048691,0.048706,-0.015,-0.01305,-0.00681,-0.01356,-0.00860
4.8601,0.048429,0.048434,-0.005,-0.01315,-0.00361,-0.01321,0.01764
4.8801,0.048165,0.048162,0.003,-0.01320,-0.00200,-0.01299,0.01106
4.9001,0.047900,0.047904,-0.004,-0.01324,-0.00209,-0.01345,-0.02305
4.9201,0.047635,0.047641,-0.006,-0.01330,-0.00389,-0.01351,-0.00281
4.9402,0.047367,0.047374,-0.007,-0.01341,-0.00737,-0.01366,-0.00772
4.9601,0.047098,0.047100,-0.002,-0.01360,-0.01232,-0.01360,0.00277
4.9801,0.046823,0.046831,-0.007,-0.01391,-0.01861,-0.01422,-0.03094
5.0001,0.046541,0.046554,-0.012,-0.01435,-0.02590,-0.01482,-0.02981
5.0201,0.046249,0.046264,-0.015,-0.01495,-0.03387,-0.01549,-0.03367
5.0401,0.045943,0.045964,-0.022,-0.01571,-0.04211,-0.01651,-0.05096
5.0601,0.045620,0.045653,-0.034,-0.01663,-0.05020,-0.01791,-0.06974
5.0801,0.045276,0.045318,-0.041,-0.01771,-0.05768,-0.01919,-0.06430
5.1001,0.044910,0.044955,-0.045,-0.01893,-0.06408,-0.02048,-0.06440
5.1201,0.044518,0.044565,-0.047,-0.02026,-0.06895,-0.02188,-0.07006
5.1401,0.044098,0.044145,-0.047,-0.02168,-0.07189,-0.02327,-0.06928
5.1601,0.043650,0.043705,-0.054,-0.02313,-0.07251,-0.02506,-0.08950
5.1801,0.043174,0.043230,-0.056,-0.02456,-0.07051,-0.02650,-0.07223
5.2001,0.042668,0.042723,-0.055,-0.02593,-0.06566,-0.02779,-0.06423
5.2201,0.042138,0.042184,-0.046,-0.02717,-0.05785,-0.02864,-0.04265
5.2401,0.041583,0.041621,-0.038,-0.02822,-0.04701,-0.02943,-0.03924
5.2601,0.041011,0.041045,-0.034,-0.02903,-0.03324,-0.03014,-0.03550
5.2801,0.040424,0.040449,-0.024,-0.02953,-0.01670,-0.03026,-0.00619
5.3001,0.039832,0.039845,-0.013,-0.02968,0.00229,-0.02999,0.01345
5.3201,0.039240,0.039238,0.002,-0.02943,0.02334,-0.02921,0.03925
5.3401,0.038657,0.038641,0.017,-0.02874,0.04594,-0.02801,0.06000
5.3601,0.038094,0.038060,0.033,-0.02758,0.06949,-0.02627,0.08696
5.3801,0.037557,0.037505,0.052,-0.02595,0.09336,-0.02399,0.11366
5.4001,0.037059,0.036989,0.070,-0.02385,0.11679,-0.02129,0.13517
5.4201,0.036606,0.036519,0.088,-0.02129,0.13907,-0.01811,0.15901
5.4401,0.036210,0.036100,0.109,-0.01830,0.15943,-0.01434,0.18856
5.4601,0.035877,0.035754,0.123,-0.01493,0.17711,-0.01061,0.18627
5.4801,0.035615,0.035479,0.136,-0.01124,0.19140,-0.00648,0.20666
5.5001,0.035429,0.035281,0.148,-0.00730,0.20167,-0.00214,0.21688
5.5201,0.035324,0.035163,0.161,-0.00320,0.20737,0.00240,0.22705
5.5401,0.035301,0.035139,0.162,0.00096,0.20803,0.00649,0.20429
5.5601,0.035362,0.035176,0.185,0.00508,0.20335,0.01164,0.25790
5.5801,0.035503,0.035305,0.198,0.00905,0.19314,0.01595,0.21514
5.6001,0.035722,0.035548,0.174,0.01277,0.17737,0.01844,0.12447
5.6201,0.036012,0.035874,0.138,0.01611,0.15619,0.02040,0.09824
5.6401,0.036363,0.036249,0.114,0.01898,0.12991,0.02260,0.11022
5.6601,0.036768,0.036663,0.105,0.02128,0.09889,0.02475,0.10742
5.6801,0.037210,0.037125,0.085,0.02291,0.06408,0.02559,0.04184
5.7001,0.037679,0.037627,0.052,0.02382,0.02596,0.02521,-0.01874
5.7201,0.038158,0.038140,0.017,0.02394,-0.01448,0.02415,-0.05332
5.7401,0.038631,0.038637,-0.006,0.02323,-0.05621,0.02275,-0.06971
5.7601,0.039082,0.039119,-0.037,0.02169,-0.09813,0.02009,-0.13310
5.7801,0.039493,0.039567,-0.074,0.01931,-0.13907,0.01639,-0.18492
5.8001,0.039849,0.039959,-0.110,0.01613,-0.17792,0.01201,-0.21900
5.8201,0.040134,0.040271,-0.138,0.01222,-0.21334,0.00723,-0.23895
5.8401,0.040333,0.040498,-0.165,0.00763,-0.24437,0.00174,-0.27489
5.8601,0.040435,0.040622,-0.187,0.00248,-0.26991,-0.00411,-0.29218
5.8801,0.040429,0.040640,-0.211,-0.00312,-0.28903,-0.01055,-0.32211
5.9001,0.040308,0.040567,-0.259,-0.00904,-0.30095,-0.01837,-0.39131
5.9201,0.040067,0.040354,-0.287,-0.01511,-0.30500,-0.02519,-0.34077
5.9401,0.039704,0.039978,-0.274,-0.02118,-0.30080,-0.03033,-0.25684
5.9601,0.039221,0.039464,-0.243,-0.02708,-0.28810,-0.03501,-0.23431
5.9801,0.038623,0.038845,-0.222,-0.03265,-0.26693,-0.03994,-0.24623
6.0001,0.037918,0.038129,-0.211,-0.03771,-0.25387,-0.04478,-0.24219
6.0201,0.037116,0.037314,-0.198,-0.04245,-0.21945,-0.04904,-0.21284
6.0401,0.036225,0.036402,-0.177,-0.04644,-0.17839,-0.05221,-0.15842
6.0601,0.035264,0.035407,-0.142,-0.04955,-0.13154,-0.05401,-0.09005
6.0801,0.034249,0.034353,-0.104,-0.05167,-0.07968,-0.05478,-0.03835
6.1001,0.033205,0.033265,-0.060,-0.05271,-0.02406,-0.05428,0.02499
6.1201,0.032150,0.032167,-0.017,-0.05261,0.03432,-0.05273,0.07730
6.1401,0.031108,0.031084,0.025,-0.05133,0.09416,-0.05003,0.13476
6.1601,0.030104,0.030036,0.068,-0.04884,0.15416,-0.04606,0.19846
6.1801,0.029162,0.029047,0.116,-0.04517,0.21284,-0.04071,0.26777
6.2001,0.028305,0.028140,0.165,-0.04035,0.26895,-0.03419,0.32582
6.2201,0.027555,0.027343,0.212,-0.03443,0.32112,-0.02671,0.37404
6.2401,0.026935,0.026676,0.258,-0.02754,0.36789,-0.01826,0.42261
6.2601,0.026459,0.026159,0.300,-0.01976,0.40834,-0.00908,0.45892
6.2801,0.026149,0.025812,0.337,-0.01126,0.44110,0.00061,0.48435
6.3001,0.026013,0.025645,0.368,-0.00217,0.46542,0.01068,0.50362
6.3201,0.026064,0.025659,0.405,0.00729,0.48044,0.02147,0.53971
6.3401,0.026307,0.025867,0.440,0.01697,0.48561,0.03230,0.54137
6.3601,0.026743,0.026298,0.445,0.02665,0.48053,0.04184,0.47714
6.3801,0.027372,0.026952,0.420,0.03614,0.46503,0.05016,0.41568
6.4001,0.028185,0.027801,0.384,0.04518,0.43925,0.05782,0.38341
6.4201,0.029175,0.028821,0.354,0.05363,0.40341,0.06533,0.37524
6.4401,0.030325,0.029997,0.328,0.06126,0.35809,0.07213,0.34025
6.4601,0.031618,0.031323,0.295,0.06789,0.30400,0.07755,0.27078
6.4801,0.033034,0.032788,0.246,0.07337,0.24205,0.08118,0.18171
6.5001,0.034544,0.034358,0.186,0.07753,0.17355,0.08320,0.10105
6.5203,0.036140,0.035996,0.144,0.08029,0.09892,0.08470,0.07500
6.5401,0.037744,0.037671,0.073,0.08149,0.02187,0.08320,-0.07529
6.5601,0.039373,0.039363,0.010,0.08113,-0.05832,0.08076,-0.12183
6.5801,0.040979,0.041022,-0.043,0.07915,-0.13929,0.07711,-0.18239
6.6001,0.042528,0.042630,-0.102,0.07557,-0.21919,0.07143,-0.28397
6.6201,0.043990,0.044163,-0.173,0.07040,-0.29655,0.06375,-0.38405
6.6401,0.045334,0.045576,-0.242,0.06373,-0.36966,0.05472,-0.45151
6.6601,0.046530,0.046837,-0.307,0.05565,-0.43696,0.04451,-0.51058
6.6801,0.047552,0.047915,-0.363,0.04629,-0.49697,0.03333,-0.55885
6.7001,0.048375,0.048792,-0.417,0.03583,-0.54828,0.02104,-0.61457
6.7201,0.048979,0.049448,-0.469,0.02443,-0.58978,0.00792,-0.65604
