t_s,x_tgt_m,x_meas_m,err_mm,v_ff_m_s,v_cmd_m_s,rpm_cmd
56.0601,0.034369,0.034386,-0.017,0.02337,0.02282,136.9
56.0801,0.034824,0.034854,-0.030,0.02287,0.02195,131.7
56.1001,0.035264,0.035308,-0.044,0.02218,0.02088,125.3
56.1201,0.035688,0.035744,-0.056,0.02138,0.01973,118.4
56.1401,0.036089,0.036154,-0.065,0.02035,0.01848,110.9
56.1601,0.036467,0.036540,-0.073,0.01917,0.01708,102.5
56.1801,0.036818,0.036904,-0.086,0.01788,0.01539,92.4
56.2001,0.037138,0.037234,-0.096,0.01638,0.01362,81.7
56.2201,0.037425,0.037533,-0.108,0.01473,0.01164,69.9
56.2401,0.037675,0.037798,-0.124,0.01295,0.00939,56.3
56.2601,0.037886,0.038016,-0.131,0.01103,0.00733,44.0
56.2801,0.038055,0.038193,-0.138,0.00897,0.00506,30.3
56.3001,0.038180,0.038325,-0.145,0.00681,0.00269,16.1
56.3201,0.038259,0.038417,-0.158,0.00452,0.00002,0.1
56.3401,0.038290,0.038456,-0.166,0.00215,-0.00255,-15.3
56.3601,0.038272,0.038450,-0.178,-0.00029,-0.00535,-32.1
56.3801,0.038203,0.038412,-0.208,-0.00281,-0.00882,-52.9
56.4001,0.038083,0.038303,-0.220,-0.00538,-0.01160,-69.6
56.4201,0.037911,0.038120,-0.209,-0.00797,-0.01377,-82.6
56.4401,0.037686,0.037880,-0.195,-0.01059,-0.01595,-95.7
56.4601,0.037409,0.037598,-0.189,-0.01320,-0.01847,-110.8
56.4801,0.037080,0.037271,-0.191,-0.01579,-0.02115,-126.9
56.5001,0.036700,0.036889,-0.189,-0.01834,-0.02361,-141.6
56.5201,0.036271,0.036457,-0.186,-0.02086,-0.02605,-156.3
56.5402,0.035789,0.035972,-0.183,-0.02345,-0.02857,-171.4
56.5601,0.035268,0.035440,-0.172,-0.02552,-0.03028,-181.7
56.5801,0.034699,0.034860,-0.160,-0.02785,-0.03227,-193.6
56.6001,0.034087,0.034243,-0.156,-0.03005,-0.03438,-206.3
56.6201,0.033437,0.033585,-0.148,-0.03202,-0.03611,-216.7
56.6401,0.032750,0.032888,-0.138,-0.03388,-0.03768,-226.1
56.6601,0.032032,0.032157,-0.125,-0.03550,-0.03892,-233.5
56.6801,0.031283,0.031396,-0.114,-0.03708,-0.04020,-241.2
56.7001,0.030508,0.030608,-0.100,-0.03840,-0.04112,-246.7
56.7201,0.029712,0.029799,-0.087,-0.03952,-0.04187,-251.2
56.7401,0.028898,0.028971,-0.072,-0.04044,-0.04238,-254.3
56.7601,0.028072,0.028130,-0.058,-0.04114,-0.04268,-256.1
56.7801,0.027236,0.027281,-0.045,-0.04168,-0.04286,-257.1
56.8001,0.026397,0.026427,-0.031,-0.04191,-0.04268,-256.1
56.8201,0.025557,0.025569,-0.012,-0.04197,-0.04219,-253.1
56.8401,0.024722,0.024717,0.005,-0.04180,-0.04158,-249.5
56.8601,0.023896,0.023877,0.019,-0.04140,-0.04079,-244.8
56.8801,0.023084,0.023049,0.035,-0.04075,-0.03967,-238.0
56.9001,0.022290,0.022238,0.052,-0.03990,-0.03834,-230.1
56.9201,0.021518,0.021451,0.067,-0.03886,-0.03688,-221.3
56.9401,0.020773,0.020690,0.083,-0.03757,-0.03516,-211.0
56.9601,0.020057,0.019963,0.094,-0.03614,-0.03344,-200.6
56.9801,0.019377,0.019268,0.109,-0.03442,-0.03127,-187.6
57.0001,0.018736,0.018604,0.131,-0.03255,-0.02873,-172.4
57.0201,0.018134,0.017994,0.140,-0.03059,-0.02660,-159.6
57.0401,0.017577,0.017432,0.144,-0.02840,-0.02434,-146.0
57.0601,0.017066,0.016910,0.156,-0.02611,-0.02166,-130.0
57.0801,0.016605,0.016437,0.168,-0.02365,-0.01888,-113.3
57.1001,0.016196,0.016017,0.178,-0.02111,-0.01606,-96.4
57.1201,0.015839,0.015654,0.185,-0.01848,-0.01326,-79.5
57.1401,0.015537,0.015351,0.186,-0.01578,-0.01056,-63.4
57.1601,0.015292,0.015096,0.195,-0.01297,-0.00745,-44.7
57.1801,0.015102,0.014903,0.198,-0.01018,-0.00460,-27.6
57.2001,0.014969,0.014767,0.203,-0.00734,-0.00164,-9.8
57.2201,0.014893,0.014693,0.201,-0.00451,0.00109,6.5
57.2401,0.014874,0.014674,0.200,-0.00169,0.00390,23.4
57.2601,0.014909,0.014691,0.218,0.00109,0.00732,43.9
57.2801,0.015000,0.014767,0.233,0.00383,0.01043,62.6
57.3001,0.015143,0.014917,0.226,0.00649,0.01277,76.6
57.3202,0.015338,0.015133,0.206,0.00912,0.01475,88.5
57.3401,0.015580,0.015393,0.188,0.01151,0.01665,99.9
57.3601,0.015870,0.015696,0.174,0.01389,0.01866,112.0
57.3802,0.016206,0.016037,0.169,0.01622,0.02094,125.6
57.4001,0.016579,0.016419,0.160,0.01818,0.02260,135.6
57.4201,0.016992,0.016848,0.144,0.02014,0.02409,144.6
57.4401,0.017440,0.017308,0.132,0.02196,0.02558,153.5
57.4601,0.017920,0.017800,0.120,0.02357,0.02684,161.1
57.4801,0.018426,0.018316,0.110,0.02495,0.02797,167.8
57.5001,0.018955,0.018859,0.096,0.02615,0.02876,172.6
57.5201,0.019505,0.019424,0.081,0.02723,0.02940,176.4
57.5401,0.020070,0.020003,0.067,0.02804,0.02983,179.0
57.5602,0.020651,0.020594,0.057,0.02885,0.03038,182.3
57.5801,0.021232,0.021193,0.038,0.02901,0.02997,179.8
57.6001,0.021820,0.021800,0.020,0.02934,0.02979,178.7
57.6201,0.022409,0.022400,0.010,0.02943,0.02963,177.8
57.6401,0.022994,0.022995,-0.001,0.02927,0.02917,175.0
57.6601,0.023572,0.023587,-0.015,0.02900,0.02849,171.0
57.6801,0.024139,0.024167,-0.028,0.02848,0.02762,165.7
57.7001,0.024692,0.024734,-0.042,0.02781,0.02653,159.2
57.7201,0.025227,0.025282,-0.055,0.02697,0.02535,152.1
57.7401,0.025743,0.025808,-0.065,0.02602,0.02413,144.8
57.7601,0.026235,0.026306,-0.072,0.02488,0.02284,137.0
57.7801,0.026702,0.026785,-0.083,0.02366,0.02125,127.5
57.8001,0.027141,0.027232,-0.091,0.02232,0.01973,118.4
57.8201,0.027551,0.027653,-0.102,0.02084,0.01791,107.4
57.8401,0.027929,0.028035,-0.106,0.01930,0.01632,97.9
57.8601,0.028275,0.028382,-0.107,0.01771,0.01472,88.3
57.8801,0.028588,0.028704,-0.116,0.01605,0.01275,76.5
57.9001,0.028866,0.028984,-0.117,0.01435,0.01106,66.4
57.9201,0.029110,0.029229,-0.118,0.01262,0.00930,55.8
57.9401,0.029319,0.029440,-0.120,0.01089,0.00752,45.1
57.9601,0.029494,0.029619,-0.125,0.00916,0.00565,33.9
57.9801,0.029635,0.029757,-0.122,0.00745,0.00404,24.2
58.0001,0.029742,0.029857,-0.115,0.00577,0.00259,15.6
58.0201,0.029817,0.029931,-0.114,0.00415,0.00095,5.7
58.0402,0.029860,0.029972,-0.111,0.00259,-0.00051,-3.1
58.0601,0.029874,0.029983,-0.109,0.00107,-0.00196,-11.7
58.0801,0.029861,0.029977,-0.116,-0.00034,-0.00364,-21.8
58.1001,0.029821,0.029947,-0.126,-0.00166,-0.00526,-31.5
58.1201,0.029757,0.029882,-0.125,-0.00289,-0.00639,-38.3
58.1401,0.029671,0.029776,-0.105,-0.00400,-0.00681,-40.9
58.1601,0.029566,0.029657,-0.091,-0.00501,-0.00749,-44.9
58.1801,0.029444,0.029526,-0.082,-0.00589,-0.00812,-48.7
58.2001,0.029307,0.029377,-0.070,-0.00665,-0.00855,-51.3
58.2201,0.029159,0.029211,-0.052,-0.00727,-0.00862,-51.7
58.2401,0.029000,0.029043,-0.042,-0.00778,-0.00890,-53.4
58.2601,0.028836,0.028868,-0.033,-0.00815,-0.00900,-54.0
58.2801,0.028666,0.028691,-0.025,-0.00841,-0.00906,-54.4
58.3001,0.028495,0.028518,-0.024,-0.00853,-0.00918,-55.1
58.3201,0.028324,0.028338,-0.014,-0.00854,-0.00887,-53.2
58.3401,0.028156,0.028153,0.003,-0.00842,-0.00823,-49.4
58.3601,0.027994,0.027980,0.014,-0.00819,-0.00774,-46.4
58.3801,0.027838,0.027816,0.022,-0.00786,-0.00720,-43.2
58.4001,0.027691,0.027669,0.022,-0.00744,-0.00682,-40.9
58.4201,0.027555,0.027530,0.025,-0.00693,-0.00623,-37.4
58.4401,0.027431,0.027397,0.035,-0.00634,-0.00531,-31.9
58.4601,0.027321,0.027275,0.046,-0.00569,-0.00433,-26.0
58.4801,0.027225,0.027173,0.052,-0.00498,-0.00350,-21.0
58.5001,0.027144,0.027088,0.056,-0.00422,-0.00264,-15.8
58.5201,0.027079,0.027028,0.052,-0.00343,-0.00200,-12.0
58.5401,0.027031,0.026976,0.055,-0.00262,-0.00106,-6.4
58.5601,0.026999,0.026940,0.059,-0.00180,-0.00011,-0.6
58.5801,0.026984,0.026926,0.058,-0.00098,0.00064,3.8
58.6001,0.026984,0.026926,0.058,-0.00017,0.00146,8.8
58.6201,0.027001,0.026931,0.069,0.00061,0.00262,15.7
58.6401,0.027031,0.026950,0.081,0.00136,0.00371,22.3
58.6601,0.027076,0.026993,0.082,0.00205,0.00437,26.2
58.6801,0.027133,0.027063,0.070,0.00269,0.00458,27.5
58.7001,0.027201,0.027140,0.062,0.00326,0.00494,29.6
58.7201,0.027279,0.027226,0.053,0.00377,0.00520,31.2
58.7401,0.027364,0.027320,0.044,0.00417,0.00534,32.0
58.7601,0.027456,0.027426,0.030,0.00450,0.00525,31.5
58.7801,0.027551,0.027530,0.022,0.00472,0.00528,31.7
58.8001,0.027649,0.027635,0.015,0.00485,0.00521,31.3
58.8201,0.027747,0.027740,0.007,0.00487,0.00502,30.1
58.8401,0.027842,0.027836,0.006,0.00479,0.00496,29.7
58.8601,0.027933,0.027936,-0.003,0.00459,0.00444,26.7
58.8802,0.028017,0.028031,-0.014,0.00430,0.00385,23.1
58.9001,0.028092,0.028119,-0.027,0.00386,0.00303,18.2
58.9201,0.028157,0.028189,-0.032,0.00336,0.00243,14.6
58.9401,0.028209,0.028248,-0.040,0.00274,0.00158,9.5
58.9601,0.028246,0.028290,-0.044,0.00202,0.00075,4.5
58.9801,0.028266,0.028313,-0.047,0.00121,-0.00013,-0.8
59.0001,0.028268,0.028325,-0.057,0.00032,-0.00134,-8.0
59.0201,0.028250,0.028321,-0.071,-0.00065,-0.00273,-16.4
59.0401,0.028211,0.028307,-0.096,-0.00169,-0.00453,-27.2
59.0601,0.028150,0.028261,-0.111,-0.00278,-0.00598,-35.9
59.0801,0.028065,0.028179,-0.114,-0.00393,-0.00712,-42.7
59.1001,0.027957,0.028061,-0.103,-0.00511,-0.00795,-47.7
59.1201,0.027825,0.027917,-0.092,-0.00632,-0.00883,-53.0
59.1401,0.027668,0.027757,-0.088,-0.00753,-0.00999,-59.9
59.1601,0.027487,0.027583,-0.096,-0.00876,-0.01149,-68.9
59.1801,0.027281,0.027382,-0.100,-0.00997,-0.01281,-76.9
59.2001,0.027052,0.027146,-0.094,-0.01115,-0.01373,-82.4
59.2201,0.026801,0.026886,-0.085,-0.01229,-0.01463,-87.8
59.2401,0.026527,0.026610,-0.082,-0.01340,-0.01568,-94.1
59.2601,0.026233,0.026315,-0.082,-0.01444,-0.01673,-100.4
59.2801,0.025921,0.025994,-0.073,-0.01538,-0.01738,-104.3
59.3001,0.025592,0.025655,-0.063,-0.01623,-0.01793,-107.6
59.3202,0.025245,0.025307,-0.062,-0.01711,-0.01884,-113.0
59.3401,0.024891,0.024943,-0.051,-0.01758,-0.01895,-113.7
59.3601,0.024524,0.024563,-0.039,-0.01822,-0.01924,-115.4
59.3801,0.024148,0.024183,-0.034,-0.01866,-0.01958,-117.5
59.4001,0.023769,0.023795,-0.026,-0.01892,-0.01960,-117.6
59.4201,0.023386,0.023406,-0.020,-0.01908,-0.01959,-117.5
59.4401,0.023005,0.023012,-0.006,-0.01906,-0.01915,-114.9
59.4601,0.022628,0.022618,0.009,-0.01892,-0.01857,-111.4
59.4801,0.022257,0.022239,0.018,-0.01861,-0.01807,-108.4
59.5001,0.021896,0.021869,0.027,-0.01816,-0.01733,-104.0
59.5201,0.021549,0.021513,0.036,-0.01751,-0.01643,-98.6
59.5401,0.021218,0.021170,0.048,-0.01675,-0.01533,-92.0
59.5601,0.020906,0.020846,0.060,-0.01583,-0.01407,-84.4
59.5801,0.020617,0.020546,0.071,-0.01471,-0.01266,-76.0
59.6001,0.020353,0.020273,0.081,-0.01351,-0.01119,-67.1
59.6201,0.020117,0.020026,0.091,-0.01217,-0.00958,-57.5
59.6401,0.019911,0.019808,0.103,-0.01066,-0.00770,-46.2
59.6601,0.019738,0.019627,0.110,-0.00906,-0.00593,-35.6
59.6801,0.019599,0.019487,0.113,-0.00734,-0.00417,-25.0
59.7001,0.019498,0.019378,0.120,-0.00552,-0.00211,-12.7
59.7201,0.019435,0.019301,0.134,-0.00362,0.00020,1.2
59.7401,0.019412,0.019266,0.146,-0.00164,0.00252,15.1
59.7601,0.019430,0.019273,0.158,0.00040,0.00489,29.3
59.7801,0.019491,0.019310,0.181,0.00248,0.00768,46.1
59.8001,0.019593,0.019411,0.183,0.00460,0.00973,58.4
59.8201,0.019738,0.019567,0.171,0.00672,0.01144,68.6
59.8401,0.019926,0.019762,0.164,0.00887,0.01342,80.5
59.8601,0.020157,0.019995,0.162,0.01098,0.01549,93.0
59.8801,0.020428,0.020273,0.156,0.01307,0.01738,104.3
59.9001,0.020740,0.020590,0.150,0.01507,0.01923,115.4
59.9201,0.021091,0.020944,0.146,0.01705,0.02113,126.8
59.9401,0.021479,0.021336,0.143,0.01894,0.02292,137.5
59.9601,0.021902,0.021769,0.133,0.02071,0.02438,146.3
59.9801,0.022358,0.022234,0.124,0.02238,0.02579,154.7
60.0001,0.022845,0.022730,0.115,0.02396,0.02711,162.7
60.0303,0.023629,0.023527,0.103,0.03616,0.03896,233.7
60.0479,0.024113,0.024031,0.082,0.02658,0.02877,172.6
60.0659,0.024623,0.024733,-0.110,0.02572,0.02149,128.9
60.0839,0.025145,0.025237,-0.092,0.02602,0.02355,141.3
60.1020,0.025682,0.025619,0.063,0.02666,0.02934,176.0
60.1201,0.026225,0.026050,0.174,0.02705,0.03260,195.6
60.1401,0.026833,0.026656,0.177,0.02975,0.03472,208.3
60.1601,0.027444,0.027318,0.125,0.03038,0.03358,201.5
60.1801,0.028049,0.028009,0.040,0.03029,0.03089,185.3
60.2001,0.028651,0.028673,-0.022,0.03013,0.02914,174.8
60.2201,0.029242,0.029278,-0.037,0.02966,0.02854,171.2
60.2401,0.029819,0.029858,-0.038,0.02905,0.02796,167.8
60.2601,0.030378,0.030425,-0.047,0.02815,0.02679,160.7
60.2801,0.030916,0.030979,-0.063,0.02714,0.02527,151.6
60.3001,0.031427,0.031509,-0.082,0.02588,0.02347,140.8
60.3201,0.031909,0.032008,-0.099,0.02445,0.02157,129.4
60.3401,0.032357,0.032468,-0.111,0.02281,0.01962,117.7
60.3603,0.032773,0.032889,-0.116,0.02122,0.01795,107.7
60.3801,0.033143,0.033274,-0.131,0.01904,0.01528,91.7
60.4001,0.033475,0.033624,-0.149,0.01707,0.01278,76.7
60.4201,0.033762,0.033915,-0.153,0.01490,0.01060,63.6
60.4401,0.034003,0.034161,-0.158,0.01261,0.00815,48.9
60.4601,0.034195,0.034358,-0.163,0.01022,0.00564,33.9
60.4801,0.034337,0.034511,-0.174,0.00774,0.00280,16.8
60.5001,0.034429,0.034612,-0.183,0.00520,0.00001,0.0
60.5201,0.034468,0.034651,-0.183,0.00262,-0.00249,-15.0
60.5401,0.034455,0.034644,-0.189,0.00001,-0.00531,-31.9
60.5601,0.034390,0.034604,-0.214,-0.00262,-0.00877,-52.6
60.5801,0.034272,0.034500,-0.228,-0.00523,-0.01169,-70.1
60.6001,0.034102,0.034319,-0.216,-0.00783,-0.01381,-82.8
60.6201,0.033882,0.034076,-0.194,-0.01037,-0.01567,-94.0
60.6401,0.033613,0.033793,-0.180,-0.01286,-0.01783,-107.0
60.6601,0.033296,0.033475,-0.179,-0.01525,-0.02026,-121.6
60.6801,0.032933,0.033108,-0.175,-0.01757,-0.02245,-134.7
60.7001,0.032526,0.032693,-0.167,-0.01978,-0.02439,-146.3
60.7201,0.032079,0.032235,-0.156,-0.02186,-0.02616,-157.0
60.7401,0.031593,0.031738,-0.145,-0.02379,-0.02777,-166.6
60.7601,0.031072,0.031205,-0.133,-0.02558,-0.02923,-175.4
60.7801,0.030520,0.030643,-0.122,-0.02720,-0.03055,-183.3
60.8001,0.029941,0.030052,-0.111,-0.02861,-0.03164,-189.8
60.8201,0.029336,0.029435,-0.099,-0.02991,-0.03262,-195.7
60.8401,0.028710,0.028797,-0.087,-0.03102,-0.03337,-200.2
60.8601,0.028069,0.028138,-0.069,-0.03185,-0.03367,-202.0
60.8801,0.027414,0.027470,-0.056,-0.03257,-0.03405,-204.3
60.9001,0.026752,0.026794,-0.042,-0.03299,-0.03408,-204.5
60.9201,0.026085,0.026111,-0.026,-0.03329,-0.03393,-203.6
60.9402,0.025414,0.025433,-0.018,-0.03348,-0.03394,-203.7
60.9602,0.024750,0.024750,0.000,-0.03327,-0.03315,-198.9
60.9801,0.024099,0.024074,0.025,-0.03269,-0.03183,-191.0
61.0001,0.023456,0.023417,0.039,-0.03228,-0.03112,-186.7
61.0201,0.022827,0.022781,0.046,-0.03159,-0.03026,-181.5
61.0401,0.022219,0.022162,0.057,-0.03065,-0.02899,-173.9
61.0601,0.021633,0.021562,0.071,-0.02957,-0.02750,-165.0
61.0801,0.021074,0.020991,0.083,-0.02829,-0.02590,-155.4
61.1001,0.020543,0.020449,0.095,-0.02687,-0.02415,-144.9
61.1201,0.020045,0.019939,0.106,-0.02532,-0.02229,-133.7
61.1401,0.019580,0.019465,0.115,-0.02364,-0.02036,-122.2
61.1601,0.019153,0.019028,0.125,-0.02183,-0.01828,-109.7
61.1801,0.018764,0.018629,0.135,-0.01991,-0.01607,-96.4
61.2001,0.018415,0.018277,0.138,-0.01793,-0.01404,-84.2
61.2201,0.018109,0.017967,0.142,-0.01586,-0.01187,-71.2
61.2401,0.017845,0.017696,0.149,-0.01373,-0.00953,-57.2
61.2601,0.017624,0.017475,0.149,-0.01158,-0.00742,-44.5
61.2801,0.017447,0.017296,0.151,-0.00940,-0.00516,-31.0
61.3001,0.017313,0.017156,0.157,-0.00722,-0.00278,-16.7
61.3201,0.017223,0.017066,0.157,-0.00503,-0.00062,-3.7
61.3401,0.017176,0.017025,0.151,-0.00288,0.00131,7.8
61.3601,0.017172,0.017022,0.150,-0.00077,0.00341,20.4
61.3802,0.017208,0.017039,0.169,0.00129,0.00614,36.8
61.4001,0.017283,0.017101,0.182,0.00326,0.00842,50.5
61.4201,0.017395,0.017222,0.174,0.00515,0.00997,59.8
61.4401,0.017544,0.017392,0.152,0.00697,0.01109,66.6
61.4602,0.017727,0.017597,0.130,0.00871,0.01222,73.3
61.4801,0.017938,0.017819,0.118,0.01019,0.01344,80.7
61.5001,0.018179,0.018064,0.116,0.01170,0.01492,89.5
61.5201,0.018447,0.018337,0.110,0.01304,0.01608,96.5
61.5401,0.018736,0.018646,0.090,0.01418,0.01658,99.5
61.5601,0.019046,0.018968,0.077,0.01522,0.01731,103.8
61.5801,0.019372,0.019302,0.070,0.01608,0.01798,107.9
61.6001,0.019711,0.019653,0.058,0.01681,0.01836,110.2
61.6202,0.020063,0.020013,0.051,0.01744,0.01881,112.9
61.6401,0.020419,0.020380,0.039,0.01773,0.01876,112.6
61.6602,0.020783,0.020761,0.022,0.01810,0.01862,111.7
61.6801,0.021145,0.021138,0.007,0.01809,0.01819,109.1
61.7001,0.021507,0.021507,0.000,0.01809,0.01805,108.3
61.7201,0.021864,0.021870,-0.006,0.01789,0.01769,106.1
61.7401,0.022214,0.022227,-0.013,0.01759,0.01718,103.1
61.7601,0.022554,0.022580,-0.026,0.01714,0.01634,98.1
61.7801,0.022883,0.022921,-0.038,0.01655,0.01542,92.5
61.8002,0.023198,0.023242,-0.044,0.01595,0.01468,88.1
61.8201,0.023494,0.023544,-0.050,0.01502,0.01357,81.4
61.8401,0.023773,0.023833,-0.059,0.01417,0.01245,74.7
61.8601,0.024033,0.024099,-0.066,0.01324,0.01136,68.2
61.8801,0.024272,0.024339,-0.067,0.01219,0.01029,61.8
61.9001,0.024489,0.024565,-0.076,0.01112,0.00895,53.7
61.9201,0.024683,0.024765,-0.082,0.00998,0.00766,46.0
61.9401,0.024853,0.024937,-0.083,0.00881,0.00646,38.8
61.9601,0.025000,0.025085,-0.085,0.00763,0.00526,31.5
61.9801,0.025123,0.025206,-0.083,0.00645,0.00414,24.9
62.0001,0.025223,0.025305,-0.083,0.00527,0.00296,17.8
62.0201,0.025299,0.025383,-0.083,0.00411,0.00178,10.7
62.0401,0.025353,0.025437,-0.084,0.00297,0.00060,3.6
62.0601,0.025385,0.025465,-0.080,0.00189,-0.00031,-1.8
62.0801,0.025397,0.025472,-0.074,0.00086,-0.00119,-7.2
62.1001,0.025390,0.025468,-0.078,-0.00012,-0.00232,-13.9
62.1201,0.025365,0.025456,-0.091,-0.00102,-0.00365,-21.9
62.1401,0.025324,0.025419,-0.096,-0.00185,-0.00456,-27.3
62.1601,0.025268,0.025356,-0.088,-0.00259,-0.00501,-30.0
62.1801,0.025200,0.025267,-0.067,-0.00324,-0.00500,-30.0
62.2001,0.025121,0.025177,-0.055,-0.00380,-0.00528,-31.7
62.2201,0.025034,0.025078,-0.044,-0.00426,-0.00543,-32.6
62.2401,0.024940,0.024977,-0.037,-0.00461,-0.00560,-33.6
62.2601,0.024841,0.024867,-0.026,-0.00487,-0.00554,-33.2
62.2801,0.024740,0.024754,-0.014,-0.00502,-0.00533,-32.0
62.3001,0.024638,0.024649,-0.011,-0.00507,-0.00535,-32.1
62.3201,0.024538,0.024546,-0.008,-0.00502,-0.00522,-31.3
62.3401,0.024441,0.024441,0.001,-0.00488,-0.00481,-28.9
62.3601,0.024350,0.024342,0.008,-0.00465,-0.00437,-26.2
62.3801,0.024265,0.024241,0.024,-0.00431,-0.00354,-21.3
62.4001,0.024189,0.024160,0.029,-0.00392,-0.00308,-18.5
62.4201,0.024122,0.024092,0.030,-0.00345,-0.00259,-15.6
62.4401,0.024066,0.024038,0.028,-0.00292,-0.00216,-13.0
62.4601,0.024022,0.023986,0.036,-0.00234,-0.00127,-7.6
62.4801,0.023991,0.023944,0.047,-0.00171,-0.00033,-2.0
62.5001,0.023974,0.023923,0.051,-0.00105,0.00040,2.4
62.5201,0.023970,0.023920,0.050,-0.00037,0.00102,6.1
62.5401,0.023980,0.023923,0.057,0.00032,0.00195,11.7
62.5601,0.024003,0.023932,0.071,0.00101,0.00310,18.6
62.5801,0.024040,0.023961,0.079,0.00169,0.00396,23.8
62.6001,0.024090,0.024017,0.073,0.00233,0.00433,26.0
62.6201,0.024152,0.024094,0.058,0.00295,0.00449,26.9
62.6401,0.024225,0.024170,0.055,0.00351,0.00504,30.2
62.6601,0.024308,0.024259,0.049,0.00401,0.00534,32.1
62.6801,0.024399,0.024354,0.045,0.00445,0.00570,34.2
62.7001,0.024497,0.024464,0.033,0.00480,0.00566,34.0
62.7202,0.024600,0.024579,0.021,0.00508,0.00560,33.6
62.7402,0.024705,0.024687,0.018,0.00524,0.00572,34.3
62.7602,0.024811,0.024800,0.012,0.00529,0.00557,33.4
62.7801,0.024915,0.024913,0.002,0.00521,0.00523,31.4
62.8002,0.025016,0.025020,-0.004,0.00507,0.00492,29.5
62.8201,0.025109,0.025122,-0.013,0.00474,0.00432,25.9
62.8401,0.025194,0.025216,-0.022,0.00433,0.00367,22.0
62.8600,0.025267,0.025297,-0.031,0.00378,0.00287,17.2
62.8801,0.025325,0.025365,-0.040,0.00311,0.00193,11.6
62.9001,0.025367,0.025420,-0.053,0.00229,0.00072,4.3
62.9202,0.025389,0.025452,-0.062,0.00135,-0.00044,-2.7
62.9401,0.025390,0.025458,-0.068,0.00028,-0.00166,-10.0
62.9601,0.025366,0.025453,-0.087,-0.00090,-0.00345,-20.7
62.9801,0.025315,0.025431,-0.116,-0.00221,-0.00562,-33.7
63.0001,0.025235,0.025369,-0.133,-0.00362,-0.00746,-44.8
63.0201,0.025125,0.025253,-0.128,-0.00513,-0.00868,-52.1
63.0401,0.024982,0.025106,-0.123,-0.00675,-0.01018,-61.1
63.0601,0.024805,0.024932,-0.127,-0.00843,-0.01200,-72.0
63.0801,0.024592,0.024723,-0.130,-0.01019,-0.01386,-83.2
63.1001,0.024343,0.024480,-0.137,-0.01202,-0.01591,-95.5
63.1201,0.024055,0.024195,-0.140,-0.01392,-0.01785,-107.1
63.1401,0.023731,0.023868,-0.137,-0.01575,-0.01956,-117.4
63.1601,0.023367,0.023504,-0.137,-0.01769,-0.02152,-129.1
63.1801,0.022965,0.023104,-0.139,-0.01962,-0.02352,-141.1
63.2001,0.022525,0.022665,-0.140,-0.02154,-0.02547,-152.8
63.2201,0.022047,0.022184,-0.137,-0.02340,-0.02722,-163.3
63.2401,0.021533,0.021664,-0.131,-0.02525,-0.02889,-173.3
63.2601,0.020984,0.021111,-0.128,-0.02702,-0.03057,-183.4
63.2801,0.020400,0.020527,-0.127,-0.02876,-0.03232,-193.9
63.3001,0.019784,0.019907,-0.123,-0.03040,-0.03382,-202.9
63.3201,0.019139,0.019252,-0.113,-0.03189,-0.03500,-210.0
63.3400,0.018467,0.018568,-0.101,-0.03325,-0.03602,-216.1
63.3601,0.017768,0.017862,-0.094,-0.03460,-0.03718,-223.1
63.3801,0.017048,0.017135,-0.087,-0.03572,-0.03812,-228.7
63.4001,0.016311,0.016387,-0.076,-0.03663,-0.03870,-232.2
63.4201,0.015557,0.015618,-0.061,-0.03746,-0.03906,-234.4
63.4401,0.014791,0.014843,-0.051,-0.03813,-0.03952,-237.1
63.4601,0.014018,0.014059,-0.041,-0.03855,-0.03964,-237.8
63.4801,0.013242,0.013268,-0.026,-0.03878,-0.03942,-236.5
63.5002,0.012460,0.012476,-0.016,-0.03902,-0.03939,-236.4
63.5201,0.011691,0.011684,0.007,-0.03856,-0.03823,-229.4
63.5401,0.010926,0.010903,0.024,-0.03831,-0.03754,-225.2
63.5601,0.010174,0.010141,0.032,-0.03778,-0.03682,-220.9
63.5801,0.009437,0.009395,0.043,-0.03700,-0.03575,-214.5
63.6001,0.008722,0.008663,0.060,-0.03600,-0.03423,-205.4
63.6201,0.008032,0.007958,0.074,-0.03482,-0.03267,-196.0
63.6401,0.007370,0.007282,0.088,-0.03345,-0.03090,-185.4
63.6601,0.006740,0.006638,0.102,-0.03189,-0.02894,-173.6
63.6801,0.006147,0.006029,0.119,-0.03007,-0.02664,-159.8
63.7001,0.005595,0.005461,0.134,-0.02812,-0.02429,-145.7
63.7201,0.005085,0.004940,0.145,-0.02601,-0.02189,-131.3
63.7401,0.004621,0.004467,0.154,-0.02378,-0.01942,-116.5
63.7601,0.004207,0.004040,0.166,-0.02131,-0.01657,-99.4
63.7801,0.003844,0.003662,0.182,-0.01879,-0.01361,-81.7
63.8001,0.003535,0.003351,0.183,-0.01612,-0.01098,-65.9
63.8201,0.003282,0.003089,0.192,-0.01335,-0.00792,-47.5
63.8401,0.003086,0.002886,0.200,-0.01050,-0.00486,-29.2
63.8601,0.002948,0.002744,0.204,-0.00761,-0.00189,-11.3
63.8801,0.002870,0.002668,0.203,-0.00463,0.00105,6.3
63.9001,0.002853,0.002644,0.209,-0.00164,0.00425,25.5
63.9201,0.002895,0.002660,0.235,0.00136,0.00809,48.5
63.9401,0.002997,0.002746,0.251,0.00435,0.01147,68.8
63.9601,0.003159,0.002912,0.247,0.00735,0.01423,85.4
