t_s,x_tgt_m,x_meas_m,err_mm,v_ff_m_s,v_cmd_m_s,rpm_cmd
63.9801,0.003378,0.003148,0.230,0.01024,0.01656,99.4
64.0001,0.003654,0.003437,0.217,0.01311,0.01911,114.7
64.0201,0.003986,0.003779,0.207,0.01589,0.02162,129.7
64.0401,0.004371,0.004170,0.201,0.01858,0.02418,145.1
64.0601,0.004807,0.004615,0.192,0.02116,0.02649,158.9
64.0801,0.005291,0.005109,0.182,0.02358,0.02862,171.7
64.1001,0.005820,0.005650,0.170,0.02589,0.03058,183.5
64.1201,0.006391,0.006231,0.160,0.02802,0.03244,194.6
64.1401,0.007001,0.006852,0.149,0.02998,0.03408,204.5
64.1601,0.007645,0.007511,0.134,0.03178,0.03545,212.7
64.1801,0.008320,0.008198,0.122,0.03336,0.03670,220.2
64.2001,0.009024,0.008914,0.110,0.03481,0.03780,226.8
64.2201,0.009745,0.009656,0.090,0.03582,0.03821,229.3
64.2400,0.010486,0.010415,0.072,0.03680,0.03870,232.2
64.2601,0.011244,0.011182,0.061,0.03766,0.03932,235.9
64.2801,0.012009,0.011959,0.051,0.03815,0.03950,237.0
64.3001,0.012778,0.012747,0.031,0.03839,0.03914,234.9
64.3201,0.013548,0.013537,0.011,0.03848,0.03866,231.9
64.3401,0.014314,0.014319,-0.005,0.03833,0.03811,228.6
64.3601,0.015072,0.015090,-0.018,0.03799,0.03740,224.4
64.3801,0.015816,0.015852,-0.036,0.03734,0.03623,217.4
64.4001,0.016544,0.016593,-0.049,0.03660,0.03514,210.8
64.4201,0.017253,0.017311,-0.058,0.03567,0.03400,204.0
64.4401,0.017934,0.018008,-0.073,0.03440,0.03225,193.5
64.4602,0.018592,0.018682,-0.090,0.03320,0.03058,183.5
64.4801,0.019211,0.019318,-0.106,0.03140,0.02832,169.9
64.5001,0.019801,0.019918,-0.117,0.02987,0.02654,159.3
64.5201,0.020352,0.020474,-0.122,0.02801,0.02457,147.4
64.5401,0.020864,0.020993,-0.129,0.02610,0.02244,134.6
64.5601,0.021336,0.021473,-0.137,0.02407,0.02018,121.1
64.5801,0.021762,0.021912,-0.149,0.02189,0.01763,105.8
64.6001,0.022145,0.022302,-0.158,0.01967,0.01520,91.2
64.6201,0.022481,0.022646,-0.165,0.01737,0.01271,76.2
64.6401,0.022770,0.022935,-0.165,0.01505,0.01043,62.6
64.6601,0.023012,0.023176,-0.164,0.01267,0.00807,48.4
64.6801,0.023206,0.023370,-0.165,0.01030,0.00569,34.1
64.7001,0.023353,0.023520,-0.167,0.00793,0.00323,19.4
64.7201,0.023452,0.023624,-0.171,0.00558,0.00077,4.6
64.7401,0.023506,0.023671,-0.165,0.00327,-0.00131,-7.8
64.7601,0.023515,0.023677,-0.162,0.00101,-0.00351,-21.1
64.7801,0.023481,0.023660,-0.180,-0.00119,-0.00632,-37.9
64.8001,0.023404,0.023594,-0.190,-0.00330,-0.00868,-52.1
64.8201,0.023288,0.023471,-0.184,-0.00531,-0.01041,-62.5
64.8401,0.023134,0.023293,-0.160,-0.00723,-0.01156,-69.4
64.8601,0.022944,0.023085,-0.141,-0.00905,-0.01288,-77.3
64.8801,0.022722,0.022851,-0.130,-0.01068,-0.01424,-85.5
64.9001,0.022469,0.022591,-0.122,-0.01224,-0.01560,-93.6
64.9201,0.022190,0.022304,-0.114,-0.01360,-0.01675,-100.5
64.9401,0.021886,0.021985,-0.099,-0.01488,-0.01755,-105.3
64.9601,0.021561,0.021647,-0.086,-0.01600,-0.01834,-110.0
64.9801,0.021217,0.021295,-0.077,-0.01693,-0.01905,-114.3
65.0001,0.020859,0.020924,-0.065,-0.01773,-0.01948,-116.9
65.0304,0.020295,0.020347,-0.052,-0.02609,-0.02746,-164.8
65.0481,0.019957,0.019982,-0.026,-0.01876,-0.01932,-115.9
65.0661,0.019609,0.019488,0.121,-0.01768,-0.01342,-80.5
65.0842,0.019258,0.019154,0.104,-0.01755,-0.01474,-88.4
65.1021,0.018909,0.018917,-0.008,-0.01746,-0.01835,-110.1
65.1201,0.018563,0.018647,-0.084,-0.01735,-0.02016,-121.0
65.1401,0.018185,0.018273,-0.088,-0.01860,-0.02109,-126.6
65.1601,0.017812,0.017861,-0.049,-0.01862,-0.01978,-118.7
65.1801,0.017449,0.017444,0.006,-0.01823,-0.01773,-106.4
65.2002,0.017097,0.017053,0.044,-0.01774,-0.01627,-97.6
65.2201,0.016762,0.016706,0.056,-0.01696,-0.01532,-91.9
65.2401,0.016440,0.016389,0.051,-0.01626,-0.01487,-89.2
65.2602,0.016134,0.016082,0.052,-0.01552,-0.01406,-84.4
65.2801,0.015847,0.015789,0.058,-0.01458,-0.01292,-77.5
65.3001,0.015578,0.015518,0.060,-0.01368,-0.01200,-72.0
65.3201,0.015327,0.015261,0.067,-0.01275,-0.01084,-65.1
65.3401,0.015096,0.015028,0.068,-0.01179,-0.00989,-59.3
65.3602,0.014883,0.014816,0.068,-0.01087,-0.00897,-53.8
65.3800,0.014692,0.014624,0.068,-0.00982,-0.00791,-47.5
65.4001,0.014518,0.014454,0.064,-0.00893,-0.00715,-42.9
65.4202,0.014362,0.014301,0.061,-0.00803,-0.00634,-38.1
65.4402,0.014224,0.014159,0.065,-0.00713,-0.00530,-31.8
65.4601,0.014103,0.014039,0.063,-0.00628,-0.00452,-27.1
65.4801,0.013996,0.013935,0.060,-0.00553,-0.00386,-23.2
65.5001,0.013902,0.013849,0.053,-0.00484,-0.00340,-20.4
65.5201,0.013821,0.013771,0.050,-0.00421,-0.00284,-17.0
65.5401,0.013750,0.013712,0.038,-0.00368,-0.00267,-16.0
65.5601,0.013688,0.013658,0.030,-0.00322,-0.00244,-14.6
65.5801,0.013633,0.013606,0.027,-0.00286,-0.00212,-12.7
65.6001,0.013583,0.013564,0.019,-0.00259,-0.00210,-12.6
65.6201,0.013535,0.013525,0.010,-0.00243,-0.00220,-13.2
65.6401,0.013488,0.013479,0.009,-0.00235,-0.00208,-12.5
65.6601,0.013441,0.013433,0.007,-0.00238,-0.00219,-13.1
65.6802,0.013390,0.013393,-0.003,-0.00251,-0.00265,-15.9
65.7001,0.013334,0.013348,-0.013,-0.00271,-0.00314,-18.9
65.7201,0.013272,0.013286,-0.014,-0.00303,-0.00342,-20.5
65.7401,0.013202,0.013222,-0.020,-0.00342,-0.00403,-24.2
65.7601,0.013122,0.013150,-0.029,-0.00390,-0.00476,-28.5
65.7801,0.013030,0.013067,-0.037,-0.00444,-0.00552,-33.1
65.8001,0.012926,0.012966,-0.040,-0.00505,-0.00620,-37.2
65.8201,0.012808,0.012852,-0.044,-0.00573,-0.00698,-41.9
65.8401,0.012676,0.012724,-0.049,-0.00643,-0.00782,-46.9
65.8601,0.012528,0.012582,-0.053,-0.00719,-0.00872,-52.3
65.8801,0.012365,0.012423,-0.058,-0.00797,-0.00961,-57.7
65.9001,0.012185,0.012241,-0.055,-0.00877,-0.01030,-61.8
65.9201,0.011991,0.012042,-0.052,-0.00955,-0.01097,-65.8
65.9401,0.011780,0.011832,-0.052,-0.01036,-0.01182,-70.9
65.9601,0.011553,0.011606,-0.053,-0.01111,-0.01260,-75.6
65.9801,0.011313,0.011369,-0.057,-0.01186,-0.01347,-80.8
66.0001,0.011058,0.011108,-0.050,-0.01255,-0.01392,-83.5
66.0201,0.010791,0.010836,-0.045,-0.01320,-0.01444,-86.6
66.0401,0.010514,0.010557,-0.044,-0.01372,-0.01493,-89.6
66.0601,0.010226,0.010264,-0.039,-0.01427,-0.01532,-91.9
66.0801,0.009931,0.009961,-0.030,-0.01465,-0.01544,-92.7
66.1001,0.009630,0.009650,-0.021,-0.01498,-0.01549,-93.0
66.1201,0.009325,0.009344,-0.019,-0.01518,-0.01571,-94.3
66.1401,0.009019,0.009030,-0.012,-0.01528,-0.01557,-93.4
66.1601,0.008713,0.008714,-0.001,-0.01527,-0.01523,-91.4
66.1801,0.008412,0.008412,0.000,-0.01511,-0.01509,-90.6
66.2001,0.008116,0.008104,0.012,-0.01484,-0.01442,-86.5
66.2201,0.007830,0.007800,0.030,-0.01443,-0.01350,-81.0
66.2401,0.007555,0.007519,0.036,-0.01390,-0.01285,-77.1
66.2601,0.007293,0.007251,0.042,-0.01322,-0.01201,-72.1
66.2801,0.007049,0.006998,0.051,-0.01242,-0.01095,-65.7
66.3001,0.006825,0.006762,0.063,-0.01146,-0.00963,-57.8
66.3201,0.006622,0.006552,0.070,-0.01038,-0.00838,-50.3
66.3401,0.006445,0.006367,0.077,-0.00919,-0.00699,-41.9
66.3602,0.006293,0.006203,0.090,-0.00790,-0.00530,-31.8
66.3801,0.006172,0.006072,0.101,-0.00640,-0.00352,-21.1
66.4001,0.006082,0.005976,0.106,-0.00489,-0.00188,-11.3
66.4201,0.006025,0.005912,0.113,-0.00326,-0.00005,-0.3
66.4401,0.006003,0.005887,0.117,-0.00153,0.00176,10.5
66.4601,0.006018,0.005891,0.126,0.00027,0.00387,23.2
66.4801,0.006070,0.005916,0.153,0.00213,0.00659,39.5
66.5001,0.006160,0.005988,0.173,0.00405,0.00899,54.0
66.5201,0.006290,0.006125,0.165,0.00600,0.01057,63.4
66.5401,0.006459,0.006301,0.158,0.00798,0.01236,74.1
66.5601,0.006668,0.006517,0.152,0.00996,0.01417,85.0
66.5801,0.006917,0.006772,0.145,0.01193,0.01596,95.7
66.6001,0.007204,0.007060,0.144,0.01389,0.01792,107.5
66.6201,0.007530,0.007387,0.144,0.01581,0.01984,119.0
66.6401,0.007893,0.007757,0.135,0.01766,0.02141,128.4
66.6601,0.008292,0.008157,0.134,0.01948,0.02324,139.4
66.6801,0.008724,0.008594,0.130,0.02117,0.02479,148.7
66.7001,0.009189,0.009065,0.124,0.02284,0.02628,157.7
66.7201,0.009683,0.009571,0.112,0.02434,0.02740,164.4
66.7401,0.010203,0.010101,0.102,0.02567,0.02846,170.8
66.7601,0.010749,0.010656,0.092,0.02696,0.02949,176.9
66.7801,0.011316,0.011232,0.084,0.02808,0.03039,182.3
66.8001,0.011900,0.011827,0.073,0.02898,0.03096,185.8
66.8201,0.012499,0.012437,0.062,0.02975,0.03141,188.4
66.8401,0.013109,0.013059,0.050,0.03036,0.03170,190.2
66.8601,0.013727,0.013691,0.036,0.03078,0.03169,190.2
66.8801,0.014349,0.014323,0.026,0.03104,0.03171,190.3
66.9001,0.014969,0.014957,0.012,0.03102,0.03126,187.6
66.9201,0.015585,0.015591,-0.005,0.03086,0.03061,183.7
66.9401,0.016194,0.016214,-0.020,0.03049,0.02984,179.0
66.9601,0.016790,0.016824,-0.035,0.02995,0.02888,173.3
66.9801,0.017369,0.017416,-0.047,0.02915,0.02775,166.5
67.0001,0.017928,0.017987,-0.058,0.02822,0.02652,159.1
67.0201,0.018464,0.018534,-0.070,0.02706,0.02503,150.2
67.0401,0.018972,0.019057,-0.086,0.02572,0.02322,139.3
67.0601,0.019448,0.019549,-0.102,0.02419,0.02125,127.5
67.0801,0.019890,0.020002,-0.111,0.02255,0.01938,116.3
67.1001,0.020295,0.020415,-0.119,0.02070,0.01731,103.9
67.1202,0.020662,0.020794,-0.132,0.01880,0.01503,90.2
67.1401,0.020981,0.021130,-0.149,0.01652,0.01224,73.4
67.1601,0.021257,0.021413,-0.156,0.01435,0.00993,59.6
67.1801,0.021485,0.021648,-0.163,0.01202,0.00741,44.5
67.2001,0.021665,0.021831,-0.166,0.00958,0.00492,29.5
67.2201,0.021794,0.021965,-0.171,0.00708,0.00225,13.5
67.2401,0.021871,0.022048,-0.177,0.00451,-0.00047,-2.8
67.2601,0.021896,0.022079,-0.183,0.00190,-0.00325,-19.5
67.2801,0.021869,0.022068,-0.200,-0.00072,-0.00642,-38.5
67.3001,0.021788,0.022010,-0.221,-0.00336,-0.00969,-58.1
67.3201,0.021655,0.021875,-0.219,-0.00598,-0.01211,-72.6
67.3401,0.021472,0.021677,-0.206,-0.00855,-0.01423,-85.4
67.3601,0.021236,0.021432,-0.196,-0.01112,-0.01654,-99.3
67.3801,0.020953,0.021138,-0.186,-0.01357,-0.01871,-112.3
67.4001,0.020621,0.020801,-0.180,-0.01596,-0.02097,-125.8
67.4201,0.020245,0.020420,-0.175,-0.01826,-0.02312,-138.7
67.4401,0.019825,0.019990,-0.165,-0.02044,-0.02500,-150.0
67.4601,0.019366,0.019516,-0.150,-0.02246,-0.02657,-159.4
67.4801,0.018868,0.019010,-0.141,-0.02438,-0.02829,-169.7
67.5001,0.018338,0.018471,-0.133,-0.02610,-0.02979,-178.7
67.5201,0.017776,0.017895,-0.119,-0.02770,-0.03095,-185.7
67.5402,0.017185,0.017292,-0.106,-0.02916,-0.03206,-192.4
67.5601,0.016576,0.016667,-0.091,-0.03022,-0.03267,-196.0
67.5801,0.015943,0.016021,-0.078,-0.03135,-0.03346,-200.8
67.6001,0.015299,0.015364,-0.065,-0.03206,-0.03381,-202.9
67.6201,0.014643,0.014692,-0.049,-0.03264,-0.03391,-203.5
67.6401,0.013979,0.014013,-0.035,-0.03310,-0.03398,-203.9
67.6601,0.013312,0.013336,-0.023,-0.03327,-0.03385,-203.1
67.6801,0.012648,0.012656,-0.008,-0.03325,-0.03339,-200.3
67.7001,0.011988,0.011980,0.008,-0.03302,-0.03270,-196.2
67.7201,0.011339,0.011317,0.022,-0.03259,-0.03188,-191.3
67.7401,0.010705,0.010667,0.038,-0.03188,-0.03072,-184.3
67.7601,0.010089,0.010035,0.054,-0.03102,-0.02943,-176.6
67.7801,0.009493,0.009427,0.066,-0.03004,-0.02813,-168.8
67.8001,0.008923,0.008844,0.079,-0.02880,-0.02650,-159.0
67.8201,0.008382,0.008289,0.093,-0.02740,-0.02473,-148.4
67.8401,0.007872,0.007764,0.108,-0.02588,-0.02276,-136.6
67.8601,0.007397,0.007283,0.114,-0.02418,-0.02096,-125.8
67.8801,0.006959,0.006835,0.124,-0.02235,-0.01880,-112.8
67.9001,0.006561,0.006428,0.133,-0.02040,-0.01663,-99.8
67.9201,0.006203,0.006059,0.145,-0.01838,-0.01426,-85.6
67.9401,0.005889,0.005734,0.155,-0.01624,-0.01185,-71.1
67.9601,0.005620,0.005465,0.155,-0.01402,-0.00968,-58.1
67.9801,0.005396,0.005238,0.158,-0.01177,-0.00735,-44.1
68.0001,0.005217,0.005058,0.159,-0.00948,-0.00501,-30.1
68.0201,0.005085,0.004923,0.162,-0.00717,-0.00262,-15.7
68.0401,0.005000,0.004837,0.163,-0.00485,-0.00029,-1.7
68.0601,0.004961,0.004793,0.168,-0.00255,0.00218,13.1
68.0801,0.004966,0.004795,0.171,-0.00028,0.00454,27.2
68.1001,0.005017,0.004825,0.191,0.00196,0.00743,44.6
68.1201,0.005110,0.004919,0.191,0.00412,0.00947,56.8
68.1401,0.005244,0.005070,0.174,0.00620,0.01098,65.9
68.1602,0.005420,0.005261,0.159,0.00826,0.01263,75.8
68.1801,0.005630,0.005482,0.147,0.01005,0.01411,84.7
68.2001,0.005876,0.005744,0.132,0.01186,0.01548,92.9
68.2201,0.006155,0.006028,0.126,0.01352,0.01703,102.2
68.2401,0.006464,0.006342,0.122,0.01506,0.01844,110.7
68.2601,0.006799,0.006691,0.107,0.01640,0.01932,115.9
68.2800,0.007156,0.007065,0.091,0.01759,0.02005,120.3
68.3001,0.007536,0.007454,0.082,0.01872,0.02097,125.8
68.3201,0.007932,0.007859,0.073,0.01956,0.02154,129.2
68.3401,0.008340,0.008281,0.059,0.02024,0.02180,130.8
68.3601,0.008759,0.008715,0.044,0.02082,0.02197,131.8
68.3801,0.009186,0.009153,0.033,0.02122,0.02208,132.5
68.4001,0.009615,0.009594,0.021,0.02143,0.02196,131.8
68.4201,0.010045,0.010032,0.013,0.02146,0.02176,130.5
68.4401,0.010471,0.010472,-0.000,0.02134,0.02125,127.5
68.4601,0.010893,0.010907,-0.014,0.02114,0.02066,124.0
68.4801,0.011302,0.011331,-0.029,0.02059,0.01968,118.1
68.5001,0.011700,0.011742,-0.042,0.02006,0.01881,112.8
68.5201,0.012084,0.012131,-0.047,0.01935,0.01800,108.0
68.5401,0.012450,0.012502,-0.052,0.01852,0.01704,102.3
68.5601,0.012797,0.012859,-0.062,0.01758,0.01578,94.7
68.5801,0.013122,0.013193,-0.072,0.01650,0.01444,86.7
68.6001,0.013423,0.013502,-0.079,0.01535,0.01309,78.5
68.6201,0.013699,0.013788,-0.089,0.01412,0.01158,69.5
68.6401,0.013949,0.014041,-0.093,0.01281,0.01019,61.2
68.6601,0.014171,0.014263,-0.092,0.01146,0.00891,53.4
68.6801,0.014366,0.014460,-0.094,0.01008,0.00743,44.6
68.7001,0.014532,0.014631,-0.099,0.00865,0.00585,35.1
68.7201,0.014669,0.014772,-0.103,0.00720,0.00428,25.7
68.7401,0.014777,0.014879,-0.102,0.00578,0.00293,17.6
68.7601,0.014857,0.014959,-0.102,0.00436,0.00150,9.0
68.7801,0.014909,0.015010,-0.101,0.00296,0.00015,0.9
68.8001,0.014935,0.015035,-0.101,0.00161,-0.00121,-7.2
68.8201,0.014935,0.015035,-0.100,0.00031,-0.00250,-15.0
68.8401,0.014910,0.015024,-0.115,-0.00093,-0.00423,-25.4
68.8601,0.014862,0.014982,-0.120,-0.00210,-0.00550,-33.0
68.8801,0.014793,0.014903,-0.110,-0.00318,-0.00619,-37.1
68.9001,0.014705,0.014796,-0.091,-0.00417,-0.00662,-39.7
68.9201,0.014599,0.014679,-0.080,-0.00507,-0.00725,-43.5
68.9401,0.014478,0.014548,-0.070,-0.00586,-0.00776,-46.6
68.9602,0.014343,0.014406,-0.063,-0.00657,-0.00829,-49.7
68.9801,0.014199,0.014244,-0.046,-0.00708,-0.00826,-49.6
69.0001,0.014045,0.014079,-0.033,-0.00754,-0.00840,-50.4
69.0201,0.013886,0.013913,-0.026,-0.00787,-0.00857,-51.4
69.0401,0.013723,0.013743,-0.019,-0.00810,-0.00860,-51.6
69.0601,0.013559,0.013576,-0.017,-0.00818,-0.00865,-51.9
69.0802,0.013395,0.013407,-0.011,-0.00820,-0.00849,-50.9
69.1001,0.013236,0.013231,0.005,-0.00800,-0.00777,-46.6
69.1201,0.013082,0.013065,0.016,-0.00777,-0.00725,-43.5
69.1401,0.012934,0.012910,0.024,-0.00744,-0.00673,-40.4
69.1601,0.012797,0.012766,0.030,-0.00700,-0.00611,-36.7
69.1801,0.012670,0.012640,0.030,-0.00647,-0.00563,-33.8
69.2001,0.012556,0.012523,0.033,-0.00585,-0.00491,-29.5
69.2201,0.012456,0.012411,0.045,-0.00518,-0.00387,-23.2
69.2401,0.012371,0.012318,0.052,-0.00444,-0.00293,-17.6
69.2601,0.012302,0.012242,0.060,-0.00365,-0.00193,-11.6
69.2801,0.012249,0.012188,0.061,-0.00282,-0.00109,-6.5
69.3001,0.012215,0.012150,0.065,-0.00196,-0.00012,-0.7
69.3201,0.012197,0.012130,0.067,-0.00108,0.00082,4.9
69.3402,0.012198,0.012129,0.068,-0.00020,0.00172,10.3
69.3602,0.012216,0.012135,0.080,0.00067,0.00300,18.0
69.3801,0.012250,0.012157,0.093,0.00152,0.00421,25.2
69.4001,0.012301,0.012211,0.090,0.00234,0.00484,29.0
69.4201,0.012367,0.012288,0.079,0.00312,0.00527,31.6
69.4401,0.012448,0.012381,0.067,0.00385,0.00566,34.0
69.4601,0.012542,0.012486,0.056,0.00452,0.00601,36.1
69.4801,0.012647,0.012603,0.044,0.00510,0.00627,37.6
69.5001,0.012762,0.012720,0.041,0.00561,0.00675,40.5
69.5201,0.012885,0.012843,0.041,0.00604,0.00719,43.2
69.5401,0.013014,0.012978,0.035,0.00637,0.00733,44.0
69.5601,0.013146,0.013124,0.023,0.00658,0.00714,42.8
69.5801,0.013281,0.013268,0.013,0.00669,0.00699,42.0
69.6001,0.013415,0.013409,0.006,0.00670,0.00683,41.0
69.6201,0.013546,0.013551,-0.005,0.00658,0.00638,38.3
69.6401,0.013672,0.013685,-0.013,0.00636,0.00595,35.7
69.6601,0.013791,0.013806,-0.015,0.00602,0.00558,33.5
69.6802,0.013900,0.013923,-0.023,0.00558,0.00489,29.3
69.7001,0.013996,0.014029,-0.033,0.00496,0.00398,23.9
69.7201,0.014079,0.014122,-0.043,0.00430,0.00302,18.1
69.7401,0.014145,0.014194,-0.049,0.00351,0.00211,12.7
69.7601,0.014193,0.014251,-0.058,0.00262,0.00095,5.7
69.7801,0.014221,0.014285,-0.064,0.00164,-0.00018,-1.1
69.8001,0.014227,0.014297,-0.070,0.00058,-0.00140,-8.4
69.8201,0.014211,0.014293,-0.083,-0.00056,-0.00295,-17.7
69.8401,0.014169,0.014278,-0.109,-0.00176,-0.00496,-29.7
69.8601,0.014103,0.014228,-0.125,-0.00302,-0.00662,-39.7
69.8801,0.014010,0.014130,-0.121,-0.00432,-0.00768,-46.1
69.9001,0.013890,0.014004,-0.114,-0.00565,-0.00879,-52.7
69.9201,0.013743,0.013848,-0.105,-0.00700,-0.00989,-59.3
69.9401,0.013569,0.013671,-0.101,-0.00835,-0.01116,-67.0
69.9601,0.013369,0.013477,-0.108,-0.00970,-0.01277,-76.6
69.9801,0.013142,0.013246,-0.104,-0.01101,-0.01389,-83.3
70.0001,0.012889,0.012988,-0.098,-0.01231,-0.01503,-90.2
70.0305,0.012459,0.012555,-0.096,-0.01967,-0.02235,-134.1
70.0481,0.012186,0.012276,-0.090,-0.01484,-0.01731,-103.9
70.0662,0.011889,0.011874,0.016,-0.01485,-0.01377,-82.6
70.0842,0.011578,0.011568,0.010,-0.01542,-0.01518,-91.1
70.1024,0.011250,0.011326,-0.076,-0.01622,-0.01885,-113.1
70.1202,0.010916,0.011044,-0.128,-0.01658,-0.02049,-122.9
70.1401,0.010534,0.010659,-0.124,-0.01860,-0.02206,-132.4
70.1601,0.010139,0.010241,-0.102,-0.01953,-0.02224,-133.5
70.1801,0.009738,0.009797,-0.059,-0.01996,-0.02136,-128.2
70.2001,0.009331,0.009358,-0.026,-0.02024,-0.02077,-124.6
70.2201,0.008926,0.008932,-0.006,-0.02026,-0.02030,-121.8
70.2401,0.008524,0.008517,0.007,-0.02015,-0.01990,-119.4
70.2601,0.008127,0.008111,0.015,-0.01990,-0.01942,-116.5
70.2801,0.007741,0.007713,0.028,-0.01942,-0.01857,-111.4
70.3001,0.007368,0.007332,0.036,-0.01879,-0.01773,-106.4
70.3201,0.007013,0.006964,0.049,-0.01796,-0.01651,-99.1
70.3401,0.006679,0.006616,0.063,-0.01698,-0.01514,-90.8
70.3601,0.006368,0.006295,0.072,-0.01584,-0.01376,-82.6
70.3801,0.006085,0.005997,0.088,-0.01449,-0.01194,-71.6
70.4001,0.005832,0.005725,0.106,-0.01302,-0.00993,-59.6
70.4201,0.005612,0.005500,0.112,-0.01138,-0.00821,-49.3
70.4401,0.005430,0.005308,0.121,-0.00958,-0.00613,-36.8
70.4601,0.005286,0.005155,0.131,-0.00764,-0.00392,-23.5
70.4801,0.005185,0.005045,0.140,-0.00559,-0.00161,-9.7
70.5001,0.005127,0.004979,0.148,-0.00342,0.00078,4.7
70.5201,0.005116,0.004955,0.161,-0.00114,0.00343,20.6
70.5401,0.005152,0.004968,0.184,0.00122,0.00651,39.1
70.5601,0.005237,0.005034,0.204,0.00366,0.00949,56.9
70.5801,0.005373,0.005165,0.208,0.00614,0.01198,71.9
70.6001,0.005559,0.005359,0.200,0.00869,0.01426,85.5
70.6201,0.005797,0.005608,0.189,0.01124,0.01647,98.8
70.6401,0.006086,0.005900,0.186,0.01381,0.01901,114.1
70.6601,0.006426,0.006239,0.186,0.01636,0.02157,129.4
70.6801,0.006816,0.006631,0.186,0.01890,0.02410,144.6
70.7001,0.007256,0.007071,0.185,0.02138,0.02656,159.4
70.7201,0.007744,0.007566,0.179,0.02379,0.02876,172.5
70.7401,0.008279,0.008106,0.173,0.02614,0.03094,185.6
70.7601,0.008858,0.008696,0.162,0.02838,0.03284,197.1
70.7801,0.009479,0.009324,0.155,0.03052,0.03482,208.9
70.8001,0.010139,0.009991,0.148,0.03250,0.03659,219.5
70.8201,0.010834,0.010698,0.136,0.03432,0.03806,228.4
70.8401,0.011566,0.011438,0.127,0.03612,0.03964,237.8
70.8601,0.012324,0.012207,0.117,0.03754,0.04075,244.5
70.8801,0.013109,0.013008,0.101,0.03891,0.04164,249.8
70.9001,0.013916,0.013831,0.085,0.04009,0.04239,254.3
70.9201,0.014741,0.014669,0.072,0.04101,0.04294,257.6
70.9401,0.015582,0.015520,0.061,0.04182,0.04347,260.8
70.9601,0.016428,0.016383,0.045,0.04223,0.04341,260.5
70.9801,0.017281,0.017254,0.028,0.04258,0.04324,259.4
71.0001,0.018136,0.018120,0.016,0.04271,0.04310,258.6
71.0202,0.018990,0.018984,0.007,0.04270,0.04283,257.0
71.0402,0.019831,0.019847,-0.016,0.04216,0.04158,249.5
71.0601,0.020652,0.020699,-0.047,0.04130,0.03980,238.8
71.0801,0.021463,0.021521,-0.058,0.04069,0.03900,234.0
71.1001,0.022253,0.022312,-0.059,0.03971,0.03804,228.2
71.1201,0.023015,0.023087,-0.072,0.03846,0.03638,218.3
71.1401,0.023749,0.023841,-0.092,0.03703,0.03432,205.9
71.1601,0.024448,0.024558,-0.110,0.03538,0.03220,193.2
71.1801,0.025111,0.025234,-0.123,0.03358,0.03006,180.4
71.2001,0.025733,0.025867,-0.134,0.03162,0.02780,166.8
71.2201,0.026310,0.026454,-0.144,0.02938,0.02528,151.7
71.2400,0.026840,0.027000,-0.160,0.02709,0.02253,135.2
71.2601,0.027323,0.027493,-0.169,0.02475,0.01995,119.7
71.2801,0.027754,0.027929,-0.175,0.02219,0.01727,103.6
71.3001,0.028131,0.028314,-0.183,0.01952,0.01436,86.1
71.3201,0.028455,0.028649,-0.194,0.01685,0.01134,68.0
71.3401,0.028723,0.028917,-0.195,0.01407,0.00862,51.7
71.3601,0.028933,0.029132,-0.198,0.01125,0.00568,34.1
71.3801,0.029088,0.029287,-0.199,0.00842,0.00284,17.0
71.4001,0.029185,0.029386,-0.201,0.00557,-0.00008,-0.5
71.4201,0.029225,0.029431,-0.206,0.00273,-0.00305,-18.3
71.4401,0.029210,0.029423,-0.214,-0.00008,-0.00611,-36.7
71.4603,0.029138,0.029375,-0.237,-0.00288,-0.00965,-57.9
71.4801,0.029015,0.029244,-0.229,-0.00551,-0.01187,-71.2
71.5001,0.028839,0.029049,-0.210,-0.00815,-0.01393,-83.6
71.5201,0.028612,0.028805,-0.193,-0.01069,-0.01599,-96.0
71.5401,0.028338,0.028522,-0.184,-0.01309,-0.01818,-109.1
71.5601,0.028019,0.028193,-0.174,-0.01540,-0.02023,-121.4
71.5801,0.027657,0.027820,-0.162,-0.01755,-0.02202,-132.1
71.6001,0.027256,0.027410,-0.154,-0.01955,-0.02381,-142.9
71.6201,0.026819,0.026962,-0.143,-0.02140,-0.02533,-152.0
71.6401,0.026349,0.026478,-0.128,-0.02307,-0.02658,-159.5
71.6601,0.025849,0.025965,-0.116,-0.02463,-0.02780,-166.8
71.6801,0.025324,0.025427,-0.103,-0.02592,-0.02873,-172.4
71.7001,0.024778,0.024865,-0.087,-0.02704,-0.02939,-176.4
71.7201,0.024212,0.024288,-0.076,-0.02802,-0.03006,-180.4
71.7401,0.023633,0.023696,-0.062,-0.02876,-0.03042,-182.5
71.7600,0.023046,0.023092,-0.046,-0.02925,-0.03043,-182.6
71.7802,0.022447,0.022483,-0.036,-0.02982,-0.03078,-184.7
71.8001,0.021850,0.021870,-0.020,-0.02982,-0.03027,-181.6
71.8203,0.021248,0.021253,-0.006,-0.03006,-0.03013,-180.8
71.8401,0.020660,0.020648,0.012,-0.02951,-0.02905,-174.3
71.8601,0.020075,0.020049,0.026,-0.02933,-0.02853,-171.2
71.8801,0.019501,0.019471,0.030,-0.02880,-0.02794,-167.6
71.9001,0.018942,0.018905,0.036,-0.02815,-0.02709,-162.6
