scan,mode,moving_samples,source_age_at_proposal_p95_s,source_age_at_proposal_max_s,deadline_15ms_count_lower,deadline_15ms_count_upper,deadline_15ms_fraction_lower,deadline_15ms_fraction_upper,cost_p95_deadline_scenario_count,compute_over_5ms_count_lower,compute_over_5ms_count_upper,compute_over_5ms_fraction_lower,compute_over_5ms_fraction_upper,cost_mean_s,cost_p95_s,cost_max_s
007/RH_Per_C_DtP,confidence_cop_v1,3595,0.0052937406966520936,0.008792669999820646,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0018412758057780132,0.0018656916021427606,0.002611894000438042
007/RH_Per_C_PtD,confidence_angular_v1,3539,0.005260887699114391,0.0075844950042665005,0,0,0.0,0.0,0,0,0,0.0,0.0,0.001839436955337025,0.0018626351993589196,0.0019215109932702035
007/RH_Per_C_PtD,confidence_cop_v1,3539,0.005260887699114391,0.0075844950042665005,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0018425397524448911,0.0018637085995578673,0.0024917379996622913
007/RH_Per_L_DtP,confidence_angular_v1,3581,0.005187775997910649,0.009613858004740905,0,0,0.0,0.0,0,0,0,0.0,0.0,0.001838464393467683,0.0018619089969433844,0.0020221790036885068
007/RH_Per_L_DtP,confidence_cop_v1,3581,0.005187775997910649,0.009613858004740905,0,0,0.0,0.0,0,0,0,0.0,0.0,0.001841106096440222,0.0018623889991431497,0.0025548580015311018
007/RH_Per_L_PtD,confidence_angular_v1,3549,0.005246610799804329,0.011355344999174122,0,0,0.0,0.0,0,0,0,0.0,0.0,0.001847567857643653,0.001870833200518973,0.0019980120050604455
007/RH_Per_L_PtD,confidence_cop_v1,3549,0.005246610799804329,0.011355344999174122,0,327,0.0,0.09213863060016907,0,0,179,0.0,0.050436742744435055,0.0018517661304541949,0.001871370202570688,0.010197725998295937
007/RH_Per_S_DtP,confidence_angular_v1,3809,0.0052643429997260675,0.007535263997851871,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0018426521136261005,0.0018660183966858312,0.0019206400029361248
007/RH_Per_S_DtP,confidence_cop_v1,3809,0.0052643429997260675,0.007535263997851871,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0018447740997420867,0.0018686444032937287,0.0025378709979122505
007/RH_Per_S_PtD,confidence_angular_v1,3782,0.0052189626509061785,0.01071424900146667,0,0,0.0,0.0,0,0,0,0.0,0.0,0.001848011676314261,0.0018799517976731295,0.002550347002397757
007/RH_Per_S_PtD,confidence_cop_v1,3782,0.0052189626509061785,0.01071424900146667,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0018494455142924354,0.0018792365459376014,0.0025846569988061674
jiaqi/LH_Per_C_DtP,confidence_angular_v1,4154,0.005042522803341853,0.007617908995598555,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0018010409139978258,0.0018220495530840708,0.002564082999015227
jiaqi/LH_Per_C_DtP,confidence_cop_v1,4154,0.005042522803341853,0.007617908995598555,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0018011437932377548,0.0018216656499134842,0.0023988199973246083
jiaqi/LH_Per_C_PtD,confidence_angular_v1,4712,0.005166068801918299,0.009542501000396442,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0017975956439556836,0.0018192530020314734,0.002510504004021641
jiaqi/LH_Per_C_PtD,confidence_cop_v1,4712,0.005166068801918299,0.009542501000396442,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0017978854847213197,0.0018193813528341706,0.0025342320004710928
jiaqi/LH_Per_L_DtP,confidence_angular_v1,4159,0.005139167005836498,0.009540772000036668,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0017948354938914426,0.0018171938994782978,0.002678662000107579
jiaqi/LH_Per_L_DtP,confidence_cop_v1,4159,0.005139167005836498,0.009540772000036668,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0017961656215417915,0.0018175929981225636,0.0025666950023151003
jiaqi/LH_Per_L_PtD,confidence_angular_v1,4147,0.00511859450052725,0.011614050999924075,0,0,0.0,0.0,0,0,0,0.0,0.0,0.001802518062231925,0.001824553497863235,0.0028131220024079084
