t_mono_s,stage,t_ref_s,fz_n,contact,vz_cmd_mm_s,vz_pose_diff_mm_s,surface_gap_mm,slack,x_m,y_m,z_m,roll_rad,pitch_rad,yaw_rad,rail_m,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad,q7_rad
937584.369733451,tracking,8.54,3.778292781301768,1,0.5,-1.3970233721212548,nan,5.163336567159632e-09,0.341563449886631,0.14163338560713307,0.16330501961957844,3.134584904130287,0.01748414246222385,-3.091729530444194,0.32714500427246096,-1.3987591830110313,-1.527302778294213,1.0025520523664004,1.947857193414621,1.5888779921740441,1.2336510517513344,1.2474740562313362
937584.420298379,tracking,8.59,4.099761438933317,1,1.5,-1.056951800696372,nan,1.1929619503913498e-08,0.34216037470820737,0.14078122448911484,0.16335745139511468,3.130408227329834,0.015936873020029996,-3.0919492229285312,0.32636680603027346,-1.4019356684012234,-1.523236131309662,1.004681316236946,1.947857193414621,1.5917576682607468,1.2334764815418797,1.2449608311106284
937584.471010235,tracking,8.64,3.644305887014235,1,5.5,-0.5295156451273931,nan,1.2630705784739773e-08,0.34279980326366866,0.14011827908035007,0.16338244150479211,3.1263141908401013,0.014225745633434483,-3.092231327813486,0.3257970428466797,-1.4054264068000448,-1.5191694843251111,1.006862977801939,1.9475779609743262,1.594620033800364,1.2334764815418797,1.2424999371053407
937584.521771425,tracking,8.69,3.706278272590974,1,4.0,3.663300209735184,nan,3.766658753731781e-08,0.3434315315365321,0.13930517014556185,0.16318875098941527,3.122937792614792,0.012154892527898475,-3.091992163140846,0.3249745178222656,-1.4090043637245662,-1.5156089711057297,1.0094984420166813,1.946879813294562,1.5976569695494358,1.2335812769307744,1.2398819165957382
937584.572132756,tracking,8.75,3.879830654719609,1,1.0,2.4876444105842968,nan,8.681871814866805e-09,0.343969375890611,0.13867403272220388,0.16305343020143828,3.119174060220917,0.009598369414147268,-3.091835698534282,0.3244024658203125,-1.412809088815908,-1.511542457279233,1.0116975472868142,1.9462690172985522,1.6004145397001583,1.2345412133456934,1.237054438466401
937584.622833858,tracking,8.8,4.053967664378719,1,0.1,1.2434557148426413,nan,8.831966174480949e-09,0.34434106028254896,0.13824227983667595,0.16298104228589785,3.1156372817186275,0.006682105766235846,-3.091306512162257,0.3238691711425781,-1.4163347146250094,-1.5073884586109274,1.0133556313814975,1.9450472921484783,1.602456651624031,1.2363039596712169,1.2346982066919536
937584.673391045,tracking,8.85,3.8363065294697662,1,0.5,-1.0207934168662303,nan,3.2107160498796955e-09,0.3450561200847818,0.13713137720455215,0.16300030081206246,3.1115245475398865,0.0031012328377733045,-3.09160836270577,0.3230393218994141,-1.4217975238110343,-1.5017336355103077,1.015432564136623,1.9432320815494804,1.6044637429795694,1.238293607321615,1.2315567418700961
937584.724131264,tracking,8.9,3.934084046203007,1,1.2,1.237601426364559,nan,2.6229276944435005e-09,0.3455095315527071,0.13681240771076145,0.16292538492961883,3.107168943123912,-0.0008884056364861781,-3.09117216761294,0.3225018310546875,-1.4264576562445095,-1.4966023898799976,1.0173174829771539,1.9406665253133526,1.6063487283991273,1.241033866925252,1.229793862386518
937584.774769307,tracking,8.94,3.8961467349179375,1,0.6,1.3624859222955468,nan,3.1942766576641014e-08,0.3459188144671557,0.13641152316181482,0.16283826572937926,3.103047294356357,-0.004592756787561658,-3.091053149806302,0.3220445251464844,-1.4309779727207554,-1.4920993839508372,1.0188010634414097,1.9387292087783743,1.608233580660631,1.2439311198751493,1.2279962286507147
937584.825203192,tracking,9.0,4.091391208587465,1,-0.9,0.6438763895111687,nan,0.00021903062292149937,0.3464358172870685,0.13583448877456827,0.16277634541325983,3.099500148080797,-0.008250604212864943,-3.090501959216622,0.3211603546142578,-1.4366153521162353,-1.4868983634999668,1.0205289223566532,1.9364253081193468,1.610380354815344,1.2472122674961814,1.2248720743759427
937584.875831147,tracking,9.05,3.962530081613604,1,-0.5,-0.3330094423732389,nan,4.354366076923658e-09,0.3469667362208713,0.13470914507368228,0.16273346428589727,3.0951910181316924,-0.013316846750671019,-3.0902401770155308,0.32046669006347656,-1.4426018719306244,-1.4820812377202315,1.0213142885621176,1.9335280551694496,1.6121606780040618,1.2519770621604966,1.2225332863066352
937584.926395003,tracking,9.1,4.184713485158192,1,-0.5,-0.5783533888554543,nan,9.737910822274343e-09,0.3474568204615053,0.13416192570695504,0.16272624528093138,3.091723648229214,-0.017256141658728685,-3.0899510827482675,0.3198339080810547,-1.4482392513261042,-1.47834628744945,1.021750647506727,1.9302992386638376,1.6139583117398653,1.2565672866153572,1.221189455220581
937584.976963084,tracking,9.15,3.9327144689111835,1,-0.4,0.10964119316711753,nan,1.0142782486257172e-08,0.34793267713022874,0.13324651643581006,0.16266071001727336,3.087796244184627,-0.022003777084963705,-3.0894730970428936,0.31883888244628905,-1.4548016797262229,-1.474436633811159,1.0219077074320144,1.9268086334230707,1.6161923044202782,1.2625711169768319,1.2194790400104778
937585.027521365,tracking,9.2,3.954555246842716,1,-0.1,2.205670644607562,nan,6.463544731365746e-09,0.3483475439998059,0.1325761479090058,0.16249873906041742,3.083968471553978,-0.02741088445195472,-3.088962701818621,0.31815734863281253,-1.461748135955531,-1.4704398948052226,1.0220473236521619,1.923143457972849,1.618216972639011,1.2693081155864052,1.2176289420011996
