t_wall_s,phase,controller_mode,t_ref_s,q_cmd_0,q_cmd_1,q_cmd_2,q_cmd_3,q_cmd_4,q_cmd_5,q_cmd_6,q_cmd_7,q_meas_0,q_meas_1,q_meas_2,q_meas_3,q_meas_4,q_meas_5,q_meas_6,q_meas_7,pose_x,pose_y,pose_z,pose_rx,pose_ry,pose_rz,twist_vx,twist_vy,twist_vz,twist_wx,twist_wy,twist_wz,twist_requested_vx,twist_requested_vy,twist_requested_vz,twist_requested_wx,twist_requested_wy,twist_requested_wz,twist_achieved_vx,twist_achieved_vy,twist_achieved_vz,twist_achieved_wx,twist_achieved_wy,twist_achieved_wz,track_err_mm,follow_err_deg,slack_norm,n_cbf,vel_clamped,acc_clamped,pos_clamped,fx,fy,fz,instability_idx,damping_z_eff,damping_ke_z,damping_dimeas_z,damping_passivity_z,v_force_z,ke_est,f_des_z_eff,v_r_z,force_reference_scale_n,force_reference_drive,force_reference_gate_scale,takeover,dt_actual_s,sensor_age_s,fx_raw_comp,fy_raw_comp,fz_raw_comp,fz_dot,fz_predicted,fz_error_predicted,vz_surface,vz_surface_raw,vz_surface_observed,vz_integral,vz_feedback,vz_unclamped,vz_achieved_tool,surface_confidence,passivity_scale,passivity_energy_j,contact_present,active_reference_reset,force_event_active,force_event_reason,force_event_count,sensor_stale,safety_stop,governor_scale,governor_scale_raw,sigma_min,qdot_norm,qdot_max_frac_vmax,qdot_ff_norm,arm_singularity_smooth,limit_activation,tcp_jump_mm,rail_ext_err_m,rail_ext_w,rail_target_sent_m,rail_meas_m,rail_vel_pin,plan_drives_rail,rail_qdot_ff
16.9082,scan,legacy_symmetric,1.1900,0.409516,-0.239407,-0.497014,0.065051,1.525764,0.194374,1.103248,1.423249,0.409219,-0.242007,-0.494277,0.065572,1.520007,0.196297,1.105771,1.421169,0.206029,0.009952,0.390651,3.130621,-0.550398,-3.139234,-0.01464,0.01618,-0.02379,0.00031,0.00101,-0.00053,-0.01464,0.01618,-0.02379,0.00031,0.00101,-0.00053,-0.02494,0.00213,-0.04035,-0.01173,0.01378,-0.00991,0.714,0.2833,0.00003,0,0,0,0,0.145,1.235,0.329,0.5460,26.09,25.00,0.00,0.00,0.02809,80.0,1.200,0.00000,0.3000,1.000000,1.0000,0,0.005906,0.000533,-0.014,1.015,-0.100,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.047455,0.0000,1.0000,0.000000,0,0,0,,0,0,0,1.0000,1.0000,0.12508,0.22746,0.1223,0.00000,0.9908,0.0000,0.161,-0.00091,1.6347,0.409516,0.409219,,0,
16.9139,scan,legacy_symmetric,1.1950,0.409578,-0.239010,-0.497492,0.064973,1.526575,0.194102,1.102886,1.423474,0.409219,-0.242007,-0.494277,0.065572,1.520007,0.196297,1.105771,1.421169,0.206029,0.009952,0.390651,3.130621,-0.550398,-3.139234,-0.01462,0.01734,-0.02376,0.00031,0.00101,-0.00053,-0.01462,0.01734,-0.02376,0.00031,0.00101,-0.00053,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.793,0.3298,0.00003,0,0,0,0,0.141,1.232,0.333,0.5473,26.09,25.00,0.00,0.00,0.02807,80.0,1.200,0.00000,0.3000,1.000000,1.0000,0,0.005752,0.004927,0.169,1.238,0.248,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.0000,1.0000,0.000000,0,0,0,,0,0,0,1.0000,1.0000,0.12513,0.22885,0.1236,0.00000,0.9907,0.0000,0.164,-0.00089,1.6417,0.409578,0.409219,,0,
16.9197,scan,legacy_symmetric,1.2000,0.409640,-0.238613,-0.497968,0.064897,1.527383,0.193832,1.102527,1.423698,0.409219,-0.241431,-0.495063,0.065432,1.521334,0.195739,1.104916,1.421658,0.205954,0.009948,0.390494,3.130628,-0.550158,-3.139487,-0.01460,0.01752,-0.02375,0.00031,0.00137,-0.00016,-0.01460,0.01752,-0.02375,0.00031,0.00137,-0.00016,-0.00733,-0.00030,-0.01535,-0.00054,-0.02347,-0.02431,0.882,0.3003,0.00003,0,0,0,0,0.137,1.228,0.331,0.5483,26.09,25.00,0.00,0.00,0.02805,80.0,1.200,0.00000,0.3000,1.000000,1.0000,0,0.005750,0.000455,0.165,1.286,0.368,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.016915,0.0000,1.0000,0.000000,0,0,0,,0,0,0,1.0000,1.0000,0.12518,0.22791,0.1249,0.00000,0.9907,0.0000,0.164,-0.00087,1.6487,0.409640,0.409219,,0,
16.9257,scan,legacy_symmetric,1.2050,0.409703,-0.238218,-0.498444,0.064823,1.528190,0.193560,1.102168,1.423923,0.409219,-0.241117,-0.495499,0.065328,1.522137,0.195617,1.104619,1.421798,0.205880,0.009978,0.390365,3.130531,-0.550236,-3.139415,-0.01459,0.01767,-0.02373,0.00019,0.00125,-0.00019,-0.01459,0.01767,-0.02373,0.00019,0.00125,-0.00019,-0.01231,0.00488,-0.02137,0.01356,0.01282,0.00341,0.936,0.3006,0.00003,0,0,0,0,0.134,1.225,0.329,0.5488,26.09,25.00,0.00,0.00,0.02803,80.0,1.200,0.00000,0.3000,1.000000,1.0000,0,0.006030,0.000417,-0.004,1.116,0.312,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024700,0.0000,1.0000,0.000000,0,0,0,,0,0,0,1.0000,1.0000,0.12523,0.22792,0.1260,0.00000,0.9907,0.0000,0.165,-0.00084,1.6555,0.409703,0.409572,,0,
16.9315,scan,legacy_symmetric,1.2100,0.409767,-0.237826,-0.498917,0.064717,1.528998,0.193309,1.101812,1.424110,0.409572,-0.240733,-0.495900,0.065258,1.522852,0.195302,1.104235,1.422042,0.205828,0.010343,0.390264,3.130556,-0.550207,-3.139470,-0.01459,0.01636,-0.02373,0.00022,0.00130,-0.00012,-0.01459,0.01636,-0.02373,0.00022,0.00130,-0.00012,-0.00894,0.06329,-0.01747,-0.00369,-0.00505,-0.00723,0.653,0.3059,0.00003,0,0,0,0,0.130,1.222,0.328,0.5489,26.09,25.00,0.00,0.00,0.02802,80.0,1.200,0.00000,0.3000,1.000000,1.0000,0,0.005744,0.000391,0.242,1.291,0.330,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020195,0.0000,1.0000,0.000000,0,0,0,,0,0,0,1.0000,1.0000,0.12529,0.22517,0.1268,0.00000,0.9906,0.0000,0.161,-0.00082,1.6622,0.409767,0.409572,,0,
16.9369,scan,legacy_symmetric,1.2150,0.409831,-0.237434,-0.499391,0.064633,1.529803,0.193047,1.101456,1.424321,0.409572,-0.240489,-0.496145,0.065171,1.523306,0.195023,1.103938,1.422234,0.205804,0.010323,0.390205,3.130594,-0.550152,-3.139621,-0.01458,0.01743,-0.02371,0.00027,0.00138,0.00007,-0.01458,0.01743,-0.02371,0.00027,0.00138,0.00007,-0.00441,-0.00376,-0.01072,-0.00574,-0.00995,-0.02386,0.756,0.3261,0.00003,0,0,0,0,0.130,1.221,0.326,0.5488,26.09,25.00,0.00,0.00,0.02800,80.0,1.200,0.00000,0.3000,1.000000,1.0000,0,0.005484,0.000360,0.365,1.366,0.268,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.011402,0.0000,1.0000,0.000000,0,0,0,,0,0,0,1.0000,1.0000,0.12534,0.22624,0.1279,0.00000,0.9906,0.0000,0.164,-0.00080,1.6689,0.409831,0.409572,,0,
16.9424,scan,legacy_symmetric,1.2200,0.409895,-0.237042,-0.499863,0.064551,1.530607,0.192784,1.101102,1.424533,0.409572,-0.240210,-0.496476,0.065136,1.523829,0.194814,1.103519,1.422478,0.205786,0.010342,0.390159,3.130559,-0.549957,-3.139663,-0.01457,0.01757,-0.02370,0.00023,0.00167,0.00016,-0.01457,0.01757,-0.02370,0.00023,0.00167,0.00016,-0.00323,0.00355,-0.00859,0.00555,-0.03635,-0.01119,0.820,0.3423,0.00003,0,0,0,0,0.135,1.225,0.323,0.5483,26.09,25.00,0.00,0.00,0.02800,80.0,1.200,0.00000,0.3000,1.000000,1.0000,0,0.005403,0.000398,0.259,1.348,0.223,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.009045,0.0000,1.0000,0.000000,0,0,0,,0,0,0,1.0000,1.0000,0.12539,0.22557,0.1291,0.00000,0.9906,0.0000,0.164,-0.00078,1.6754,0.409895,0.409572,,0,
16.9482,scan,legacy_symmetric,1.2250,0.409960,-0.236652,-0.500337,0.064469,1.531411,0.192521,1.100746,1.424746,0.409572,-0.239756,-0.497122,0.065014,1.524842,0.194657,1.103310,1.422583,0.205648,0.010396,0.389990,3.130527,-0.550126,-3.139496,-0.01457,0.01766,-0.02370,0.00019,0.00142,-0.00006,-0.01457,0.01766,-0.02370,0.00019,0.00142,-0.00006,-0.02348,0.00922,-0.02875,0.00453,0.02877,0.02567,0.846,0.3303,0.00003,0,0,0,0,0.143,1.230,0.320,0.5475,26.09,25.00,0.00,0.00,0.02800,80.0,1.200,0.00000,0.3000,1.000000,1.0000,0,0.005879,0.000391,0.146,1.184,0.375,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.036870,0.0000,1.0000,0.000000,0,0,0,,0,0,0,1.0000,1.0000,0.12544,0.22584,0.1301,0.00000,0.9905,0.0000,0.165,-0.00075,1.6819,0.409960,0.409898,,0,
16.9543,scan,legacy_symmetric,1.2300,0.410026,-0.236265,-0.500805,0.064360,1.532214,0.192276,1.100395,1.424924,0.409898,-0.239564,-0.497314,0.065014,1.525226,0.194377,1.102874,1.422827,0.205664,0.010710,0.389961,3.130574,-0.549925,-3.139671,-0.01457,0.01654,-0.02372,0.00024,0.00172,0.00016,-0.01457,0.01654,-0.02372,0.00024,0.00172,0.00016,0.00837,0.16998,-0.01551,-0.02107,-0.10849,-0.08141,0.616,0.3544,0.00003,0,0,0,0,0.150,1.235,0.318,0.5470,26.09,25.00,0.00,0.00,0.02800,80.0,1.200,0.00000,0.3000,1.000000,1.0000,0,0.006027,0.004578,0.102,1.323,0.516,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010549,0.0000,1.0000,0.000000,0,0,0,,0,0,0,1.0000,1.0000,0.12549,0.22316,0.1309,0.00000,0.9905,0.0000,0.162,-0.00073,1.6882,0.410026,0.409898,,0,
16.9603,scan,legacy_symmetric,1.2350,0.410092,-0.235879,-0.501275,0.064252,1.533017,0.192031,1.100044,1.425103,0.409898,-0.238796,-0.498291,0.064891,1.526832,0.194011,1.102298,1.423211,0.205494,0.010804,0.389715,3.130472,-0.550023,-3.139474,-0.01457,0.01658,-0.02371,0.00011,0.00157,-0.00005,-0.01457,0.01658,-0.02371,0.00011,0.00157,-0.00005,-0.01666,0.00920,-0.02421,0.00851,0.00963,0.01413,0.606,0.3084,0.00003,0,0,0,0,0.155,1.240,0.320,0.5462,26.09,25.00,0.00,0.00,0.02800,80.0,1.200,0.00000,0.3000,1.000000,1.0000,0,0.006029,0.000526,0.286,1.350,0.220,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.029440,0.0000,1.0000,0.000000,0,0,0,,0,0,0,1.0000,1.0000,0.12554,0.22325,0.1318,0.00000,0.9904,0.0000,0.162,-0.00071,1.6945,0.410092,0.409898,,0,
16.9666,scan,legacy_symmetric,1.2400,0.410158,-0.235495,-0.501744,0.064144,1.533819,0.191786,1.099693,1.425282,0.409898,-0.238290,-0.498850,0.064822,1.527599,0.193871,1.102036,1.423334,0.205398,0.010881,0.389614,3.130467,-0.549989,-3.139221,-0.01458,0.01662,-0.02372,0.00011,0.00162,-0.00043,-0.01458,0.01662,-0.02372,0.00011,0.00162,-0.00043,-0.01648,0.01326,-0.01725,0.00071,-0.00593,0.04281,0.606,0.3104,0.00003,0,0,0,0,0.160,1.245,0.319,0.5459,26.09,25.00,0.00,0.00,0.02800,80.0,1.200,0.00000,0.3000,1.000000,1.0000,0,0.006302,0.000893,0.036,0.987,-0.001,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.023452,0.0000,1.0000,0.000000,0,0,0,,0,0,0,1.0000,1.0000,0.12559,0.22302,0.1328,0.00000,0.9904,0.0000,0.162,-0.00070,1.7007,0.410158,0.409898,,0,
16.9719,scan,legacy_symmetric,1.2450,0.410225,-0.235112,-0.502213,0.064035,1.534621,0.191543,1.099343,1.425458,0.409898,-0.238115,-0.499129,0.064752,1.528140,0.193609,1.101687,1.423543,0.205373,0.010856,0.389541,3.130475,-0.549933,-3.139420,-0.01458,0.01666,-0.02372,0.00012,0.00171,-0.00014,-0.01458,0.01666,-0.02372,0.00012,0.00171,-0.00014,-0.00439,-0.00440,-0.01254,-0.00118,-0.00952,-0.03350,0.718,0.3254,0.00003,0,0,0,0,0.163,1.245,0.314,0.5460,26.09,25.00,0.00,0.00,0.02801,80.0,1.200,0.00000,0.3000,1.000000,1.0000,0,0.005337,0.000414,0.199,1.195,0.555,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.012941,0.0000,1.0000,0.000000,0,0,0,,0,0,0,1.0000,1.0000,0.12564,0.22253,0.1338,0.00000,0.9904,0.0000,0.162,-0.00068,1.7068,0.410225,0.410200,,0,
16.9787,scan,legacy_symmetric,1.2500,0.410292,-0.234731,-0.502682,0.063925,1.535423,0.191300,1.098993,1.425633,0.410200,-0.237784,-0.499635,0.064682,1.528874,0.193505,1.101442,1.423648,0.205284,0.011205,0.389439,3.130444,-0.549928,-3.139298,-0.01458,0.01670,-0.02373,0.00008,0.00172,-0.00030,-0.01458,0.01670,-0.02373,0.00008,0.00172,-0.00030,-0.01410,0.05580,-0.01629,0.00419,-0.00091,0.01700,0.451,0.3293,0.00003,0,0,0,0,0.165,1.243,0.312,0.5459,26.09,25.00,0.00,0.00,0.02802,80.0,1.200,0.00000,0.3000,1.000000,1.0000,0,0.006758,0.000918,0.159,1.370,0.419,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.021812,0.0000,1.0000,0.000000,0,0,0,,0,0,0,1.0000,1.0000,0.12569,0.22239,0.1348,0.00000,0.9903,0.0000,0.162,-0.00066,1.7128,0.410292,0.410200,,0,
16.9847,scan,legacy_symmetric,1.2550,0.410360,-0.234350,-0.503149,0.063814,1.536223,0.191060,1.098646,1.425805,0.410200,-0.237138,-0.500334,0.064542,1.530095,0.192964,1.100640,1.424032,0.205221,0.011209,0.389291,3.130532,-0.549717,-3.139445,-0.01458,0.01674,-0.02374,0.00019,0.00203,-0.00014,-0.01458,0.01674,-0.02374,0.00019,0.00203,-0.00014,-0.00977,0.00070,-0.02289,-0.01148,-0.03243,-0.01555,0.530,0.3052,0.00003,0,0,0,0,0.166,1.243,0.314,0.5455,26.09,25.00,0.00,0.00,0.02803,80.0,1.200,0.00000,0.3000,1.000000,1.0000,0,0.006020,0.000460,0.042,1.178,0.253,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024624,0.0000,1.0000,0.000000,0,0,0,,0,0,0,1.0000,1.0000,0.12574,0.22158,0.1358,0.00000,0.9903,0.0000,0.162,-0.00065,1.7187,0.410360,0.410200,,0,
16.9909,scan,legacy_symmetric,1.2600,0.410429,-0.233971,-0.503618,0.063704,1.537025,0.190820,1.098296,1.425978,0.410200,-0.236579,-0.500997,0.064403,1.531282,0.192772,1.100378,1.424154,0.205076,0.011273,0.389075,3.130481,-0.549992,-3.139217,-0.01459,0.01678,-0.02374,0.00013,0.00162,-0.00045,-0.01459,0.01678,-0.02374,0.00013,0.00162,-0.00045,-0.02504,0.01093,-0.03710,0.00738,0.04731,0.03476,0.549,0.2831,0.00003,0,0,0,0,0.163,1.243,0.315,0.5448,26.09,25.00,0.00,0.00,0.02803,80.0,1.200,0.00000,0.3000,1.000000,1.0000,0,0.006183,0.000821,0.077,1.266,0.289,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.044821,0.0000,1.0000,0.000000,0,0,0,,0,0,0,1.0000,1.0000,0.12579,0.22210,0.1368,0.00000,0.9903,0.0000,0.163,-0.00063,1.7246,0.410429,0.410200,,0,
16.9962,scan,legacy_symmetric,1.2650,0.410497,-0.233594,-0.504087,0.063593,1.537826,0.190581,1.097947,1.426149,0.410200,-0.236300,-0.501293,0.064350,1.531841,0.192632,1.100098,1.424276,0.205037,0.011297,0.388992,3.130459,-0.549991,-3.139162,-0.01459,0.01682,-0.02374,0.00010,0.00162,-0.00051,-0.01459,0.01682,-0.02374,0.00010,0.00162,-0.00051,-0.00673,0.00424,-0.01441,0.00321,-0.00027,0.00747,0.609,0.2970,0.00003,0,0,0,0,0.160,1.243,0.316,0.5439,26.09,25.00,0.00,0.00,0.02803,80.0,1.200,0.00000,0.3000,1.000000,1.0000,0,0.005352,0.000398,0.172,1.258,0.427,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.015842,0.0000,1.0000,0.000000,0,0,0,,0,0,0,1.0000,1.0000,0.12584,0.22184,0.1377,0.00000,0.9902,0.0000,0.163,-0.00062,1.7303,0.410497,0.410200,,0,
17.0023,scan,legacy_symmetric,1.2700,0.410567,-0.233218,-0.504556,0.063481,1.538628,0.190344,1.097598,1.426319,0.410200,-0.235934,-0.501730,0.064280,1.532661,0.192370,1.099767,1.424416,0.204964,0.011312,0.388857,3.130520,-0.550074,-3.139166,-0.01460,0.01686,-0.02374,0.00018,0.00150,-0.00055,-0.01460,0.01686,-0.02374,0.00018,0.00150,-0.00055,-0.01203,0.00250,-0.02234,-0.00863,0.01383,0.00470,0.676,0.2959,0.00003,0,0,0,0,0.155,1.241,0.318,0.5428,26.09,25.00,0.00,0.00,0.02803,80.0,1.200,0.00000,0.3000,1.000000,1.0000,0,0.006016,0.000382,0.017,0.973,0.320,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.025356,0.0000,1.0000,0.000000,0,0,0,,0,0,0,1.0000,1.0000,0.12589,0.22175,0.1387,0.00000,0.9902,0.0000,0.163,-0.00060,1.7360,0.410567,0.410200,,0,
17.0077,scan,legacy_symmetric,1.2750,0.410637,-0.232840,-0.505026,0.063393,1.539428,0.190095,1.097249,1.426514,0.410200,-0.235864,-0.501992,0.064211,1.533132,0.192021,1.099331,1.424625,0.204960,0.011241,0.388814,3.130634,-0.549893,-3.139578,-0.01458,0.01807,-0.02373,0.00032,0.00177,-0.00002,-0.01458,0.01807,-0.02373,0.00032,0.00177,-0.00002,-0.00071,-0.01314,-0.00796,-0.01781,-0.03354,-0.06514,0.835,0.3149,0.00003,0,0,0,0,0.149,1.234,0.320,0.5414,26.09,25.00,0.00,0.00,0.02803,80.0,1.200,0.00000,0.3000,1.000000,1.0000,0,0.005434,0.000389,0.155,1.120,0.256,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.007029,0.0000,1.0000,0.000000,0,0,0,,0,0,0,1.0000,1.0000,0.12594,0.22246,0.1398,0.00000,0.9901,0.0000,0.166,-0.00059,1.7415,0.410637,0.410499,,0,
17.0136,scan,legacy_symmetric,1.2800,0.410707,-0.232466,-0.505495,0.063277,1.540228,0.189863,1.096901,1.426677,0.410499,-0.235427,-0.502585,0.064036,1.534144,0.191812,1.099069,1.424747,0.204837,0.011563,0.388642,3.130599,-0.550062,-3.139514,-0.01459,0.01694,-0.02374,0.00028,0.00151,-0.00009,-0.01459,0.01694,-0.02374,0.00028,0.00151,-0.00009,-0.02273,0.05941,-0.03190,0.00547,0.03130,0.00851,0.599,0.3027,0.00003,0,0,0,0,0.145,1.227,0.321,0.5398,26.09,25.00,0.00,0.00,0.02803,80.0,1.200,0.00000,0.3000,1.000000,1.0000,0,0.005881,0.000874,0.262,1.353,0.272,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.039665,0.0000,1.0000,0.000000,0,0,0,,0,0,0,1.0000,1.0000,0.12599,0.22094,0.1406,0.00000,0.9901,0.0000,0.163,-0.00057,1.7470,0.410707,0.410499,,0,
17.0189,scan,legacy_symmetric,1.2850,0.410778,-0.232092,-0.505963,0.063161,1.541029,0.189632,1.096554,1.426837,0.410499,-0.235096,-0.502969,0.063949,1.534843,0.191550,1.098755,1.424939,0.204778,0.011569,0.388534,3.130608,-0.550092,-3.139561,-0.01459,0.01698,-0.02374,0.00029,0.00147,-0.00003,-0.01459,0.01698,-0.02374,0.00029,0.00147,-0.00003,-0.04299,0.00440,-0.07828,-0.00555,0.02129,-0.03090,0.678,0.3086,0.00003,0,0,0,0,0.144,1.223,0.319,0.5380,26.08,25.00,0.00,0.00,0.02803,80.0,1.200,0.00000,0.3000,1.000000,1.0000,0,0.005342,0.004841,0.200,1.360,0.233,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.089243,0.0000,1.0000,0.000000,0,0,0,,0,0,0,1.0000,1.0000,0.12604,0.22071,0.1414,0.00000,0.9901,0.0000,0.163,-0.00055,1.7524,0.410778,0.410499,,0,
17.0244,scan,legacy_symmetric,1.2900,0.410849,-0.231718,-0.506432,0.063069,1.541827,0.189391,1.096207,1.427024,0.410499,-0.234974,-0.503144,0.063862,1.535192,0.191183,1.098318,1.425114,0.204795,0.011494,0.388513,3.130766,-0.549875,-3.139945,-0.01458,0.01819,-0.02373,0.00049,0.00180,0.00042,-0.01458,0.01819,-0.02373,0.00049,0.00180,0.00042,0.00294,-0.01282,-0.00356,-0.02295,-0.03700,-0.05157,0.839,0.3345,0.00003,0,0,0,0,0.146,1.224,0.315,0.5360,26.08,25.00,0.00,0.00,0.02803,80.0,1.200,0.00000,0.3000,1.000000,1.0000,0,0.005532,0.004532,0.201,1.361,0.233,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001373,0.0000,1.0000,0.000000,0,0,0,,0,0,0,1.0000,1.0000,0.12609,0.22136,0.1425,0.00000,0.9900,0.0000,0.166,-0.00054,1.7577,0.410849,0.410784,,0,
17.0311,scan,legacy_symmetric,1.2950,0.410921,-0.231347,-0.506899,0.062949,1.542626,0.189166,1.095863,1.427178,0.410784,-0.234241,-0.504051,0.063635,1.536658,0.190677,1.097655,1.425498,0.204657,0.011800,0.388309,3.130764,-0.549824,-3.140003,-0.01459,0.01706,-0.02375,0.00049,0.00187,0.00051,-0.01459,0.01706,-0.02375,0.00049,0.00187,0.00051,-0.01380,0.03063,-0.02043,0.00014,-0.00515,-0.00582,0.620,0.2962,0.00003,0,0,0,0,0.148,1.230,0.310,0.5337,26.08,25.00,0.00,0.00,0.02805,80.0,1.200,0.00000,0.3000,1.000000,1.0000,0,0.006615,0.001119,0.163,1.396,0.262,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024931,0.0000,1.0000,0.000000,0,0,0,,0,0,0,1.0000,1.0000,0.12614,0.21949,0.1433,0.00000,0.9900,0.0000,0.163,-0.00052,1.7630,0.410921,0.410784,,0,
17.0370,scan,legacy_symmetric,1.3000,0.410993,-0.230976,-0.507366,0.062830,1.543425,0.188941,1.095518,1.427332,0.410784,-0.233787,-0.504505,0.063530,1.537478,0.190572,1.097428,1.425602,0.204566,0.011862,0.388166,3.130680,-0.549968,-3.139760,-0.01461,0.01710,-0.02377,0.00038,0.00166,0.00021,-0.01461,0.01710,-0.02377,0.00038,0.00166,0.00021,-0.01452,0.00985,-0.02279,0.01145,0.02300,0.03169,0.642,0.2949,0.00003,0,0,0,0,0.150,1.239,0.306,0.5316,26.08,25.00,0.00,0.00,0.02807,80.0,1.200,0.00000,0.3000,1.000000,1.0000,0,0.005892,0.000741,0.067,1.372,0.456,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.027118,0.0000,1.0000,0.000000,0,0,0,,0,0,0,1.0000,1.0000,0.12619,0.21983,0.1441,0.00000,0.9899,0.0000,0.163,-0.00050,1.7681,0.410993,0.410784,,0,
17.0423,scan,legacy_symmetric,1.3050,0.411065,-0.230607,-0.507832,0.062710,1.544224,0.188719,1.095175,1.427483,0.410784,-0.233525,-0.504871,0.063443,1.537967,0.190258,1.097079,1.425847,0.204531,0.011843,0.388126,3.130731,-0.549781,-3.139951,-0.01461,0.01714,-0.02379,0.00044,0.00194,0.00046,-0.01461,0.01714,-0.02379,0.00044,0.00194,0.00046,-0.00626,-0.00330,-0.00695,-0.00759,-0.03285,-0.02879,0.746,0.3128,0.00003,0,0,0,0,0.150,1.250,0.306,0.5296,26.07,25.00,0.00,0.00,0.02809,80.0,1.200,0.00000,0.3000,1.000000,1.0000,0,0.005354,0.000491,0.067,1.372,0.456,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.009158,0.0000,1.0000,0.000000,0,0,0,,0,0,0,1.0000,1.0000,0.12624,0.21916,0.1449,0.00000,0.9899,0.0000,0.164,-0.00049,1.7731,0.411065,0.410784,,0,
17.0481,scan,legacy_symmetric,1.3100,0.411138,-0.230240,-0.508300,0.062591,1.545023,0.188495,1.094830,1.427635,0.410784,-0.233019,-0.505447,0.063373,1.538892,0.190136,1.096817,1.425969,0.204421,0.011925,0.387978,3.130680,-0.549881,-3.139669,-0.01462,0.01717,-0.02380,0.00038,0.00179,0.00008,-0.01462,0.01717,-0.02380,0.00038,0.00179,0.00008,-0.02005,0.01488,-0.02710,0.00783,0.01820,0.04660,0.747,0.3055,0.00003,0,0,0,0,0.147,1.262,0.309,0.5273,26.07,25.00,0.00,0.00,0.02810,80.0,1.200,0.00000,0.3000,1.000000,1.0000,0,0.005801,0.000724,0.087,1.260,0.330,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.033729,0.0000,1.0000,0.000000,0,0,0,,0,0,0,1.0000,1.0000,0.12629,0.21938,0.1458,0.00000,0.9898,0.0000,0.164,-0.00048,1.7781,0.411138,0.411116,,0,
17.0553,scan,legacy_symmetric,1.3150,0.411211,-0.229873,-0.508767,0.062471,1.545822,0.188273,1.094487,1.427785,0.411116,-0.233019,-0.505447,0.063373,1.538892,0.190136,1.096817,1.425969,0.204421,0.012257,0.387978,3.130680,-0.549881,-3.139669,-0.01463,0.01721,-0.02381,0.00038,0.00179,0.00008,-0.01463,0.01721,-0.02381,0.00038,0.00179,0.00008,-0.02005,0.01488,-0.02710,0.00783,0.01820,0.04660,0.500,0.3513,0.00003,0,0,0,0,0.143,1.271,0.314,0.5248,26.07,25.00,0.00,0.00,0.02811,80.0,1.200,0.00000,0.3000,1.000000,1.0000,0,0.007215,0.007925,0.087,1.260,0.330,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.033729,0.0000,1.0000,0.000000,0,0,0,,0,0,0,1.0000,1.0000,0.12633,0.21913,0.1467,0.00000,0.9898,0.0000,0.164,-0.00046,1.7830,0.411211,0.411116,,0,
