t_wall_s,phase,controller_mode,t_ref_s,q_cmd_0,q_cmd_1,q_cmd_2,q_cmd_3,q_cmd_4,q_cmd_5,q_cmd_6,q_cmd_7,q_meas_0,q_meas_1,q_meas_2,q_meas_3,q_meas_4,q_meas_5,q_meas_6,q_meas_7,pose_x,pose_y,pose_z,pose_rx,pose_ry,pose_rz,twist_vx,twist_vy,twist_vz,twist_wx,twist_wy,twist_wz,twist_requested_vx,twist_requested_vy,twist_requested_vz,twist_requested_wx,twist_requested_wy,twist_requested_wz,twist_achieved_vx,twist_achieved_vy,twist_achieved_vz,twist_achieved_wx,twist_achieved_wy,twist_achieved_wz,track_err_mm,follow_err_deg,slack_norm,n_cbf,vel_clamped,acc_clamped,pos_clamped,fx,fy,fz,instability_idx,damping_z_eff,damping_ke_z,damping_dimeas_z,damping_passivity_z,v_force_z,ke_est,f_des_z_eff,v_r_z,takeover,dt_actual_s,sensor_age_s,fx_raw_comp,fy_raw_comp,fz_raw_comp,fz_dot,fz_predicted,fz_error_predicted,vz_surface,vz_surface_raw,vz_surface_observed,vz_integral,vz_feedback,vz_unclamped,vz_achieved_tool,surface_confidence,passivity_scale,passivity_energy_j,contact_present,active_reference_reset,force_event_active,force_event_reason,force_event_count,sensor_stale,safety_stop,governor_scale,governor_scale_raw,sigma_min,qdot_norm,qdot_max_frac_vmax,qdot_ff_norm,arm_singularity_smooth,limit_activation,tcp_jump_mm,rail_ext_err_m,rail_ext_w,rail_target_sent_m,rail_meas_m,rail_vel_pin,plan_drives_rail,rail_qdot_ff
0.1815,move->d,none,0.0455,0.000000,-0.025774,-0.543272,0.001048,1.597997,0.028107,1.066453,1.555734,-0.000001,-0.025779,-0.543234,0.001065,1.597936,0.028082,1.066414,1.555734,0.197074,-0.399505,0.379466,3.128657,-0.549984,-3.137966,-0.00003,0.00000,-0.00003,0.00005,0.00010,-0.00001,-0.00003,0.00000,-0.00003,0.00005,0.00010,-0.00001,0.00303,0.00038,0.00216,-0.00004,-0.00924,0.00289,0.022,0.0035,0.00000,0,0,0,0,0.152,1.024,0.433,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005766,0.000707,0.133,0.982,0.421,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.003427,nan,nan,nan,0,0,0,,0,0,0,0.6019,1.0000,0.12968,0.00015,0.0001,0.00001,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,0.000003,1,0.000003
0.1874,move->d,none,0.0486,0.000000,-0.025774,-0.543272,0.001048,1.597997,0.028108,1.066453,1.555734,-0.000000,-0.025779,-0.543269,0.001047,1.597989,0.028065,1.066449,1.555734,0.197059,-0.399513,0.379451,3.128663,-0.550036,-3.137992,0.00000,0.00002,0.00000,0.00006,-0.00000,0.00003,0.00000,0.00002,0.00000,0.00006,-0.00000,0.00003,-0.00289,-0.00142,-0.00288,-0.00100,0.00976,-0.00423,0.008,0.0024,0.00000,0,0,0,0,0.145,1.014,0.426,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005916,0.001237,0.059,0.929,0.343,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.003955,nan,nan,nan,0,0,0,,0,0,0,0.6216,1.0000,0.12968,0.00009,0.0001,0.00001,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,0.000004,1,0.000004
0.1929,move->d,none,0.0518,0.000000,-0.025774,-0.543271,0.001048,1.597997,0.028108,1.066453,1.555734,-0.000000,-0.025813,-0.543286,0.001030,1.597989,0.028082,1.066449,1.555752,0.197056,-0.399518,0.379455,3.128618,-0.550018,-3.138018,0.00001,0.00003,-0.00001,-0.00002,0.00003,0.00014,0.00001,0.00003,-0.00001,-0.00002,0.00003,0.00014,-0.00039,-0.00091,0.00058,0.00629,-0.00293,-0.00821,0.014,0.0022,0.00000,0,0,0,0,0.134,1.003,0.416,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005520,0.000628,0.059,0.929,0.343,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.000305,nan,nan,nan,0,0,0,,0,0,0,0.6400,1.0000,0.12968,0.00011,0.0001,0.00001,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,0.000005,1,0.000005
0.1992,move->d,none,0.0552,0.000000,-0.025774,-0.543271,0.001048,1.597997,0.028108,1.066453,1.555733,-0.000000,-0.025813,-0.543269,0.001065,1.597971,0.028065,1.066396,1.555734,0.197070,-0.399516,0.379464,3.128675,-0.549967,-3.138019,-0.00002,0.00003,-0.00003,0.00008,0.00014,0.00008,-0.00002,0.00003,-0.00003,0.00008,0.00014,0.00008,0.00254,0.00048,0.00185,-0.00919,-0.00975,0.00551,0.020,0.0032,0.00000,0,0,0,0,0.133,1.006,0.415,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006257,0.001595,0.175,1.105,0.468,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.002900,nan,nan,nan,0,0,0,,0,0,0,0.6609,1.0000,0.12968,0.00018,0.0001,0.00001,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,0.000006,1,0.000006
0.2054,move->d,none,0.0586,0.000000,-0.025774,-0.543271,0.001048,1.597998,0.028109,1.066453,1.555733,-0.000000,-0.025813,-0.543286,0.001065,1.597936,0.028082,1.066466,1.555734,0.197057,-0.399511,0.379469,3.128658,-0.549984,-3.138000,0.00000,0.00002,-0.00004,0.00005,0.00010,0.00006,0.00000,0.00002,-0.00004,0.00005,0.00010,0.00006,-0.00187,0.00066,0.00072,0.00221,0.00258,0.00155,0.019,0.0035,0.00000,0,0,0,0,0.125,1.003,0.417,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006246,0.001206,0.063,0.957,0.439,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000374,nan,nan,nan,0,0,0,,0,0,0,0.6817,1.0000,0.12968,0.00014,0.0001,0.00001,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,0.000007,1,0.000007
0.2114,move->d,none,0.0621,0.000000,-0.025774,-0.543272,0.001048,1.597998,0.028109,1.066453,1.555733,-0.000000,-0.025813,-0.543216,0.001030,1.597989,0.028065,1.066414,1.555734,0.197072,-0.399524,0.379446,3.128651,-0.550053,-3.138036,-0.00003,0.00005,0.00001,0.00004,-0.00004,0.00014,-0.00003,0.00005,0.00001,0.00004,-0.00004,0.00014,0.00247,-0.00212,-0.00383,0.00089,0.01145,-0.00654,0.025,0.0031,0.00000,0,0,0,0,0.121,1.000,0.419,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006019,0.001305,0.119,0.990,0.423,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001949,nan,nan,nan,0,0,0,,0,0,0,0.7018,1.0000,0.12968,0.00018,0.0001,0.00001,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,0.000008,1,0.000008
0.2211,move->d,none,0.0657,0.000000,-0.025773,-0.543272,0.001048,1.597998,0.028109,1.066454,1.555734,-0.000000,-0.025761,-0.543286,0.001030,1.597936,0.028082,1.066414,1.555734,0.197067,-0.399510,0.379477,3.128638,-0.549931,-3.137968,-0.00002,0.00002,-0.00005,0.00002,0.00021,0.00001,-0.00002,0.00002,-0.00005,0.00002,0.00021,0.00001,-0.00055,0.00147,0.00315,0.00122,-0.01240,0.00618,0.027,0.0035,0.00000,0,0,0,0,0.127,1.011,0.430,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.009649,0.001065,0.168,1.067,0.478,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.002375,nan,nan,nan,0,0,0,,0,0,0,0.7339,1.0000,0.12968,0.00017,0.0001,0.00001,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,0.000009,1,0.000009
0.2302,move->d,none,0.0696,0.000000,-0.025773,-0.543271,0.001048,1.597998,0.028109,1.066454,1.555733,-0.000000,-0.025813,-0.543269,0.001047,1.597971,0.028100,1.066414,1.555717,0.197067,-0.399513,0.379462,3.128646,-0.549983,-3.137992,-0.00001,0.00003,-0.00002,0.00003,0.00010,0.00005,-0.00001,0.00003,-0.00002,0.00003,0.00010,0.00005,-0.00003,-0.00037,-0.00161,-0.00080,0.00562,-0.00212,0.016,0.0023,0.00000,0,0,0,0,0.127,1.016,0.439,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.009135,0.000778,0.116,1.018,0.461,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001381,nan,nan,nan,0,0,0,,0,0,0,0.7644,1.0000,0.12968,0.00013,0.0001,0.00002,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,0.000011,1,0.000011
0.2365,move->d,none,0.0735,0.000000,-0.025773,-0.543272,0.001048,1.597999,0.028109,1.066454,1.555734,-0.000000,-0.025779,-0.543234,0.001047,1.597936,0.028082,1.066414,1.555734,0.197074,-0.399509,0.379467,3.128647,-0.549983,-3.137975,-0.00003,0.00002,-0.00003,0.00003,0.00010,0.00002,-0.00003,0.00002,-0.00003,0.00003,0.00010,0.00002,0.00131,0.00070,0.00079,-0.00005,0.00008,0.00297,0.022,0.0036,0.00000,0,0,0,0,0.136,1.032,0.443,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006350,0.001326,0.220,1.167,0.449,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.001346,nan,nan,nan,0,0,0,,0,0,0,0.7855,1.0000,0.12968,0.00017,0.0001,0.00002,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,0.000013,1,0.000013
0.2420,move->d,none,0.0775,0.000000,-0.025773,-0.543272,0.001048,1.597999,0.028110,1.066455,1.555734,-0.000000,-0.025779,-0.543234,0.001047,1.597936,0.028082,1.066414,1.555734,0.197074,-0.399509,0.379467,3.128647,-0.549983,-3.137975,-0.00003,0.00002,-0.00003,0.00003,0.00010,0.00002,-0.00003,0.00002,-0.00003,0.00003,0.00010,0.00002,0.00131,0.00070,0.00079,-0.00005,0.00008,0.00297,0.022,0.0036,0.00000,0,0,0,0,0.146,1.049,0.445,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005406,0.006667,0.220,1.167,0.449,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.001346,nan,nan,nan,0,0,0,,0,0,0,0.8036,1.0000,0.12968,0.00017,0.0001,0.00002,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,0.000014,1,0.000014
0.2487,move->d,none,0.0816,0.000001,-0.025773,-0.543272,0.001048,1.598000,0.028110,1.066455,1.555734,-0.000000,-0.025813,-0.543234,0.001065,1.597971,0.028082,1.066414,1.555734,0.197071,-0.399512,0.379455,3.128656,-0.550019,-3.138000,-0.00002,0.00003,-0.00001,0.00005,0.00003,0.00006,-0.00002,0.00003,-0.00001,0.00005,0.00003,0.00006,-0.00022,-0.00021,-0.00094,-0.00066,0.00286,-0.00163,0.015,0.0024,0.00000,0,0,0,0,0.148,1.047,0.443,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006772,0.001230,0.109,0.940,0.418,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000916,nan,nan,nan,0,0,0,,0,0,0,0.8261,1.0000,0.12968,0.00014,0.0002,0.00002,0.0000,1.0000,0.000,0.40391,4.0000,0.000001,-0.000000,0.000016,1,0.000016
0.2546,move->d,none,0.0859,0.000001,-0.025773,-0.543272,0.001049,1.598000,0.028110,1.066455,1.555733,-0.000000,-0.025761,-0.543269,0.001030,1.597971,0.028100,1.066466,1.555752,0.197057,-0.399504,0.379454,3.128600,-0.550035,-3.137947,0.00000,0.00002,-0.00000,-0.00005,0.00000,0.00001,0.00000,0.00002,-0.00000,-0.00005,0.00000,0.00001,-0.00229,0.00123,-0.00010,0.00754,0.00263,0.00367,0.004,0.0016,0.00000,0,0,0,0,0.147,1.043,0.446,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005833,0.000732,0.122,1.003,0.482,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001291,nan,nan,nan,0,0,0,,0,0,0,0.8456,1.0000,0.12968,0.00009,0.0002,0.00002,0.0000,1.0000,0.000,0.40391,4.0000,0.000001,-0.000000,0.000019,1,0.000019
0.2602,move->d,none,0.0902,0.000001,-0.025773,-0.543272,0.001049,1.598000,0.028109,1.066455,1.555734,-0.000000,-0.025761,-0.543269,0.001030,1.597971,0.028100,1.066466,1.555752,0.197057,-0.399504,0.379454,3.128600,-0.550035,-3.137947,0.00000,0.00002,-0.00000,-0.00005,0.00000,0.00001,0.00000,0.00002,-0.00000,-0.00005,0.00000,0.00001,-0.00229,0.00123,-0.00010,0.00754,0.00263,0.00367,0.004,0.0016,0.00000,0,0,0,0,0.144,1.037,0.450,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005608,0.006273,0.122,1.003,0.482,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001291,nan,nan,nan,0,0,0,,0,0,0,0.8643,1.0000,0.12968,0.00011,0.0002,0.00003,0.0000,1.0000,0.000,0.40391,4.0000,0.000001,-0.000000,0.000021,1,0.000021
0.2666,move->d,none,0.0946,0.000001,-0.025773,-0.543272,0.001049,1.598000,0.028110,1.066455,1.555734,-0.000000,-0.025761,-0.543269,0.001030,1.597971,0.028065,1.066449,1.555734,0.197060,-0.399514,0.379457,3.128653,-0.550018,-3.137984,-0.00000,0.00004,-0.00001,0.00004,0.00003,0.00003,-0.00000,0.00004,-0.00001,0.00004,0.00003,0.00003,0.00026,-0.00080,0.00020,-0.00381,-0.00140,-0.00071,0.011,0.0025,0.00000,0,0,0,0,0.146,1.042,0.452,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006420,0.000850,0.181,1.110,0.452,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.000315,nan,nan,nan,0,0,0,,0,0,0,0.8857,1.0000,0.12968,0.00010,0.0002,0.00003,0.0000,1.0000,0.000,0.40391,4.0000,0.000001,-0.000000,0.000024,1,0.000024
0.2724,move->d,none,0.0991,0.000001,-0.025773,-0.543273,0.001049,1.598000,0.028109,1.066455,1.555734,-0.000000,-0.025779,-0.543234,0.001047,1.597971,0.028100,1.066449,1.555752,0.197065,-0.399504,0.379450,3.128610,-0.550053,-3.137955,-0.00001,0.00003,0.00000,-0.00003,-0.00004,0.00002,-0.00001,0.00003,0.00000,-0.00003,-0.00004,0.00002,0.00083,0.00169,-0.00113,0.00619,0.00575,0.00093,0.006,0.0022,0.00000,0,0,0,0,0.138,1.035,0.445,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005851,0.000685,0.040,0.936,0.358,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000544,nan,nan,nan,0,0,0,,0,0,0,0.9052,1.0000,0.12968,0.00011,0.0003,0.00003,0.0000,1.0000,0.000,0.40391,4.0000,0.000001,-0.000000,0.000027,1,0.000027
0.2792,move->d,none,0.1038,0.000001,-0.025773,-0.543273,0.001049,1.598000,0.028110,1.066455,1.555734,-0.000000,-0.025813,-0.543269,0.001047,1.597971,0.028082,1.066449,1.555734,0.197060,-0.399516,0.379457,3.128646,-0.550018,-3.138009,-0.00000,0.00005,-0.00001,0.00003,0.00003,0.00009,-0.00000,0.00005,-0.00001,0.00003,0.00003,0.00009,-0.00081,-0.00199,0.00112,-0.00511,-0.00571,-0.00568,0.013,0.0023,0.00000,0,0,0,0,0.133,1.027,0.439,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006744,0.001386,0.129,0.999,0.417,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.000555,nan,nan,nan,0,0,0,,0,0,0,0.9277,1.0000,0.12968,0.00014,0.0003,0.00003,0.0000,1.0000,0.000,0.40391,4.0000,0.000001,-0.000000,0.000030,1,0.000030
0.2850,move->d,none,0.1085,0.000001,-0.025772,-0.543273,0.001049,1.598000,0.028110,1.066455,1.555734,-0.000000,-0.025779,-0.543234,0.001047,1.597971,0.028065,1.066414,1.555734,0.197071,-0.399513,0.379455,3.128663,-0.550019,-3.137992,-0.00002,0.00005,-0.00000,0.00006,0.00003,0.00004,-0.00002,0.00005,-0.00000,0.00006,0.00003,0.00004,0.00180,0.00040,-0.00030,-0.00236,0.00007,0.00410,0.016,0.0026,0.00000,0,0,0,0,0.130,1.021,0.434,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005861,0.001033,0.129,0.999,0.417,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.000685,nan,nan,nan,0,0,0,,0,0,0,0.9472,1.0000,0.12968,0.00016,0.0003,0.00004,0.0000,1.0000,0.000,0.40391,4.0000,0.000001,-0.000000,0.000034,1,0.000034
0.2906,move->d,none,0.1133,0.000002,-0.025773,-0.543273,0.001049,1.598000,0.028110,1.066455,1.555733,-0.000000,-0.025744,-0.543234,0.001047,1.597971,0.028100,1.066466,1.555786,0.197062,-0.399494,0.379448,3.128574,-0.550070,-3.137920,-0.00000,0.00002,0.00001,-0.00009,-0.00007,-0.00002,-0.00000,0.00002,0.00001,-0.00009,-0.00007,-0.00002,-0.00175,0.00358,-0.00138,0.01391,0.00952,0.00479,0.011,0.0030,0.00000,0,0,0,0,0.137,1.028,0.436,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005572,0.001165,0.230,1.135,0.489,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002128,nan,nan,nan,0,0,0,,0,0,0,0.9658,1.0000,0.12968,0.00013,0.0004,0.00004,0.0000,1.0000,0.000,0.40391,4.0000,0.000002,-0.000000,0.000038,1,0.000038
0.2965,move->d,none,0.1183,0.000002,-0.025773,-0.543274,0.001049,1.598000,0.028109,1.066455,1.555734,-0.000000,-0.025744,-0.543216,0.001030,1.597989,0.028100,1.066449,1.555752,0.197066,-0.399501,0.379441,3.128598,-0.550087,-3.137929,-0.00001,0.00004,0.00002,-0.00005,-0.00010,-0.00002,-0.00001,0.00004,0.00002,-0.00005,-0.00010,-0.00002,0.00066,-0.00115,-0.00104,-0.00317,0.00270,0.00045,0.013,0.0033,0.00000,0,0,0,0,0.133,1.018,0.429,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005883,0.000725,0.056,0.882,0.348,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000530,nan,nan,nan,0,0,0,,0,0,0,0.9854,1.0000,0.12968,0.00017,0.0004,0.00005,0.0000,1.0000,0.000,0.40391,4.0000,0.000002,-0.000000,0.000042,1,0.000042
0.3026,move->d,none,0.1233,0.000002,-0.025773,-0.543273,0.001049,1.598000,0.028110,1.066456,1.555734,-0.000000,-0.025813,-0.543269,0.001047,1.597971,0.028082,1.066396,1.555734,0.197070,-0.399516,0.379465,3.128647,-0.549966,-3.138011,-0.00002,0.00007,-0.00002,0.00003,0.00014,0.00009,-0.00002,0.00007,-0.00002,0.00003,0.00014,0.00009,0.00069,-0.00278,0.00433,-0.00760,-0.02232,-0.01021,0.022,0.0034,0.00000,0,0,0,0,0.132,1.017,0.422,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006077,0.001379,0.136,1.058,0.388,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.004083,nan,nan,nan,0,0,0,,0,0,0,1.0000,1.0000,0.12968,0.00018,0.0005,0.00005,0.0000,1.0000,0.000,0.40391,4.0000,0.000002,-0.000000,0.000047,1,0.000047
0.3087,move->d,none,0.1283,0.000002,-0.025772,-0.543273,0.001049,1.598000,0.028110,1.066456,1.555734,-0.000000,-0.025813,-0.543269,0.001047,1.597971,0.028082,1.066396,1.555734,0.197070,-0.399516,0.379465,3.128647,-0.549966,-3.138011,-0.00002,0.00008,-0.00002,0.00003,0.00014,0.00009,-0.00002,0.00008,-0.00002,0.00003,0.00014,0.00009,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.022,0.0034,0.00000,0,0,0,0,0.135,1.024,0.424,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006116,0.001159,0.176,1.094,0.481,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,0,0,0,,0,0,0,1.0000,1.0000,0.12968,0.00017,0.0005,0.00006,0.0000,1.0000,0.000,0.40391,4.0000,0.000002,-0.000000,0.000052,1,0.000052
0.3147,move->d,none,0.1333,0.000003,-0.025772,-0.543273,0.001050,1.598000,0.028110,1.066457,1.555734,-0.000000,-0.025761,-0.543269,0.001047,1.597989,0.028082,1.066449,1.555734,0.197059,-0.399505,0.379451,3.128645,-0.550036,-3.137956,0.00000,0.00006,0.00001,0.00003,-0.00000,-0.00002,0.00000,0.00006,0.00001,0.00003,-0.00000,-0.00002,-0.00188,0.00181,-0.00229,0.00017,0.01190,0.00914,0.003,0.0016,0.00000,0,0,0,0,0.135,1.027,0.428,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006058,0.001345,0.119,1.031,0.454,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002957,nan,nan,nan,0,0,0,,0,0,0,1.0000,1.0000,0.12968,0.00011,0.0006,0.00006,0.0000,1.0000,0.000,0.40391,4.0000,0.000003,-0.000000,0.000056,1,0.000056
0.3209,move->d,none,0.1383,0.000003,-0.025772,-0.543273,0.001050,1.598000,0.028110,1.066457,1.555734,-0.000000,-0.025761,-0.543269,0.001047,1.597989,0.028082,1.066449,1.555734,0.197059,-0.399506,0.379451,3.128645,-0.550036,-3.137956,0.00000,0.00007,0.00001,0.00003,-0.00000,-0.00002,0.00000,0.00007,0.00001,0.00003,-0.00000,-0.00002,0.00000,-0.00001,0.00000,0.00000,0.00000,0.00000,0.003,0.0016,0.00000,0,0,0,0,0.129,1.017,0.425,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006123,0.001397,0.069,0.890,0.377,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.000000,nan,nan,nan,0,0,0,,0,0,0,1.0000,1.0000,0.12968,0.00015,0.0006,0.00006,0.0000,1.0000,0.000,0.40391,4.0000,0.000003,-0.000000,0.000061,1,0.000061
0.3269,move->d,none,0.1433,0.000003,-0.025773,-0.543273,0.001050,1.598000,0.028110,1.066457,1.555734,-0.000000,-0.025761,-0.543286,0.001047,1.597936,0.028065,1.066396,1.555734,0.197070,-0.399510,0.379479,3.128666,-0.549914,-3.137977,-0.00002,0.00008,-0.00005,0.00007,0.00024,0.00000,-0.00002,0.00008,-0.00005,0.00007,0.00024,0.00000,0.00180,-0.00069,0.00449,-0.00278,-0.01933,-0.00156,0.031,0.0036,0.00000,0,0,0,0,0.124,1.020,0.423,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006013,0.001098,0.107,1.111,0.416,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.004775,nan,nan,nan,0,0,0,,0,0,0,1.0000,1.0000,0.12968,0.00019,0.0007,0.00007,0.0000,1.0000,0.000,0.40391,4.0000,0.000003,-0.000000,0.000065,1,0.000065
0.3330,move->d,none,0.1483,0.000003,-0.025772,-0.543273,0.001050,1.598000,0.028110,1.066457,1.555735,-0.000000,-0.025779,-0.543234,0.001065,1.597936,0.028082,1.066449,1.555734,0.197068,-0.399505,0.379461,3.128657,-0.550019,-3.137965,-0.00001,0.00008,-0.00001,0.00005,0.00003,-0.00001,-0.00001,0.00008,-0.00001,0.00005,0.00003,-0.00001,-0.00037,0.00081,-0.00296,0.00133,0.01723,0.00121,0.014,0.0037,0.00000,0,0,0,0,0.131,1.033,0.429,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006085,0.001114,0.227,1.144,0.503,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002729,nan,nan,nan,0,0,0,,0,0,0,1.0000,1.0000,0.12968,0.00015,0.0007,0.00007,0.0000,0.9999,0.000,0.40391,4.0000,0.000003,-0.000000,0.000070,1,0.000070
0.3388,move->d,none,0.1533,0.000004,-0.025772,-0.543273,0.001050,1.598000,0.028110,1.066458,1.555735,-0.000000,-0.025813,-0.543234,0.001047,1.597971,0.028082,1.066414,1.555734,0.197071,-0.399516,0.379455,3.128645,-0.550018,-3.138009,-0.00002,0.00011,-0.00000,0.00003,0.00003,0.00009,-0.00002,0.00011,-0.00000,0.00003,0.00003,0.00009,0.00062,-0.00191,-0.00108,0.00162,-0.00004,-0.00865,0.020,0.0025,0.00000,0,0,0,0,0.139,1.037,0.430,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005845,0.001093,0.192,1.013,0.413,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000577,nan,nan,nan,0,0,0,,0,0,0,1.0000,1.0000,0.12968,0.00018,0.0008,0.00008,0.0000,0.9999,0.001,0.40391,4.0000,0.000004,-0.000000,0.000075,1,0.000075
0.3446,move->d,none,0.1583,0.000004,-0.025772,-0.543273,0.001050,1.598000,0.028110,1.066458,1.555735,-0.000000,-0.025779,-0.543234,0.001047,1.597971,0.028082,1.066396,1.555734,0.197075,-0.399509,0.379458,3.128646,-0.550001,-3.137975,-0.00003,0.00010,-0.00000,0.00003,0.00007,0.00002,-0.00003,0.00010,-0.00000,0.00003,0.00007,0.00002,0.00052,0.00109,0.00041,-0.00003,-0.00282,0.00555,0.019,0.0035,0.00000,0,0,0,0,0.134,1.025,0.426,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005769,0.000656,0.025,0.871,0.366,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.000610,nan,nan,nan,0,0,0,,0,0,0,1.0000,1.0000,0.12968,0.00021,0.0008,0.00008,0.0000,0.9999,0.001,0.40391,4.0000,0.000004,-0.000000,0.000080,1,0.000080
0.3508,move->d,none,0.1633,0.000005,-0.025772,-0.543274,0.001051,1.598000,0.028111,1.066458,1.555735,-0.000000,-0.025779,-0.543234,0.001030,1.597989,0.028065,1.066449,1.555734,0.197064,-0.399517,0.379444,3.128651,-0.550071,-3.138000,-0.00000,0.00012,0.00002,0.00004,-0.00007,0.00006,-0.00000,0.00012,0.00002,0.00004,-0.00007,0.00006,-0.00180,-0.00128,-0.00218,-0.00083,0.01131,-0.00361,0.019,0.0026,0.00000,0,0,0,0,0.134,1.022,0.425,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006210,0.000679,0.164,1.056,0.442,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002779,nan,nan,nan,0,0,0,,0,0,0,1.0000,1.0000,0.12968,0.00018,0.0009,0.00009,0.0000,0.9999,0.001,0.40391,4.0000,0.000005,-0.000000,0.000085,1,0.000085
0.3568,move->d,none,0.1683,0.000005,-0.025772,-0.543273,0.001051,1.598000,0.028110,1.066459,1.555736,-0.000000,-0.025761,-0.543286,0.001047,1.597971,0.028082,1.066396,1.555734,0.197067,-0.399506,0.379468,3.128648,-0.549949,-3.137959,-0.00001,0.00010,-0.00002,0.00003,0.00017,-0.00002,-0.00001,0.00010,-0.00002,0.00003,0.00017,-0.00002,0.00068,0.00205,0.00421,0.00067,-0.02168,0.00705,0.019,0.0036,0.00000,0,0,0,0,0.143,1.032,0.433,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005987,0.001022,0.236,1.156,0.518,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.003924,nan,nan,nan,0,0,0,,0,0,0,1.0000,1.0000,0.12968,0.00025,0.0009,0.00009,0.0000,0.9999,0.001,0.40391,4.0000,0.000005,-0.000000,0.000091,1,0.000091
