t_wall_s,phase,controller_mode,t_ref_s,q_cmd_0,q_cmd_1,q_cmd_2,q_cmd_3,q_cmd_4,q_cmd_5,q_cmd_6,q_cmd_7,q_meas_0,q_meas_1,q_meas_2,q_meas_3,q_meas_4,q_meas_5,q_meas_6,q_meas_7,pose_x,pose_y,pose_z,pose_rx,pose_ry,pose_rz,twist_vx,twist_vy,twist_vz,twist_wx,twist_wy,twist_wz,twist_requested_vx,twist_requested_vy,twist_requested_vz,twist_requested_wx,twist_requested_wy,twist_requested_wz,twist_achieved_vx,twist_achieved_vy,twist_achieved_vz,twist_achieved_wx,twist_achieved_wy,twist_achieved_wz,track_err_mm,follow_err_deg,slack_norm,n_cbf,vel_clamped,acc_clamped,pos_clamped,fx,fy,fz,instability_idx,damping_z_eff,damping_ke_z,damping_dimeas_z,damping_passivity_z,v_force_z,ke_est,f_des_z_eff,v_r_z,takeover,dt_actual_s,sensor_age_s,fx_raw_comp,fy_raw_comp,fz_raw_comp,fz_dot,fz_predicted,fz_error_predicted,vz_surface,vz_surface_raw,vz_surface_observed,vz_integral,vz_feedback,vz_unclamped,vz_achieved_tool,surface_confidence,passivity_scale,passivity_energy_j,contact_present,active_reference_reset,force_event_active,force_event_reason,force_event_count,sensor_stale,safety_stop,governor_scale,governor_scale_raw,sigma_min,qdot_norm,qdot_max_frac_vmax,qdot_ff_norm,arm_singularity_smooth,limit_activation,tcp_jump_mm,rail_ext_err_m,rail_ext_w,rail_target_sent_m,rail_meas_m,rail_vel_pin,plan_drives_rail,rail_qdot_ff
1.6548,move->d,none,1.2633,0.002052,-0.025808,-0.542440,0.001315,1.596393,0.027938,1.067006,1.556091,0.001919,-0.025779,-0.542623,0.001292,1.596889,0.027943,1.066850,1.555978,0.197163,-0.397545,0.379626,3.128699,-0.549991,-3.137979,0.00028,0.00480,0.00045,0.00012,0.00008,-0.00003,0.00028,0.00480,0.00045,0.00012,0.00008,-0.00003,0.00227,-0.00095,0.00533,0.00237,-0.01980,-0.00857,0.080,0.0275,0.00000,0,0,0,0,0.152,1.044,0.441,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005320,0.000735,0.122,0.976,0.417,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.005745,nan,nan,nan,0,0,0,,0,0,0,1.0000,1.0000,0.12959,0.00610,0.0465,0.00503,0.0000,0.9662,0.024,0.40188,4.0000,0.002052,0.001984,0.004649,1,0.004649
1.6604,move->d,none,1.2683,0.002075,-0.025808,-0.542432,0.001317,1.596378,0.027937,1.067012,1.556094,0.001984,-0.025761,-0.542536,0.001257,1.596906,0.027960,1.066885,1.555978,0.197167,-0.397482,0.379598,3.128656,-0.550129,-3.137959,0.00028,0.00476,0.00051,0.00004,-0.00019,-0.00002,0.00028,0.00476,0.00051,0.00004,-0.00019,-0.00002,0.00082,0.01204,-0.00530,0.00689,0.02637,-0.00057,0.057,0.0294,0.00000,0,0,0,0,0.158,1.048,0.441,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005583,0.001057,0.234,1.142,0.455,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.004221,nan,nan,nan,0,0,0,,0,0,0,1.0000,1.0000,0.12959,0.00605,0.0468,0.00507,0.0000,0.9658,0.024,0.40186,4.0000,0.002075,0.001984,0.004683,1,0.004683
1.6662,move->d,none,1.2733,0.002099,-0.025808,-0.542422,0.001319,1.596362,0.027936,1.067018,1.556098,0.001984,-0.025744,-0.542588,0.001309,1.596889,0.027960,1.066885,1.555944,0.197161,-0.397469,0.379614,3.128725,-0.550060,-3.137915,0.00030,0.00481,0.00049,0.00016,-0.00005,-0.00018,0.00030,0.00481,0.00049,0.00016,-0.00005,-0.00018,-0.00107,0.00246,0.00291,-0.01074,-0.01270,0.01478,0.058,0.0293,0.00000,0,0,0,0,0.161,1.053,0.444,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005799,0.001408,0.168,1.083,0.483,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.001898,nan,nan,nan,0,0,0,,0,0,0,1.0000,1.0000,0.12959,0.00616,0.0472,0.00511,0.0000,0.9654,0.024,0.40184,4.0000,0.002099,0.001984,0.004717,1,0.004717
1.6718,move->d,none,1.2783,0.002122,-0.025808,-0.542413,0.001323,1.596346,0.027934,1.067024,1.556102,0.001984,-0.025779,-0.542588,0.001292,1.596906,0.027943,1.066920,1.555996,0.197153,-0.397479,0.379603,3.128679,-0.550113,-3.137976,0.00032,0.00491,0.00052,0.00008,-0.00016,-0.00001,0.00032,0.00491,0.00052,0.00008,-0.00016,-0.00001,-0.00124,-0.00169,-0.00171,0.00620,0.00832,-0.01343,0.096,0.0312,0.00000,0,0,0,0,0.155,1.046,0.444,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005597,0.000673,0.062,0.927,0.422,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002092,nan,nan,nan,0,0,0,,0,0,0,1.0000,1.0000,0.12959,0.00628,0.0475,0.00515,0.0000,0.9650,0.025,0.40181,4.0000,0.002122,0.001984,0.004751,1,0.004751
1.6777,move->d,none,1.2833,0.002146,-0.025809,-0.542403,0.001328,1.596330,0.027932,1.067029,1.556108,0.001984,-0.025779,-0.542588,0.001292,1.596906,0.027943,1.066920,1.555996,0.197153,-0.397479,0.379603,3.128679,-0.550113,-3.137976,0.00032,0.00499,0.00052,0.00008,-0.00016,-0.00001,0.00032,0.00499,0.00052,0.00008,-0.00016,-0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.118,0.0321,0.00000,0,0,0,0,0.151,1.036,0.439,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005920,0.000697,0.138,0.985,0.394,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,0,0,0,,0,0,0,1.0000,1.0000,0.12959,0.00641,0.0478,0.00519,0.0000,0.9646,0.025,0.40179,4.0000,0.002146,0.001984,0.004784,1,0.004784
1.6835,move->d,none,1.2883,0.002171,-0.025809,-0.542393,0.001334,1.596313,0.027928,1.067035,1.556116,0.001984,-0.025779,-0.542571,0.001257,1.596889,0.027995,1.066902,1.555978,0.197161,-0.397477,0.379608,3.128622,-0.550093,-3.137941,0.00031,0.00507,0.00052,-0.00002,-0.00012,-0.00002,0.00031,0.00507,0.00052,-0.00002,-0.00012,-0.00002,0.00126,0.00038,0.00091,0.00855,-0.00336,0.00083,0.136,0.0321,0.00000,0,0,0,0,0.153,1.040,0.436,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005752,0.000779,0.208,1.136,0.432,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.001434,nan,nan,nan,0,0,0,,0,0,0,1.0000,1.0000,0.12959,0.00660,0.0482,0.00523,0.0000,0.9642,0.026,0.40177,4.0000,0.002171,0.002126,0.004818,1,0.004818
1.6895,move->d,none,1.2933,0.002195,-0.025809,-0.542383,0.001335,1.596296,0.027928,1.067041,1.556117,0.002126,-0.025779,-0.542571,0.001257,1.596889,0.027995,1.066902,1.555978,0.197161,-0.397335,0.379608,3.128622,-0.550093,-3.137941,0.00032,0.00487,0.00053,-0.00002,-0.00012,-0.00002,0.00032,0.00487,0.00053,-0.00002,-0.00012,-0.00002,0.00000,0.02663,0.00000,0.00000,0.00000,0.00000,0.049,0.0330,0.00000,0,0,0,0,0.154,1.048,0.439,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006038,0.001482,0.148,1.106,0.484,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000295,nan,nan,nan,0,0,0,,0,0,0,1.0000,1.0000,0.12958,0.00634,0.0485,0.00527,0.0000,0.9638,0.025,0.40174,4.0000,0.002195,0.002126,0.004853,1,0.004853
1.6952,move->d,none,1.2983,0.002219,-0.025809,-0.542373,0.001336,1.596280,0.027927,1.067048,1.556119,0.002126,-0.025779,-0.542571,0.001344,1.596802,0.027943,1.066902,1.555944,0.197168,-0.397329,0.379636,3.128766,-0.550009,-3.137949,0.00031,0.00494,0.00048,0.00023,0.00005,-0.00016,0.00031,0.00494,0.00048,0.00023,0.00005,-0.00016,0.00109,0.00092,0.00443,-0.01920,-0.01335,0.01053,0.037,0.0289,0.00000,0,0,0,0,0.145,1.039,0.437,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005692,0.000788,0.034,0.895,0.397,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.004334,nan,nan,nan,0,0,0,,0,0,0,1.0000,1.0000,0.12958,0.00633,0.0489,0.00530,0.0000,0.9634,0.025,0.40172,4.0000,0.002219,0.002126,0.004887,1,0.004887
1.7010,move->d,none,1.3033,0.002244,-0.025810,-0.542363,0.001338,1.596264,0.027926,1.067054,1.556123,0.002126,-0.025779,-0.542571,0.001344,1.596802,0.027943,1.066902,1.555944,0.197168,-0.397329,0.379636,3.128766,-0.550009,-3.137949,0.00031,0.00502,0.00049,0.00023,0.00005,-0.00016,0.00031,0.00502,0.00049,0.00023,0.00005,-0.00016,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.059,0.0299,0.00000,0,0,0,0,0.136,1.031,0.432,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005775,0.001202,0.102,0.992,0.391,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000000,nan,nan,nan,0,0,0,,0,0,0,1.0000,1.0000,0.12958,0.00643,0.0492,0.00534,0.0000,0.9630,0.025,0.40169,4.0000,0.002244,0.002126,0.004921,1,0.004921
1.7069,move->d,none,1.3083,0.002269,-0.025810,-0.542353,0.001342,1.596247,0.027924,1.067060,1.556129,0.002126,-0.025779,-0.542536,0.001292,1.596819,0.027960,1.066955,1.555944,0.197161,-0.397337,0.379616,3.128714,-0.550112,-3.137957,0.00033,0.00512,0.00053,0.00014,-0.00016,-0.00009,0.00033,0.00512,0.00053,0.00014,-0.00016,-0.00009,-0.00105,-0.00142,-0.00340,0.00748,0.01757,-0.00593,0.099,0.0318,0.00000,0,0,0,0,0.134,1.024,0.433,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005851,0.001146,0.157,0.999,0.468,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.003433,nan,nan,nan,0,0,0,,0,0,0,1.0000,1.0000,0.12958,0.00656,0.0496,0.00538,0.0000,0.9626,0.026,0.40167,4.0000,0.002269,0.002126,0.004955,1,0.004955
1.7125,move->d,none,1.3133,0.002294,-0.025810,-0.542343,0.001347,1.596230,0.027922,1.067066,1.556135,0.002126,-0.025761,-0.542536,0.001292,1.596819,0.027943,1.066972,1.555978,0.197158,-0.397335,0.379614,3.128696,-0.550130,-3.137957,0.00034,0.00520,0.00055,0.00011,-0.00019,-0.00007,0.00034,0.00520,0.00055,0.00011,-0.00019,-0.00007,-0.00054,0.00037,-0.00043,0.00243,0.00295,-0.00148,0.122,0.0328,0.00000,0,0,0,0,0.126,1.014,0.430,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005635,0.000716,0.046,0.943,0.395,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000651,nan,nan,nan,0,0,0,,0,0,0,1.0000,1.0000,0.12958,0.00668,0.0499,0.00542,0.0000,0.9622,0.026,0.40164,4.0000,0.002294,0.002256,0.004990,1,0.004990
1.7191,move->d,none,1.3183,0.002319,-0.025810,-0.542333,0.001348,1.596213,0.027921,1.067072,1.556136,0.002256,-0.025761,-0.542466,0.001257,1.596802,0.027943,1.066955,1.555996,0.197172,-0.397212,0.379608,3.128656,-0.550164,-3.137976,0.00032,0.00504,0.00057,0.00004,-0.00026,0.00001,0.00032,0.00504,0.00057,0.00004,-0.00026,0.00001,0.00239,0.02057,-0.00089,0.00570,0.00577,-0.00660,0.057,0.0327,0.00000,0,0,0,0,0.116,1.006,0.426,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006560,0.001351,0.075,0.987,0.408,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.000260,nan,nan,nan,0,0,0,,0,0,0,1.0000,1.0000,0.12958,0.00649,0.0502,0.00546,0.0000,0.9618,0.025,0.40162,4.0000,0.002319,0.002256,0.005025,1,0.005025
1.7251,move->d,none,1.3233,0.002344,-0.025811,-0.542323,0.001349,1.596196,0.027921,1.067078,1.556138,0.002256,-0.025709,-0.542501,0.001292,1.596802,0.027943,1.066902,1.555978,0.197177,-0.397195,0.379623,3.128697,-0.550078,-3.137907,0.00031,0.00509,0.00054,0.00011,-0.00009,-0.00017,0.00031,0.00509,0.00054,0.00011,-0.00009,-0.00017,0.00078,0.00282,0.00237,-0.00564,-0.01425,0.01480,0.047,0.0337,0.00000,0,0,0,0,0.121,1.013,0.431,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006036,0.001254,0.223,1.133,0.504,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.002400,nan,nan,nan,0,0,0,,0,0,0,1.0000,1.0000,0.12958,0.00662,0.0506,0.00550,0.0000,0.9614,0.026,0.40159,4.0000,0.002344,0.002256,0.005059,1,0.005059
1.7319,move->d,none,1.3283,0.002369,-0.025811,-0.542313,0.001351,1.596179,0.027919,1.067085,1.556142,0.002256,-0.025744,-0.542466,0.001292,1.596802,0.027908,1.066920,1.555978,0.197179,-0.397210,0.379613,3.128731,-0.550131,-3.137976,0.00031,0.00521,0.00057,0.00017,-0.00020,-0.00007,0.00031,0.00521,0.00057,0.00017,-0.00020,-0.00007,0.00023,-0.00217,-0.00139,-0.00423,0.00767,-0.00748,0.081,0.0347,0.00000,0,0,0,0,0.127,1.020,0.438,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006809,0.001154,0.147,1.042,0.464,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001041,nan,nan,nan,0,0,0,,0,0,0,1.0000,1.0000,0.12958,0.00669,0.0509,0.00554,0.0000,0.9609,0.026,0.40157,4.0000,0.002369,0.002256,0.005094,1,0.005094
1.7384,move->d,none,1.3333,0.002395,-0.025811,-0.542303,0.001355,1.596161,0.027918,1.067091,1.556147,0.002256,-0.025761,-0.542518,0.001257,1.596749,0.027960,1.066972,1.555944,0.197166,-0.397212,0.379633,3.128694,-0.550077,-3.137959,0.00034,0.00530,0.00054,0.00011,-0.00009,-0.00006,0.00034,0.00530,0.00054,0.00011,-0.00009,-0.00006,-0.00187,-0.00031,0.00300,0.00472,-0.00804,-0.00029,0.098,0.0327,0.00000,0,0,0,0,0.122,1.011,0.436,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006511,0.000939,0.055,0.892,0.391,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.001583,nan,nan,nan,0,0,0,,0,0,0,1.0000,1.0000,0.12958,0.00679,0.0513,0.00558,0.0000,0.9605,0.027,0.40154,4.0000,0.002395,0.002256,0.005129,1,0.005129
1.7450,move->d,none,1.3383,0.002421,-0.025811,-0.542293,0.001361,1.596144,0.027915,1.067098,1.556153,0.002256,-0.025761,-0.542466,0.001257,1.596714,0.027943,1.066920,1.555978,0.197186,-0.397214,0.379642,3.128677,-0.550042,-3.137978,0.00031,0.00539,0.00053,0.00008,-0.00002,-0.00001,0.00031,0.00539,0.00053,0.00008,-0.00002,-0.00001,0.00286,-0.00026,0.00128,0.00211,-0.00500,-0.00408,0.119,0.0317,0.00000,0,0,0,0,0.140,1.025,0.437,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006639,0.000708,0.312,1.194,0.461,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.002588,nan,nan,nan,0,0,0,,0,0,0,1.0000,1.0000,0.12958,0.00689,0.0516,0.00563,0.0000,0.9601,0.027,0.40152,4.0000,0.002421,0.002452,0.005164,1,0.005164
1.7509,move->d,none,1.3433,0.002447,-0.025811,-0.542282,0.001358,1.596127,0.027917,1.067105,1.556150,0.002452,-0.025761,-0.542466,0.001257,1.596714,0.027943,1.066920,1.555978,0.197186,-0.397018,0.379642,3.128677,-0.550042,-3.137978,0.00031,0.00508,0.00054,0.00008,-0.00002,-0.00001,0.00031,0.00508,0.00054,0.00008,-0.00002,-0.00001,0.00286,-0.00026,0.00128,0.00211,-0.00500,-0.00408,0.064,0.0327,0.00000,0,0,0,0,0.162,1.045,0.440,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005878,0.006515,0.312,1.194,0.461,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.002588,nan,nan,nan,0,0,0,,0,0,0,1.0000,1.0000,0.12957,0.00681,0.0520,0.00567,0.0000,0.9597,0.026,0.40149,4.0000,0.002447,0.002452,0.005199,1,0.005199
1.7566,move->d,none,1.3483,0.002473,-0.025811,-0.542271,0.001356,1.596108,0.027918,1.067112,1.556149,0.002452,-0.025761,-0.542518,0.001292,1.596749,0.027943,1.066972,1.555978,0.197166,-0.397009,0.379633,3.128698,-0.550078,-3.137958,0.00036,0.00515,0.00056,0.00011,-0.00009,-0.00007,0.00036,0.00515,0.00056,0.00011,-0.00009,-0.00007,-0.00170,0.01770,-0.00077,-0.00155,0.00305,0.00269,0.065,0.0357,0.00000,0,0,0,0,0.172,1.052,0.442,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005705,0.000703,0.158,0.997,0.445,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001742,nan,nan,nan,0,0,0,,0,0,0,1.0000,1.0000,0.12957,0.00689,0.0523,0.00571,0.0000,0.9592,0.026,0.40147,4.0000,0.002473,0.002452,0.005234,1,0.005234
1.7624,move->d,none,1.3533,0.002499,-0.025811,-0.542260,0.001355,1.596090,0.027918,1.067118,1.556149,0.002452,-0.025761,-0.542536,0.001292,1.596749,0.027943,1.066990,1.555996,0.197160,-0.397008,0.379634,3.128681,-0.550078,-3.137958,0.00038,0.00524,0.00057,0.00008,-0.00009,-0.00005,0.00038,0.00524,0.00057,0.00008,-0.00009,-0.00005,-0.00110,0.00030,0.00017,0.00286,0.00001,-0.00170,0.060,0.0367,0.00000,0,0,0,0,0.169,1.044,0.440,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005744,0.001357,0.059,0.913,0.412,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000430,nan,nan,nan,0,0,0,,0,0,0,1.0000,1.0000,0.12957,0.00694,0.0527,0.00575,0.0000,0.9588,0.026,0.40144,4.0000,0.002499,0.002452,0.005269,1,0.005269
1.7683,move->d,none,1.3583,0.002526,-0.025811,-0.542249,0.001356,1.596072,0.027918,1.067125,1.556150,0.002452,-0.025761,-0.542466,0.001292,1.596680,0.027908,1.066990,1.556031,0.197176,-0.397014,0.379643,3.128681,-0.550079,-3.137993,0.00035,0.00534,0.00056,0.00009,-0.00009,0.00002,0.00035,0.00534,0.00056,0.00009,-0.00009,0.00002,0.00235,-0.00088,0.00141,-0.00008,0.00014,-0.00548,0.049,0.0338,0.00000,0,0,0,0,0.163,1.037,0.438,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005949,0.000833,0.121,1.017,0.428,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.002436,nan,nan,nan,0,0,0,,0,0,0,1.0000,1.0000,0.12957,0.00689,0.0530,0.00579,0.0000,0.9583,0.027,0.40141,4.0000,0.002526,0.002452,0.005304,1,0.005304
1.7739,move->d,none,1.3633,0.002553,-0.025812,-0.542238,0.001358,1.596054,0.027917,1.067132,1.556153,0.002452,-0.025761,-0.542448,0.001292,1.596714,0.027943,1.066955,1.555996,0.197182,-0.397008,0.379634,3.128680,-0.550095,-3.137958,0.00034,0.00542,0.00059,0.00008,-0.00013,-0.00005,0.00034,0.00542,0.00059,0.00008,-0.00013,-0.00005,0.00108,0.00090,-0.00170,0.00027,0.00291,0.00607,0.067,0.0368,0.00000,0,0,0,0,0.163,1.037,0.440,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005553,0.000666,0.200,1.074,0.473,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000894,nan,nan,nan,0,0,0,,0,0,0,1.0000,1.0000,0.12957,0.00703,0.0534,0.00583,0.0000,0.9579,0.027,0.40139,4.0000,0.002553,0.002452,0.005340,1,0.005340
1.7799,move->d,none,1.3683,0.002579,-0.025812,-0.542227,0.001361,1.596036,0.027915,1.067138,1.556156,0.002452,-0.025761,-0.542448,0.001309,1.596645,0.027943,1.066990,1.556031,0.197181,-0.397001,0.379651,3.128657,-0.550061,-3.137948,0.00035,0.00549,0.00056,0.00004,-0.00006,-0.00005,0.00035,0.00549,0.00056,0.00004,-0.00006,-0.00005,-0.00014,0.00127,0.00321,0.00349,-0.00622,-0.00044,0.073,0.0339,0.00000,0,0,0,0,0.158,1.035,0.437,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006042,0.001200,0.110,1.020,0.397,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.002649,nan,nan,nan,0,0,0,,0,0,0,1.0000,1.0000,0.12957,0.00705,0.0538,0.00587,0.0000,0.9575,0.028,0.40136,4.0000,0.002579,0.002627,0.005375,1,0.005375
1.7865,move->d,none,1.3733,0.002607,-0.025812,-0.542216,0.001357,1.596017,0.027918,1.067145,1.556152,0.002627,-0.025779,-0.542431,0.001309,1.596627,0.027943,1.066990,1.555996,0.197185,-0.396832,0.379654,3.128692,-0.550061,-3.137966,0.00035,0.00524,0.00056,0.00010,-0.00006,-0.00005,0.00035,0.00524,0.00056,0.00010,-0.00006,-0.00005,0.00054,0.02410,0.00032,-0.00423,-0.00002,0.00011,0.091,0.0339,0.00000,0,0,0,0,0.147,1.028,0.432,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006626,0.000793,0.071,0.973,0.403,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.000295,nan,nan,nan,0,0,0,,0,0,0,1.0000,1.0000,0.12957,0.00714,0.0541,0.00591,0.0000,0.9570,0.026,0.40133,4.0000,0.002607,0.002627,0.005411,1,0.005411
1.7932,move->d,none,1.3783,0.002634,-0.025812,-0.542205,0.001354,1.595999,0.027919,1.067152,1.556150,0.002627,-0.025761,-0.542396,0.001292,1.596627,0.027960,1.066990,1.556031,0.197190,-0.396826,0.379647,3.128627,-0.550095,-3.137939,0.00034,0.00532,0.00058,-0.00001,-0.00013,-0.00003,0.00034,0.00532,0.00058,-0.00001,-0.00013,-0.00003,0.00074,0.00090,-0.00102,0.00828,0.00520,-0.00107,0.077,0.0349,0.00000,0,0,0,0,0.144,1.024,0.435,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006652,0.000808,0.174,1.026,0.481,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000490,nan,nan,nan,0,0,0,,0,0,0,1.0000,1.0000,0.12957,0.00712,0.0545,0.00595,0.0000,0.9566,0.027,0.40131,4.0000,0.002634,0.002627,0.005446,1,0.005446
1.7994,move->d,none,1.3833,0.002661,-0.025812,-0.542194,0.001353,1.595981,0.027919,1.067159,1.556148,0.002627,-0.025744,-0.542379,0.001292,1.596575,0.027960,1.066990,1.556031,0.197196,-0.396823,0.379661,3.128629,-0.550060,-3.137922,0.00033,0.00540,0.00056,-0.00001,-0.00006,-0.00007,0.00033,0.00540,0.00056,-0.00001,-0.00006,-0.00007,0.00119,0.00059,0.00248,-0.00015,-0.00628,0.00314,0.050,0.0330,0.00000,0,0,0,0,0.149,1.029,0.438,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006164,0.001399,0.211,1.097,0.459,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.002729,nan,nan,nan,0,0,0,,0,0,0,1.0000,1.0000,0.12957,0.00709,0.0548,0.00600,0.0000,0.9561,0.027,0.40128,4.0000,0.002661,0.002627,0.005482,1,0.005482
1.8052,move->d,none,1.3883,0.002689,-0.025812,-0.542183,0.001353,1.595962,0.027919,1.067167,1.556149,0.002627,-0.025761,-0.542379,0.001257,1.596610,0.027943,1.066990,1.556031,0.197193,-0.396839,0.379649,3.128624,-0.550095,-3.137976,0.00034,0.00553,0.00060,-0.00001,-0.00013,0.00004,0.00034,0.00553,0.00060,-0.00001,-0.00013,0.00004,-0.00044,-0.00244,-0.00177,0.00057,0.00536,-0.00863,0.049,0.0360,0.00000,0,0,0,0,0.148,1.029,0.438,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005829,0.000744,0.104,1.003,0.422,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.001711,nan,nan,nan,0,0,0,,0,0,0,1.0000,1.0000,0.12956,0.00718,0.0552,0.00604,0.0000,0.9556,0.028,0.40125,4.0000,0.002689,0.002627,0.005518,1,0.005518
1.8108,move->d,none,1.3933,0.002717,-0.025812,-0.542172,0.001355,1.595943,0.027918,1.067173,1.556150,0.002627,-0.025779,-0.542344,0.001257,1.596610,0.027943,1.067025,1.556031,0.197192,-0.396842,0.379637,3.128622,-0.550164,-3.137992,0.00035,0.00562,0.00063,-0.00002,-0.00027,0.00008,0.00035,0.00562,0.00063,-0.00002,-0.00027,0.00008,-0.00029,-0.00064,-0.00227,0.00024,0.01319,-0.00314,0.074,0.0371,0.00000,0,0,0,0,0.147,1.029,0.438,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005574,0.001006,0.152,1.030,0.430,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002079,nan,nan,nan,0,0,0,,0,0,0,1.0000,1.0000,0.12956,0.00723,0.0555,0.00608,0.0000,0.9552,0.028,0.40122,4.0000,0.002717,0.002627,0.005554,1,0.005554
1.8169,move->d,none,1.3983,0.002744,-0.025812,-0.542162,0.001357,1.595924,0.027917,1.067180,1.556154,0.002627,-0.025744,-0.542309,0.001309,1.596575,0.027943,1.067025,1.556048,0.197200,-0.396821,0.379642,3.128636,-0.550165,-3.137928,0.00034,0.00567,0.00063,0.00001,-0.00027,-0.00006,0.00034,0.00567,0.00063,0.00001,-0.00027,-0.00006,0.00500,0.01343,0.00290,-0.00786,0.00049,0.04587,0.075,0.0362,0.00000,0,0,0,0,0.148,1.029,0.437,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.006163,0.005630,0.152,1.030,0.430,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.004942,nan,nan,nan,0,0,0,,0,0,0,1.0000,1.0000,0.12956,0.00728,0.0559,0.00612,0.0000,0.9547,0.029,0.40120,4.0000,0.002744,0.002627,0.005590,1,0.005590
1.8228,move->d,none,1.4033,0.002773,-0.025813,-0.542151,0.001361,1.595904,0.027915,1.067188,1.556158,0.002627,-0.025744,-0.542309,0.001309,1.596575,0.027943,1.067025,1.556048,0.197200,-0.396821,0.379642,3.128636,-0.550165,-3.137928,0.00035,0.00577,0.00064,0.00001,-0.00027,-0.00006,0.00035,0.00577,0.00064,0.00001,-0.00027,-0.00006,0.00500,0.01343,0.00290,-0.00786,0.00049,0.04587,0.096,0.0373,0.00000,0,0,0,0,0.148,1.030,0.436,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.005878,0.011430,0.152,1.030,0.430,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.004942,nan,nan,nan,0,0,0,,0,0,0,1.0000,1.0000,0.12956,0.00740,0.0563,0.00616,0.0000,0.9543,0.029,0.40117,4.0000,0.002773,0.002627,0.005626,1,0.005626
