t_wall_s,phase,controller_mode,t_ref_s,q_cmd_0,q_cmd_1,q_cmd_2,q_cmd_3,q_cmd_4,q_cmd_5,q_cmd_6,q_cmd_7,q_meas_0,q_meas_1,q_meas_2,q_meas_3,q_meas_4,q_meas_5,q_meas_6,q_meas_7,pose_x,pose_y,pose_z,pose_rx,pose_ry,pose_rz,twist_vx,twist_vy,twist_vz,twist_wx,twist_wy,twist_wz,twist_requested_vx,twist_requested_vy,twist_requested_vz,twist_requested_wx,twist_requested_wy,twist_requested_wz,twist_achieved_vx,twist_achieved_vy,twist_achieved_vz,twist_achieved_wx,twist_achieved_wy,twist_achieved_wz,track_err_mm,follow_err_deg,slack_norm,n_cbf,vel_clamped,acc_clamped,pos_clamped,fx,fy,fz,instability_idx,damping_z_eff,damping_ke_z,damping_dimeas_z,v_force_z,ke_est,f_des_z_eff,v_r_z,force_reference_scale_n,force_reference_drive,force_reference_gate_scale,force_reference_accel_m_s2,force_reference_reversal_reset,mass_z_eff,takeover,dt_actual_s,sensor_age_s,fx_raw_comp,fy_raw_comp,fz_raw_comp,vz_achieved_tool,contact_present,governor_scale,governor_scale_raw,sigma_min,qdot_norm,qdot_max_frac_vmax,qdot_ff_norm,arm_singularity_smooth,limit_activation,tcp_jump_mm,rail_ext_err_m,rail_ext_w,rail_target_sent_m,rail_meas_m,rail_vel_pin,plan_drives_rail,rail_qdot_ff
0.0588,move->d,none,0.0054,0.482570,-0.145649,-0.694434,-0.039292,1.841772,0.166747,0.990548,1.375366,0.482348,-0.145630,-0.694414,-0.039270,1.841846,0.166714,0.990457,1.375354,0.172708,0.072017,0.339476,3.128956,-0.550692,-3.138120,-0.00002,0.00044,0.00003,0.00010,-0.00002,-0.00003,-0.00002,0.00044,0.00003,0.00010,-0.00002,-0.00003,0.00181,-0.03350,0.00050,-0.00600,-0.00368,0.00531,0.223,0.0127,0.00000,0,0,0,0,0.357,1.278,0.209,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005753,0.000984,0.339,1.243,0.238,-0.001731,0,0.1930,1.0000,0.14174,0.00313,0.0014,0.00000,0.0000,0.0000,0.002,-0.07866,4.0000,0.482570,0.482348,-0.000000,1,-0.000000
0.0643,move->d,none,0.0064,0.482570,-0.145651,-0.694435,-0.039280,1.841772,0.166745,0.990547,1.375377,0.482348,-0.145648,-0.694432,-0.039340,1.841828,0.166766,0.990544,1.375372,0.172692,0.072018,0.339474,3.128828,-0.550727,-3.138097,0.00001,0.00044,0.00003,-0.00012,-0.00009,0.00005,0.00001,0.00044,0.00003,-0.00012,-0.00009,0.00005,-0.00274,0.00005,-0.00028,0.01930,0.00629,-0.00772,0.223,0.0127,0.00000,0,0,0,0,0.351,1.276,0.207,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005547,0.000860,0.381,1.259,0.220,0.001674,0,0.2115,1.0000,0.14174,0.00319,0.0015,0.00000,0.0000,0.0000,0.002,-0.07866,4.0000,0.482570,0.482348,-0.000001,1,-0.000001
0.0699,move->d,none,0.0076,0.482570,-0.145653,-0.694437,-0.039269,1.841772,0.166742,0.990547,1.375388,0.482348,-0.145630,-0.694414,-0.039305,1.841846,0.166766,0.990509,1.375354,0.172699,0.072025,0.339470,3.128869,-0.550731,-3.138070,-0.00000,0.00043,0.00004,-0.00005,-0.00010,-0.00004,-0.00000,0.00043,0.00004,-0.00005,-0.00010,-0.00004,0.00122,0.00121,-0.00072,-0.00602,0.00059,0.00820,0.216,0.0127,0.00000,0,0,0,0,0.347,1.274,0.206,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005573,0.000610,0.330,1.263,0.188,-0.000013,0,0.2301,1.0000,0.14174,0.00318,0.0014,0.00001,0.0000,0.0000,0.002,-0.07866,4.0000,0.482570,0.482348,-0.000001,1,-0.000001
0.0754,move->d,none,0.0088,0.482570,-0.145655,-0.694439,-0.039258,1.841772,0.166740,0.990547,1.375399,0.482348,-0.145630,-0.694432,-0.039340,1.841846,0.166749,0.990509,1.375354,0.172696,0.072014,0.339473,3.128864,-0.550713,-3.138102,0.00000,0.00045,0.00004,-0.00006,-0.00006,0.00003,0.00000,0.00045,0.00004,-0.00006,-0.00006,0.00003,-0.00057,-0.00211,0.00058,0.00079,-0.00353,-0.00684,0.226,0.0127,0.00000,0,0,0,0,0.344,1.272,0.205,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005553,0.001188,0.372,1.262,0.217,-0.000218,0,0.2486,1.0000,0.14174,0.00323,0.0015,0.00001,0.0000,0.0000,0.002,-0.07866,4.0000,0.482570,0.482348,-0.000001,1,-0.000001
0.0810,move->d,none,0.0102,0.482570,-0.145657,-0.694440,-0.039246,1.841772,0.166738,0.990547,1.375409,0.482348,-0.145648,-0.694414,-0.039340,1.841846,0.166696,0.990509,1.375354,0.172696,0.071999,0.339469,3.128916,-0.550739,-3.138168,0.00000,0.00048,0.00005,0.00003,-0.00011,0.00011,0.00000,0.00048,0.00005,0.00003,-0.00011,0.00011,-0.00001,-0.00242,-0.00071,-0.00715,0.00421,-0.00627,0.241,0.0127,0.00000,0,0,0,0,0.342,1.271,0.205,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005593,0.000578,0.372,1.289,0.256,0.000581,0,0.2672,1.0000,0.14174,0.00322,0.0015,0.00002,0.0000,0.0000,0.002,-0.07866,4.0000,0.482570,0.481745,-0.000002,1,-0.000002
0.0864,move->d,none,0.0116,0.482570,-0.145664,-0.694446,-0.039205,1.841773,0.166730,0.990545,1.375450,0.481745,-0.145630,-0.694414,-0.039322,1.841828,0.166749,0.990509,1.375354,0.172700,0.071413,0.339476,3.128878,-0.550715,-3.138096,-0.00000,0.00165,0.00003,-0.00004,-0.00007,0.00000,-0.00000,0.00165,0.00003,-0.00004,-0.00007,0.00000,0.00076,-0.11828,0.00143,0.00663,-0.00494,0.01049,0.826,0.0473,0.00000,0,0,0,0,0.341,1.269,0.205,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005342,0.000964,0.292,1.181,0.170,-0.002898,0,0.2850,1.0000,0.14174,0.01183,0.0053,0.00002,0.0000,0.0000,0.008,-0.07866,4.0000,0.482570,0.481745,-0.000003,1,-0.000003
0.0923,move->d,none,0.0131,0.482570,-0.145671,-0.694451,-0.039163,1.841774,0.166722,0.990544,1.375490,0.481745,-0.145630,-0.694432,-0.039340,1.841828,0.166714,0.990492,1.375372,0.172700,0.071403,0.339481,3.128889,-0.550685,-3.138142,-0.00000,0.00167,0.00002,-0.00002,-0.00001,0.00008,-0.00000,0.00167,0.00002,-0.00002,-0.00001,0.00008,0.00001,-0.00167,0.00076,-0.00156,-0.00480,-0.00639,0.836,0.0473,0.00000,0,0,0,0,0.340,1.267,0.205,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005896,0.000606,0.312,1.316,0.178,-0.000675,0,0.3047,1.0000,0.14174,0.01181,0.0053,0.00004,0.0000,0.0000,0.008,-0.07866,4.0000,0.482570,0.481745,-0.000004,1,-0.000004
0.0979,move->d,none,0.0147,0.482570,-0.145678,-0.694456,-0.039122,1.841775,0.166713,0.990543,1.375530,0.481745,-0.145648,-0.694449,-0.039305,1.841846,0.166749,0.990492,1.375354,0.172698,0.071414,0.339478,3.128895,-0.550682,-3.138112,0.00000,0.00165,0.00003,-0.00001,-0.00000,0.00001,0.00000,0.00165,0.00003,-0.00001,-0.00000,0.00001,-0.00034,0.00195,-0.00040,-0.00092,-0.00051,0.00591,0.825,0.0473,0.00000,0,0,0,0,0.338,1.266,0.205,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005654,0.000650,0.340,1.325,0.230,0.000540,0,0.3235,1.0000,0.14174,0.01177,0.0053,0.00006,0.0000,0.0000,0.008,-0.07866,4.0000,0.482570,0.481745,-0.000005,1,-0.000005
0.1038,move->d,none,0.0164,0.482570,-0.145686,-0.694462,-0.039080,1.841776,0.166705,0.990542,1.375570,0.481745,-0.145648,-0.694414,-0.039305,1.841846,0.166749,0.990509,1.375354,0.172698,0.071414,0.339470,3.128887,-0.550734,-3.138105,0.00000,0.00164,0.00005,-0.00002,-0.00010,0.00001,0.00000,0.00164,0.00005,-0.00002,-0.00010,0.00001,0.00005,0.00005,-0.00162,0.00131,0.00982,0.00058,0.825,0.0473,0.00000,0,0,0,0,0.336,1.267,0.205,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005885,0.001268,0.346,1.287,0.236,0.001354,0,0.3431,1.0000,0.14174,0.01177,0.0053,0.00008,0.0000,0.0000,0.008,-0.07866,4.0000,0.482570,0.481583,-0.000006,1,-0.000006
0.1099,move->d,none,0.0183,0.482570,-0.145694,-0.694469,-0.039031,1.841778,0.166695,0.990540,1.375618,0.481583,-0.145630,-0.694414,-0.039305,1.841846,0.166766,0.990509,1.375354,0.172699,0.071259,0.339470,3.128869,-0.550731,-3.138070,0.00000,0.00195,0.00005,-0.00005,-0.00010,-0.00004,0.00000,0.00195,0.00005,-0.00005,-0.00010,-0.00004,0.00011,-0.02493,0.00007,0.00251,-0.00048,0.00396,0.980,0.0566,0.00000,0,0,0,0,0.335,1.268,0.206,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.006055,0.001107,0.309,1.277,0.237,-0.000394,0,0.3633,1.0000,0.14174,0.01411,0.0063,0.00011,0.0000,0.0000,0.010,-0.07866,4.0000,0.482570,0.481583,-0.000008,1,-0.000008
0.1153,move->d,none,0.0202,0.482570,-0.145703,-0.694475,-0.038981,1.841780,0.166685,0.990538,1.375666,0.481583,-0.145630,-0.694414,-0.039322,1.841759,0.166766,0.990509,1.375354,0.172707,0.071253,0.339500,3.128874,-0.550643,-3.138089,-0.00001,0.00196,-0.00001,-0.00005,0.00008,-0.00001,-0.00001,0.00196,-0.00001,-0.00005,0.00008,-0.00001,0.00149,-0.00105,0.00546,-0.00078,-0.01624,-0.00290,0.986,0.0566,0.00000,0,0,0,0,0.334,1.270,0.208,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005442,0.001147,0.368,1.338,0.278,-0.005444,0,0.3815,1.0000,0.14174,0.01413,0.0063,0.00014,0.0000,0.0000,0.010,-0.07866,4.0000,0.482570,0.481583,-0.000011,1,-0.000011
0.1207,move->d,none,0.0222,0.482570,-0.145712,-0.694482,-0.038932,1.841781,0.166676,0.990537,1.375714,0.481583,-0.145648,-0.694379,-0.039270,1.841794,0.166766,0.990509,1.375320,0.172708,0.071258,0.339481,3.128934,-0.550717,-3.138079,-0.00001,0.00195,0.00003,0.00006,-0.00007,-0.00009,-0.00001,0.00195,0.00003,0.00006,-0.00007,-0.00009,0.00014,0.00086,-0.00325,-0.00921,0.01311,0.00747,0.981,0.0566,0.00000,0,0,0,0,0.334,1.273,0.210,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005391,0.000925,0.376,1.279,0.196,0.002704,0,0.3994,1.0000,0.14174,0.01409,0.0063,0.00018,0.0000,0.0000,0.010,-0.07866,4.0000,0.482570,0.481583,-0.000014,1,-0.000014
0.1270,move->d,none,0.0243,0.482569,-0.145721,-0.694488,-0.038883,1.841782,0.166666,0.990535,1.375762,0.481583,-0.145630,-0.694432,-0.039252,1.841863,0.166766,0.990509,1.375372,0.172697,0.071271,0.339467,3.128890,-0.550735,-3.138050,0.00001,0.00192,0.00007,-0.00002,-0.00011,-0.00010,0.00001,0.00192,0.00007,-0.00002,-0.00011,-0.00010,-0.00199,0.00231,-0.00255,0.00671,0.00329,0.00092,0.968,0.0565,0.00000,0,0,0,0,0.334,1.275,0.213,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.006282,0.001558,0.258,1.179,0.195,0.003240,0,0.4204,1.0000,0.14174,0.01401,0.0062,0.00021,0.0000,0.0000,0.010,-0.07866,4.0000,0.482569,0.481583,-0.000018,1,-0.000018
0.1329,move->d,none,0.0265,0.482569,-0.145729,-0.694494,-0.038834,1.841783,0.166656,0.990533,1.375810,0.481583,-0.145665,-0.694432,-0.039235,1.841846,0.166714,0.990509,1.375354,0.172697,0.071255,0.339471,3.128979,-0.550729,-3.138131,0.00001,0.00195,0.00006,0.00013,-0.00009,-0.00003,0.00001,0.00195,0.00006,0.00013,-0.00009,-0.00003,-0.00000,-0.00255,0.00067,-0.01190,-0.00105,-0.00538,0.984,0.0565,0.00000,0,0,0,0,0.333,1.275,0.214,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005909,0.001073,0.296,1.317,0.170,-0.000602,0,0.4401,1.0000,0.14174,0.01397,0.0062,0.00025,0.0000,0.0000,0.010,-0.07866,4.0000,0.482569,0.481730,-0.000022,1,-0.000022
0.1398,move->d,none,0.0288,0.482569,-0.145737,-0.694499,-0.038794,1.841783,0.166648,0.990532,1.375850,0.481730,-0.145630,-0.694449,-0.039148,1.841863,0.166749,0.990509,1.375389,0.172696,0.071437,0.339468,3.128971,-0.550731,-3.138028,0.00002,0.00158,0.00007,0.00012,-0.00010,-0.00023,0.00002,0.00158,0.00007,0.00012,-0.00010,-0.00023,-0.00007,0.02722,-0.00041,0.00094,0.00032,0.01475,0.802,0.0481,0.00000,0,0,0,0,0.331,1.276,0.214,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.006893,0.001288,0.391,1.358,0.200,0.000675,0,0.4630,1.0000,0.14174,0.01175,0.0052,0.00030,0.0000,0.0000,0.008,-0.07866,4.0000,0.482569,0.481730,-0.000028,1,-0.000028
0.1452,move->d,none,0.0312,0.482569,-0.145744,-0.694504,-0.038753,1.841784,0.166640,0.990531,1.375891,0.481730,-0.145665,-0.694414,-0.039130,1.841846,0.166749,0.990544,1.375354,0.172695,0.071432,0.339463,3.129012,-0.550784,-3.138047,0.00003,0.00158,0.00009,0.00019,-0.00020,-0.00024,0.00003,0.00158,0.00009,0.00019,-0.00020,-0.00024,-0.00022,-0.00080,-0.00090,-0.00587,0.00889,0.00041,0.807,0.0481,0.00000,0,0,0,0,0.331,1.277,0.213,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005393,0.000691,0.407,1.193,0.215,0.000871,0,0.4810,1.0000,0.14174,0.01173,0.0052,0.00034,0.0000,0.0000,0.008,-0.07866,4.0000,0.482569,0.481730,-0.000035,1,-0.000035
0.1505,move->d,none,0.0337,0.482569,-0.145752,-0.694509,-0.038713,1.841784,0.166632,0.990530,1.375931,0.481730,-0.145630,-0.694379,-0.039078,1.841846,0.166714,0.990492,1.375424,0.172708,0.071443,0.339463,3.129019,-0.550779,-3.138036,0.00000,0.00155,0.00010,0.00020,-0.00019,-0.00027,0.00000,0.00155,0.00010,0.00020,-0.00019,-0.00027,0.00243,0.00207,0.00003,-0.00100,-0.00107,0.00280,0.796,0.0481,0.00000,0,0,0,0,0.332,1.277,0.212,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005288,0.000599,0.251,1.124,0.238,-0.001271,0,0.4986,1.0000,0.14174,0.01162,0.0051,0.00038,0.0000,0.0000,0.008,-0.07866,4.0000,0.482569,0.481730,-0.000042,1,-0.000042
0.1563,move->d,none,0.0363,0.482569,-0.145759,-0.694514,-0.038673,1.841783,0.166624,0.990529,1.375972,0.481730,-0.145648,-0.694432,-0.039043,1.841828,0.166749,0.990509,1.375389,0.172703,0.071453,0.339476,3.129053,-0.550724,-3.138009,0.00002,0.00153,0.00008,0.00026,-0.00008,-0.00036,0.00002,0.00153,0.00008,0.00026,-0.00008,-0.00036,-0.00094,0.00182,0.00236,-0.00537,-0.01000,0.00815,0.785,0.0481,0.00000,0,0,0,0,0.332,1.273,0.212,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005870,0.000999,0.279,1.294,0.151,-0.001503,0,0.5182,1.0000,0.14174,0.01160,0.0052,0.00042,0.0000,0.0000,0.008,-0.07866,4.0000,0.482569,0.481730,-0.000051,1,-0.000051
0.1617,move->d,none,0.0390,0.482568,-0.145767,-0.694518,-0.038634,1.841783,0.166616,0.990528,1.376012,0.481730,-0.145648,-0.694449,-0.039008,1.841846,0.166749,0.990509,1.375424,0.172700,0.071463,0.339473,3.129044,-0.550727,-3.137995,0.00003,0.00150,0.00010,0.00024,-0.00009,-0.00037,0.00003,0.00150,0.00010,0.00024,-0.00009,-0.00037,-0.00048,0.00177,-0.00054,0.00139,0.00055,0.00154,0.775,0.0481,0.00000,0,0,0,0,0.331,1.271,0.211,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005383,0.000541,0.458,1.393,0.260,0.000726,0,0.5362,1.0000,0.14174,0.01152,0.0051,0.00047,0.0000,0.0000,0.007,-0.07866,4.0000,0.482568,0.481730,-0.000061,1,-0.000061
0.1671,move->d,none,0.0417,0.482568,-0.145775,-0.694523,-0.038595,1.841782,0.166608,0.990527,1.376052,0.481730,-0.145648,-0.694414,-0.038938,1.841846,0.166714,0.990544,1.375494,0.172697,0.071476,0.339460,3.129052,-0.550809,-3.137991,0.00005,0.00146,0.00014,0.00026,-0.00025,-0.00039,0.00005,0.00146,0.00014,0.00026,-0.00025,-0.00039,-0.00052,0.00238,-0.00241,-0.00140,0.01559,0.00171,0.763,0.0480,0.00000,0,0,0,0,0.333,1.271,0.212,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005344,0.000675,0.381,1.254,0.285,0.002349,0,0.5540,1.0000,0.14174,0.01135,0.0051,0.00052,0.0000,0.0000,0.007,-0.07866,4.0000,0.482568,0.482324,-0.000073,1,-0.000073
