t_wall_s,phase,controller_mode,t_ref_s,q_cmd_0,q_cmd_1,q_cmd_2,q_cmd_3,q_cmd_4,q_cmd_5,q_cmd_6,q_cmd_7,q_meas_0,q_meas_1,q_meas_2,q_meas_3,q_meas_4,q_meas_5,q_meas_6,q_meas_7,pose_x,pose_y,pose_z,pose_rx,pose_ry,pose_rz,twist_vx,twist_vy,twist_vz,twist_wx,twist_wy,twist_wz,twist_requested_vx,twist_requested_vy,twist_requested_vz,twist_requested_wx,twist_requested_wy,twist_requested_wz,twist_achieved_vx,twist_achieved_vy,twist_achieved_vz,twist_achieved_wx,twist_achieved_wy,twist_achieved_wz,track_err_mm,follow_err_deg,slack_norm,n_cbf,vel_clamped,acc_clamped,pos_clamped,fx,fy,fz,instability_idx,damping_z_eff,damping_ke_z,damping_dimeas_z,v_force_z,ke_est,f_des_z_eff,v_r_z,force_reference_scale_n,force_reference_drive,force_reference_gate_scale,force_reference_accel_m_s2,force_reference_reversal_reset,mass_z_eff,takeover,dt_actual_s,sensor_age_s,fx_raw_comp,fy_raw_comp,fz_raw_comp,vz_achieved_tool,contact_present,governor_scale,governor_scale_raw,sigma_min,qdot_norm,qdot_max_frac_vmax,qdot_ff_norm,arm_singularity_smooth,limit_activation,tcp_jump_mm,rail_ext_err_m,rail_ext_w,rail_target_sent_m,rail_meas_m,rail_vel_pin,plan_drives_rail,rail_qdot_ff
0.0586,move->d,none,0.0053,0.000000,-0.330776,-0.015323,0.084002,1.407530,0.371335,0.757035,1.333941,-0.000000,-0.330740,-0.015376,0.084003,1.407643,0.371354,0.757037,1.333903,0.347921,-0.427523,0.354888,2.954652,-0.524838,-3.097016,0.00004,-0.00004,0.00004,0.00001,-0.00009,-0.00011,0.00004,-0.00004,0.00004,0.00001,-0.00009,-0.00011,0.00047,0.00142,0.00568,-0.00262,-0.02121,0.00034,0.032,0.0064,0.00000,0,0,0,0,0.324,1.385,0.211,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.006049,0.001095,0.291,1.309,0.201,-0.004830,0,0.1919,1.0000,0.11018,0.00025,0.0001,0.00000,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,-0.000000,1,-0.000000
0.0642,move->d,none,0.0063,0.000000,-0.330776,-0.015323,0.084001,1.407529,0.371335,0.757036,1.333941,-0.000000,-0.330775,-0.015359,0.084020,1.407643,0.371354,0.757019,1.333903,0.347925,-0.427531,0.354884,2.954649,-0.524839,-3.097039,0.00003,-0.00002,0.00004,0.00000,-0.00009,-0.00006,0.00003,-0.00002,0.00004,0.00000,-0.00009,-0.00006,0.00078,-0.00143,-0.00063,0.00045,0.00010,-0.00416,0.028,0.0064,0.00000,0,0,0,0,0.321,1.381,0.211,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005553,0.000978,0.346,1.452,0.271,-0.000091,0,0.2104,1.0000,0.11018,0.00024,0.0001,0.00000,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,-0.000000,1,-0.000000
0.0701,move->d,none,0.0075,0.000000,-0.330776,-0.015323,0.084001,1.407529,0.371335,0.757036,1.333941,-0.000000,-0.330757,-0.015324,0.084020,1.407608,0.371336,0.757037,1.333903,0.347930,-0.427529,0.354881,2.954660,-0.524859,-3.097024,0.00002,-0.00002,0.00005,0.00003,-0.00013,-0.00010,0.00002,-0.00002,0.00005,0.00003,-0.00013,-0.00010,0.00090,0.00028,-0.00051,-0.00185,0.00327,0.00347,0.029,0.0045,0.00000,0,0,0,0,0.319,1.377,0.212,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005908,0.000938,0.276,1.238,0.182,0.000026,0,0.2301,1.0000,0.11018,0.00016,0.0001,0.00000,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,-0.000000,1,-0.000000
0.0757,move->d,none,0.0087,0.000000,-0.330776,-0.015323,0.084001,1.407528,0.371336,0.757036,1.333941,-0.000000,-0.330757,-0.015324,0.084003,1.407643,0.371319,0.757037,1.333938,0.347925,-0.427535,0.354868,2.954633,-0.524897,-3.097048,0.00003,-0.00001,0.00007,-0.00002,-0.00021,-0.00003,0.00003,-0.00001,0.00007,-0.00002,-0.00021,-0.00003,-0.00103,-0.00099,-0.00223,0.00393,0.00693,-0.00671,0.041,0.0065,0.00000,0,0,0,0,0.317,1.373,0.212,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005643,0.000913,0.269,1.338,0.186,0.002251,0,0.2489,1.0000,0.11018,0.00021,0.0001,0.00000,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,-0.000000,1,-0.000000
0.0819,move->d,none,0.0101,0.000000,-0.330777,-0.015322,0.084001,1.407527,0.371335,0.757036,1.333942,-0.000000,-0.330757,-0.015376,0.084020,1.407643,0.371354,0.757037,1.333903,0.347921,-0.427523,0.354888,2.954652,-0.524839,-3.097017,0.00004,-0.00004,0.00004,0.00001,-0.00009,-0.00011,0.00004,-0.00004,0.00004,0.00001,-0.00009,-0.00011,-0.00067,0.00206,0.00325,-0.00238,-0.01000,0.00695,0.032,0.0066,0.00000,0,0,0,0,0.313,1.367,0.212,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.006147,0.001134,0.270,1.338,0.186,-0.002091,0,0.2694,1.0000,0.11018,0.00025,0.0001,0.00000,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,-0.000000,1,-0.000000
0.0874,move->d,none,0.0115,0.000000,-0.330777,-0.015322,0.084001,1.407526,0.371335,0.757036,1.333942,-0.000000,-0.330757,-0.015359,0.084020,1.407608,0.371336,0.757037,1.333938,0.347927,-0.427525,0.354893,2.954640,-0.524826,-3.097031,0.00002,-0.00003,0.00003,-0.00001,-0.00007,-0.00007,0.00002,-0.00003,0.00003,-0.00001,-0.00007,-0.00007,0.00101,-0.00042,0.00094,0.00175,-0.00194,-0.00339,0.024,0.0047,0.00000,0,0,0,0,0.310,1.363,0.210,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005550,0.000637,0.316,1.408,0.182,-0.001374,0,0.2879,1.0000,0.11018,0.00016,0.0001,0.00000,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,0.000000,1,0.000000
0.0930,move->d,none,0.0130,0.000000,-0.330777,-0.015322,0.084001,1.407525,0.371335,0.757035,1.333942,-0.000000,-0.330757,-0.015359,0.083985,1.407608,0.371336,0.757054,1.333903,0.347923,-0.427539,0.354890,2.954670,-0.524842,-3.097058,0.00003,-0.00001,0.00003,0.00004,-0.00010,-0.00005,0.00003,-0.00001,0.00003,0.00004,-0.00010,-0.00005,-0.00079,-0.00257,-0.00053,-0.00510,0.00277,-0.00214,0.023,0.0047,0.00000,0,0,0,0,0.307,1.360,0.208,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005569,0.000954,0.316,1.408,0.182,0.000420,0,0.3065,1.0000,0.11018,0.00017,0.0001,0.00000,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,0.000000,1,0.000000
0.0986,move->d,none,0.0147,0.000000,-0.330777,-0.015321,0.084001,1.407525,0.371335,0.757035,1.333942,-0.000000,-0.330740,-0.015359,0.084020,1.407608,0.371354,0.757054,1.333903,0.347925,-0.427517,0.354891,2.954652,-0.524837,-3.096993,0.00003,-0.00005,0.00003,0.00001,-0.00009,-0.00016,0.00003,-0.00005,0.00003,0.00001,-0.00009,-0.00016,0.00039,0.00391,0.00017,0.00293,-0.00073,0.01004,0.032,0.0047,0.00000,0,0,0,0,0.305,1.358,0.206,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005594,0.001017,0.248,1.226,0.155,0.000299,0,0.3251,1.0000,0.11018,0.00019,0.0001,0.00000,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,0.000000,1,0.000000
0.1040,move->d,none,0.0164,0.000000,-0.330777,-0.015321,0.084001,1.407524,0.371335,0.757035,1.333942,-0.000000,-0.330810,-0.015324,0.084020,1.407608,0.371336,0.757054,1.333938,0.347926,-0.427544,0.354879,2.954621,-0.524875,-3.097068,0.00003,0.00000,0.00005,-0.00004,-0.00017,0.00002,0.00003,0.00000,0.00005,-0.00004,-0.00017,0.00002,0.00024,-0.00474,-0.00223,0.00447,0.00695,-0.01629,0.030,0.0048,0.00000,0,0,0,0,0.302,1.354,0.203,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005425,0.000898,0.270,1.279,0.188,0.000998,0,0.3432,1.0000,0.11018,0.00015,0.0001,0.00000,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,0.000000,1,0.000000
0.1097,move->d,none,0.0182,0.000000,-0.330777,-0.015321,0.084001,1.407523,0.371335,0.757035,1.333942,-0.000000,-0.330810,-0.015324,0.084020,1.407608,0.371336,0.757054,1.333938,0.347926,-0.427544,0.354879,2.954621,-0.524875,-3.097068,0.00003,0.00000,0.00005,-0.00004,-0.00017,0.00002,0.00003,0.00000,0.00005,-0.00004,-0.00017,0.00002,0.00024,-0.00474,-0.00223,0.00447,0.00695,-0.01629,0.030,0.0048,0.00000,0,0,0,0,0.298,1.349,0.200,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005669,0.006503,0.270,1.279,0.188,0.000998,0,0.3621,1.0000,0.11018,0.00015,0.0001,0.00001,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,0.000000,1,0.000000
0.1156,move->d,none,0.0201,0.000000,-0.330777,-0.015321,0.084001,1.407523,0.371335,0.757035,1.333942,-0.000000,-0.330810,-0.015359,0.084003,1.407591,0.371336,0.757037,1.333938,0.347927,-0.427550,0.354899,2.954646,-0.524809,-3.097104,0.00002,0.00002,0.00001,-0.00000,-0.00004,0.00007,0.00002,0.00002,0.00001,-0.00000,-0.00004,0.00007,0.00010,-0.00058,0.00172,-0.00154,-0.00559,-0.00200,0.016,0.0039,0.00000,0,0,0,0,0.296,1.344,0.198,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005914,0.000687,0.450,1.482,0.253,-0.001602,0,0.3818,1.0000,0.11018,0.00013,0.0001,0.00001,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,0.000000,1,0.000000
0.1211,move->d,none,0.0221,0.000000,-0.330777,-0.015321,0.084001,1.407522,0.371335,0.757035,1.333943,-0.000000,-0.330757,-0.015324,0.083985,1.407643,0.371336,0.757037,1.333903,0.347925,-0.427541,0.354869,2.954648,-0.524892,-3.097053,0.00003,-0.00000,0.00007,0.00001,-0.00020,-0.00003,0.00003,-0.00000,0.00007,0.00001,-0.00020,-0.00003,-0.00046,0.00174,-0.00537,-0.00102,0.01451,0.00922,0.040,0.0069,0.00000,0,0,0,0,0.297,1.342,0.197,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005555,0.000570,0.343,1.382,0.214,0.005076,0,0.4003,1.0000,0.11018,0.00022,0.0001,0.00001,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,0.000000,1,0.000000
0.1273,move->d,none,0.0242,0.000000,-0.330777,-0.015321,0.084001,1.407521,0.371335,0.757035,1.333943,-0.000000,-0.330757,-0.015359,0.084003,1.407591,0.371319,0.757054,1.333938,0.347925,-0.427534,0.354896,2.954661,-0.524830,-3.097056,0.00003,-0.00001,0.00002,0.00002,-0.00008,-0.00004,0.00003,-0.00001,0.00002,0.00002,-0.00008,-0.00004,0.00006,0.00114,0.00484,-0.00143,-0.01111,0.00056,0.019,0.0040,0.00000,0,0,0,0,0.299,1.341,0.197,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.006138,0.001120,0.249,1.199,0.135,-0.003964,0,0.4208,1.0000,0.11018,0.00014,0.0001,0.00001,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,0.000001,1,0.000001
0.1329,move->d,none,0.0264,0.000000,-0.330777,-0.015320,0.084001,1.407521,0.371336,0.757034,1.333943,-0.000000,-0.330757,-0.015359,0.084003,1.407591,0.371319,0.757054,1.333938,0.347925,-0.427534,0.354896,2.954661,-0.524830,-3.097056,0.00003,-0.00001,0.00002,0.00002,-0.00008,-0.00004,0.00003,-0.00001,0.00002,0.00002,-0.00008,-0.00004,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.019,0.0040,0.00000,0,0,0,0,0.301,1.338,0.195,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005618,0.001163,0.343,1.318,0.183,0.000000,0,0.4395,1.0000,0.11018,0.00014,0.0001,0.00001,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,0.000001,1,0.000001
0.1389,move->d,none,0.0287,0.000000,-0.330777,-0.015320,0.084001,1.407520,0.371335,0.757034,1.333943,-0.000000,-0.330757,-0.015324,0.083985,1.407608,0.371354,0.757054,1.333938,0.347927,-0.427534,0.354880,2.954602,-0.524870,-3.097037,0.00002,-0.00001,0.00005,-0.00007,-0.00016,-0.00002,0.00002,-0.00001,0.00005,-0.00007,-0.00016,-0.00002,0.00039,0.00002,-0.00271,0.00840,0.00708,-0.00193,0.029,0.0050,0.00000,0,0,0,0,0.303,1.336,0.194,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.006041,0.001354,0.396,1.495,0.268,0.002113,0,0.4597,1.0000,0.11018,0.00015,0.0001,0.00001,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,0.000001,1,0.000001
0.1450,move->d,none,0.0311,0.000000,-0.330777,-0.015320,0.084001,1.407519,0.371335,0.757034,1.333943,-0.000000,-0.330757,-0.015324,0.083985,1.407608,0.371354,0.757054,1.333938,0.347927,-0.427534,0.354880,2.954602,-0.524870,-3.097037,0.00002,-0.00001,0.00005,-0.00007,-0.00016,-0.00002,0.00002,-0.00001,0.00005,-0.00007,-0.00016,-0.00002,0.00000,-0.00001,0.00000,0.00000,0.00000,0.00000,0.029,0.0051,0.00000,0,0,0,0,0.307,1.337,0.195,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.006044,0.000705,0.321,1.385,0.226,-0.000002,0,0.4798,1.0000,0.11018,0.00015,0.0001,0.00001,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,0.000001,1,0.000001
0.1506,move->d,none,0.0336,0.000000,-0.330777,-0.015320,0.084001,1.407518,0.371335,0.757034,1.333943,-0.000000,-0.330705,-0.015376,0.083950,1.407660,0.371389,0.757037,1.333938,0.347919,-0.427519,0.354884,2.954572,-0.524845,-3.097005,0.00004,-0.00004,0.00004,-0.00013,-0.00011,-0.00005,0.00004,-0.00004,0.00004,-0.00013,-0.00011,-0.00005,-0.00152,0.00288,0.00074,0.00506,-0.00443,0.00329,0.037,0.0081,0.00000,0,0,0,0,0.310,1.339,0.196,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005639,0.001033,0.227,1.205,0.185,0.000606,0,0.4986,1.0000,0.11018,0.00029,0.0002,0.00001,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,0.000001,1,0.000001
0.1561,move->d,none,0.0362,0.000000,-0.330777,-0.015320,0.084000,1.407517,0.371334,0.757034,1.333943,-0.000000,-0.330757,-0.015359,0.084020,1.407608,0.371389,0.757089,1.333938,0.347920,-0.427511,0.354889,2.954571,-0.524859,-3.096968,0.00004,-0.00006,0.00003,-0.00013,-0.00014,-0.00013,0.00004,-0.00006,0.00003,-0.00013,-0.00014,-0.00013,0.00010,0.00136,0.00086,0.00009,0.00239,0.00607,0.040,0.0052,0.00000,0,0,0,0,0.310,1.338,0.197,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005521,0.000608,0.258,1.313,0.196,-0.000559,0,0.5170,1.0000,0.11018,0.00022,0.0001,0.00001,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,0.000002,1,0.000002
0.1616,move->d,none,0.0389,0.000000,-0.330777,-0.015319,0.084000,1.407517,0.371334,0.757034,1.333943,-0.000000,-0.330757,-0.015359,0.083985,1.407608,0.371336,0.757037,1.333903,0.347926,-0.427541,0.354893,2.954675,-0.524826,-3.097066,0.00003,0.00000,0.00003,0.00005,-0.00007,-0.00003,0.00003,0.00000,0.00003,0.00005,-0.00007,-0.00003,0.00110,-0.00560,0.00070,-0.01667,-0.00700,-0.00856,0.019,0.0052,0.00000,0,0,0,0,0.310,1.337,0.198,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.005428,0.000778,0.420,1.506,0.255,-0.002064,0,0.5351,1.0000,0.11018,0.00017,0.0001,0.00001,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,0.000002,1,0.000002
0.1676,move->d,none,0.0416,0.000000,-0.330777,-0.015319,0.084000,1.407516,0.371334,0.757033,1.333943,-0.000000,-0.330757,-0.015324,0.084020,1.407608,0.371354,0.757054,1.333903,0.347928,-0.427525,0.354880,2.954637,-0.524870,-3.097003,0.00002,-0.00003,0.00005,-0.00001,-0.00016,-0.00012,0.00002,-0.00003,0.00005,-0.00001,-0.00016,-0.00012,0.00041,0.00265,-0.00222,0.00510,0.00755,0.00741,0.033,0.0052,0.00000,0,0,0,0,0.312,1.340,0.200,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,0.006030,0.000800,0.345,1.364,0.225,0.002114,0,0.5552,1.0000,0.11018,0.00017,0.0001,0.00001,0.0000,1.0000,0.000,0.40391,4.0000,0.000000,-0.000000,0.000003,1,0.000003
