t_wall_s,phase,controller_mode,t_ref_s,q_cmd_0,q_cmd_1,q_cmd_2,q_cmd_3,q_cmd_4,q_cmd_5,q_cmd_6,q_cmd_7,q_meas_0,q_meas_1,q_meas_2,q_meas_3,q_meas_4,q_meas_5,q_meas_6,q_meas_7,pose_x,pose_y,pose_z,pose_rx,pose_ry,pose_rz,twist_vx,twist_vy,twist_vz,twist_wx,twist_wy,twist_wz,twist_requested_vx,twist_requested_vy,twist_requested_vz,twist_requested_wx,twist_requested_wy,twist_requested_wz,twist_achieved_vx,twist_achieved_vy,twist_achieved_vz,twist_achieved_wx,twist_achieved_wy,twist_achieved_wz,track_err_mm,follow_err_deg,slack_norm,n_cbf,vel_clamped,acc_clamped,pos_clamped,fx,fy,fz,instability_idx,damping_z_eff,damping_ke_z,damping_dimeas_z,v_force_z,ke_est,f_des_z_eff,v_r_z,force_reference_scale_n,force_reference_drive,force_reference_gate_scale,force_reference_accel_m_s2,force_reference_reversal_reset,force_reference_fast_clear,force_fast_z,retract_guard_armed,retract_fast_hold,retract_fast_stop_count,retract_fast_rearm_count,force_task_latched,physical_contact_state,physical_contact_acquire_event,physical_contact_loss_event,physical_contact_reacquire_event,physical_contact_low_timer_s,physical_contact_high_timer_s,mass_z_eff,takeover,dt_actual_s,sensor_age_s,fx_raw_comp,fy_raw_comp,fz_raw_comp,vz_achieved_tool,contact_present,governor_scale,governor_scale_raw,sigma_min,qdot_norm,qdot_max_frac_vmax,qdot_ff_norm,arm_singularity_smooth,limit_activation,tcp_jump_mm,rail_ext_err_m,rail_ext_w,rail_target_sent_m,rail_meas_m,rail_vel_pin,plan_drives_rail,rail_qdot_ff
21.2160,scan,legacy_symmetric,10.6450,0.459060,0.021918,-0.435509,-0.023483,1.500131,0.003655,1.054797,1.533788,0.459289,0.021729,-0.437868,-0.022742,1.511298,0.004590,1.046220,1.533691,0.309138,0.058577,0.412116,-3.125460,0.151134,-3.131121,-0.00888,-0.01489,0.05925,-0.00126,-0.00067,-0.00087,-0.00888,-0.01489,0.05925,-0.00126,-0.00067,-0.00087,-0.00181,-0.05100,0.03745,-0.01191,-0.02235,0.00347,0.452,0.5383,0.00006,1,0,0,0,1.202,0.244,4.183,0.3839,67.93,67.69,0.77,-0.05969,557.6,2.000,-0.02999,0.3000,-1.000000,1.0000,-0.100000,0,0,4.095,1,0,0,0,1,contact,0,0,0,0.000000,0.000000,2.5358,0,0.006840,0.000997,1.252,0.485,4.371,-0.036552,1,1.0000,1.0000,0.12102,0.45491,0.2258,0.00000,0.9994,0.0000,0.308,-0.00015,1.6104,0.459060,0.459289,,0,
21.2227,scan,legacy_symmetric,10.6500,0.458984,0.021891,-0.435099,-0.023454,1.498351,0.003661,1.056169,1.533802,0.459289,0.021729,-0.437537,-0.022707,1.509762,0.004625,1.046936,1.533708,0.309173,0.058595,0.412488,-3.125478,0.151623,-3.131089,-0.00891,-0.01490,0.05927,-0.00129,0.00006,-0.00092,-0.00891,-0.01490,0.05927,-0.00129,0.00006,-0.00092,0.00502,0.00270,0.05450,0.00336,-0.07161,0.00501,0.544,0.5518,0.00006,1,0,0,0,1.208,0.277,4.181,0.3836,67.95,67.67,0.77,-0.05971,557.6,2.000,-0.02999,0.3000,-1.000000,1.0000,-0.100000,0,0,4.243,1,0,0,0,1,contact,0,0,0,0.000000,0.000000,2.5343,0,0.006722,0.000861,1.690,0.447,4.355,-0.053149,1,1.0000,1.0000,0.12092,0.45728,0.2268,0.00000,0.9993,0.0000,0.308,-0.00015,1.6129,0.458984,0.459289,,0,
21.2284,scan,legacy_symmetric,10.6550,0.458907,0.021865,-0.434688,-0.023426,1.496567,0.003667,1.057542,1.533815,0.459289,0.021729,-0.437222,-0.022742,1.508331,0.004625,1.048035,1.533760,0.309136,0.058582,0.412732,-3.125529,0.151641,-3.131154,-0.00891,-0.01492,0.05930,-0.00137,0.00009,-0.00084,-0.00891,-0.01492,0.05930,-0.00137,0.00009,-0.00084,-0.02301,-0.00820,0.15290,0.03168,-0.01050,-0.03613,0.605,0.5718,0.00006,1,0,0,0,1.222,0.308,4.185,0.3828,67.98,67.63,0.77,-0.05974,557.6,2.000,-0.02999,0.3000,-1.000000,1.0000,-0.100000,0,0,4.301,1,0,0,0,1,contact,0,0,0,0.000000,0.000000,2.5313,0,0.005728,0.005037,1.404,0.511,4.302,-0.154484,1,1.0000,1.0000,0.12081,0.45795,0.2272,0.00000,0.9993,0.0000,0.309,-0.00014,1.6154,0.458907,0.459014,,0,
21.2358,scan,legacy_symmetric,10.6600,0.458831,0.021839,-0.434274,-0.023398,1.494781,0.003673,1.058915,1.533828,0.459014,0.021677,-0.436577,-0.022707,1.505731,0.004590,1.050025,1.533726,0.309083,0.058292,0.413154,-3.125435,0.151605,-3.131157,-0.00892,-0.01493,0.05933,-0.00123,0.00004,-0.00081,-0.00892,-0.01493,0.05933,-0.00123,0.00004,-0.00081,-0.00449,-0.02454,0.03562,-0.00784,0.00289,-0.00145,0.391,0.5250,0.00006,1,0,0,0,1.239,0.339,4.189,0.3825,68.00,67.61,0.76,-0.05977,557.6,2.000,-0.02999,0.3000,-1.000000,1.0000,-0.100000,0,0,4.301,1,0,0,0,1,contact,0,0,0,0.000000,0.000000,2.5299,0,0.007374,0.000545,1.225,0.730,4.012,-0.035526,1,1.0000,1.0000,0.12070,0.45848,0.2275,0.00000,0.9993,0.0000,0.309,-0.00014,1.6179,0.458831,0.459014,,0,
21.2416,scan,legacy_symmetric,10.6650,0.458755,0.021814,-0.433863,-0.023371,1.492998,0.003680,1.060283,1.533841,0.459014,0.021660,-0.436402,-0.022689,1.504805,0.004590,1.051299,1.533760,0.308964,0.058293,0.413189,-3.125456,0.151082,-3.131172,-0.00889,-0.01495,0.05936,-0.00125,-0.00075,-0.00079,-0.00889,-0.01495,0.05936,-0.00125,-0.00075,-0.00079,-0.02253,0.00032,0.00661,0.00291,0.09878,-0.00214,0.470,0.5744,0.00006,1,0,0,0,1.254,0.372,4.188,0.3835,68.02,67.66,0.77,-0.05980,557.6,2.000,-0.03000,0.3000,-1.000000,1.0000,-0.100000,0,0,4.152,1,0,0,0,1,contact,0,0,0,0.000000,0.000000,2.5340,0,0.005793,0.001041,1.359,0.555,3.850,-0.009932,1,1.0000,1.0000,0.12060,0.45715,0.2271,0.00000,0.9993,0.0000,0.309,-0.00014,1.6203,0.458755,0.459014,,0,
21.2477,scan,legacy_symmetric,10.6700,0.458678,0.021788,-0.433443,-0.023344,1.491200,0.003687,1.061665,1.533853,0.459014,0.021642,-0.435931,-0.022672,1.502694,0.004590,1.051823,1.533760,0.309086,0.058289,0.413803,-3.125427,0.152199,-3.131182,-0.00895,-0.01496,0.05935,-0.00122,0.00093,-0.00077,-0.00895,-0.01496,0.05935,-0.00122,0.00093,-0.00077,0.01945,-0.00070,0.09785,-0.00271,-0.17827,-0.00235,0.552,0.5555,0.00006,1,0,0,0,1.268,0.405,4.178,0.3855,68.04,67.77,0.77,-0.05980,557.6,2.000,-0.03000,0.3000,-1.000000,1.0000,-0.100000,0,0,3.989,1,0,0,0,1,contact,0,0,0,0.000000,0.000000,2.5421,0,0.006146,0.000918,1.365,0.555,3.849,-0.093746,1,1.0000,1.0000,0.12049,0.46163,0.2290,0.00000,0.9993,0.0000,0.309,-0.00014,1.6228,0.458678,0.459014,,0,
21.2541,scan,legacy_symmetric,10.6750,0.458602,0.021763,-0.433022,-0.023318,1.489402,0.003694,1.063046,1.533865,0.459014,0.021590,-0.435687,-0.022619,1.501489,0.004573,1.052852,1.533760,0.309034,0.058286,0.413989,-3.125383,0.152129,-3.131186,-0.00895,-0.01497,0.05932,-0.00116,0.00082,-0.00076,-0.00895,-0.01497,0.05932,-0.00116,0.00082,-0.00076,-0.00850,-0.00052,0.03046,-0.00730,0.01131,-0.00177,0.619,0.5895,0.00006,1,0,0,0,1.281,0.433,4.162,0.3871,68.07,67.86,0.77,-0.05977,557.6,2.000,-0.03000,0.3000,-1.000000,1.0000,-0.100000,0,0,3.912,1,0,0,0,1,contact,0,0,0,0.000000,0.000000,2.5485,0,0.006418,0.001192,1.259,0.405,4.124,-0.031381,1,1.0000,1.0000,0.12038,0.46153,0.2290,0.00000,0.9992,0.0000,0.309,-0.00014,1.6252,0.458602,0.459014,,0,
21.2600,scan,legacy_symmetric,10.6800,0.458525,0.021738,-0.432602,-0.023292,1.487608,0.003701,1.064422,1.533877,0.459014,0.021590,-0.435111,-0.022619,1.498906,0.004573,1.055226,1.533795,0.308905,0.058285,0.414335,-3.125399,0.151763,-3.131200,-0.00891,-0.01499,0.05927,-0.00117,0.00027,-0.00074,-0.00891,-0.01499,0.05927,-0.00117,0.00027,-0.00074,-0.01966,-0.00018,0.05234,0.00186,0.05557,-0.00162,0.683,0.5445,0.00006,1,0,0,0,1.292,0.457,4.147,0.3883,68.10,67.92,0.78,-0.05971,557.6,2.000,-0.03000,0.3000,-1.000000,1.0000,-0.100000,0,0,4.022,1,0,0,0,1,contact,0,0,0,0.000000,0.000000,2.5531,0,0.005815,0.000419,1.473,0.616,4.216,-0.054704,1,1.0000,1.0000,0.12027,0.46015,0.2285,0.00000,0.9992,0.0000,0.309,-0.00014,1.6277,0.458525,0.458584,,0,
21.2662,scan,legacy_symmetric,10.6850,0.458449,0.021713,-0.432184,-0.023266,1.485821,0.003708,1.065789,1.533889,0.458584,0.021590,-0.434727,-0.022602,1.498278,0.004573,1.055977,1.533795,0.308888,0.057862,0.414303,-3.125387,0.151257,-3.131178,-0.00887,-0.01501,0.05920,-0.00115,-0.00048,-0.00077,-0.00887,-0.01501,0.05920,-0.00115,-0.00048,-0.00077,-0.00272,-0.06787,-0.00508,-0.00280,0.08117,0.00321,0.340,0.6113,0.00006,1,0,0,0,1.307,0.480,4.138,0.3892,68.14,67.97,0.78,-0.05964,557.6,2.000,-0.03000,0.3000,-1.000000,1.0000,-0.100000,0,0,4.128,1,0,0,0,1,contact,0,0,0,0.000000,0.000000,2.5567,0,0.006287,0.000476,1.708,0.863,4.336,0.005607,1,1.0000,1.0000,0.12016,0.45816,0.2277,0.00000,0.9992,0.0000,0.308,-0.00013,1.6301,0.458449,0.458584,,0,
21.2729,scan,legacy_symmetric,10.6900,0.458372,0.021688,-0.431758,-0.023240,1.484020,0.003716,1.067170,1.533901,0.458584,0.021520,-0.434447,-0.022550,1.495887,0.004590,1.057006,1.533795,0.308910,0.057857,0.414973,-3.125362,0.152339,-3.131197,-0.00893,-0.01502,0.05913,-0.00113,0.00114,-0.00074,-0.00893,-0.01502,0.05913,-0.00113,0.00114,-0.00074,0.00350,-0.00067,0.10758,-0.00219,-0.17386,-0.00363,0.426,0.5767,0.00006,1,0,0,0,1.329,0.507,4.137,0.3898,68.17,68.00,0.78,-0.05957,557.6,2.000,-0.03000,0.3000,-1.000000,1.0000,-0.100000,0,0,4.245,1,0,0,0,1,contact,0,0,0,0.000000,0.000000,2.5591,0,0.006633,0.000863,1.734,0.654,4.353,-0.105779,1,1.0000,1.0000,0.12006,0.46202,0.2294,0.00000,0.9991,0.0000,0.308,-0.00013,1.6325,0.458372,0.458584,,0,
21.2785,scan,legacy_symmetric,10.6950,0.458295,0.021664,-0.431331,-0.023215,1.482219,0.003723,1.068550,1.533913,0.458584,0.021520,-0.434447,-0.022550,1.495887,0.004590,1.057006,1.533795,0.308910,0.057857,0.414973,-3.125362,0.152339,-3.131197,-0.00892,-0.01504,0.05908,-0.00113,0.00114,-0.00074,-0.00892,-0.01504,0.05908,-0.00113,0.00114,-0.00074,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.502,0.6799,0.00006,1,0,0,0,1.355,0.533,4.143,0.3902,68.20,68.02,0.78,-0.05952,557.6,2.000,-0.03000,0.3000,-1.000000,1.0000,-0.100000,0,0,4.300,1,0,0,0,1,contact,0,0,0,0.000000,0.000000,2.5607,0,0.005657,0.005008,1.228,0.682,4.420,0.000000,1,1.0000,1.0000,0.11995,0.46207,0.2294,0.00000,0.9991,0.0000,0.308,-0.00013,1.6349,0.458295,0.458584,,0,
21.2856,scan,legacy_symmetric,10.7000,0.458219,0.021640,-0.430908,-0.023191,1.480425,0.003732,1.069920,1.533923,0.458584,0.021468,-0.433871,-0.022550,1.493531,0.004538,1.059520,1.533848,0.308744,0.057828,0.415190,-3.125350,0.151605,-3.131289,-0.00887,-0.01505,0.05907,-0.00110,0.00004,-0.00060,-0.00887,-0.01505,0.05907,-0.00110,0.00004,-0.00060,-0.02869,-0.00501,0.03736,-0.00327,0.12628,-0.01616,0.532,0.6481,0.00006,1,0,0,0,1.373,0.558,4.155,0.3902,68.23,68.02,0.78,-0.05950,557.6,2.000,-0.03000,0.3000,-1.000000,1.0000,-0.100000,0,0,4.331,1,0,0,0,1,contact,0,0,0,0.000000,0.000000,2.5607,0,0.007098,0.006315,1.122,0.650,4.350,-0.041193,1,1.0000,1.0000,0.11984,0.45965,0.2285,0.00000,0.9991,0.0000,0.308,-0.00013,1.6373,0.458219,0.458248,,0,
21.2919,scan,legacy_symmetric,10.7050,0.458142,0.021616,-0.430480,-0.023166,1.478625,0.003740,1.071296,1.533934,0.458248,0.021468,-0.433156,-0.022515,1.490511,0.004573,1.061439,1.533830,0.308734,0.057509,0.415779,-3.125328,0.151990,-3.131230,-0.00890,-0.01507,0.05907,-0.00107,0.00062,-0.00068,-0.00890,-0.01507,0.05907,-0.00107,0.00062,-0.00068,-0.00084,-0.02701,0.04980,-0.00150,-0.03258,0.00467,0.298,0.5779,0.00006,1,0,0,0,1.381,0.581,4.169,0.3902,68.26,68.02,0.78,-0.05951,557.6,2.000,-0.03000,0.3000,-1.000000,1.0000,-0.100000,0,0,4.341,1,0,0,0,1,contact,0,0,0,0.000000,0.000000,2.5606,0,0.006248,0.000726,1.242,0.793,4.096,-0.048945,1,1.0000,1.0000,0.11973,0.46154,0.2294,0.00000,0.9991,0.0000,0.308,-0.00013,1.6397,0.458142,0.458248,,0,
21.2978,scan,legacy_symmetric,10.7100,0.458065,0.021592,-0.430050,-0.023142,1.476821,0.003748,1.072673,1.533945,0.458248,0.021468,-0.433156,-0.022515,1.490511,0.004573,1.061439,1.533830,0.308734,0.057509,0.415779,-3.125328,0.151990,-3.131230,-0.00890,-0.01508,0.05910,-0.00107,0.00062,-0.00068,-0.00890,-0.01508,0.05910,-0.00107,0.00062,-0.00068,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.374,0.6810,0.00007,1,0,0,0,1.380,0.604,4.179,0.3902,68.29,68.02,0.78,-0.05954,557.6,2.000,-0.03000,0.3000,-1.000000,1.0000,-0.100000,0,0,4.212,1,0,0,0,1,contact,0,0,0,0.000000,0.000000,2.5608,0,0.005969,0.000479,0.895,0.713,4.075,0.000000,1,1.0000,1.0000,0.11962,0.46216,0.2297,0.00000,0.9990,0.0000,0.308,-0.00013,1.6421,0.458065,0.458248,,0,
21.3038,scan,legacy_symmetric,10.7150,0.457988,0.021568,-0.429623,-0.023118,1.475023,0.003755,1.074043,1.533957,0.458248,0.021520,-0.432545,-0.022497,1.488330,0.004538,1.063639,1.533883,0.308613,0.057523,0.415985,-3.125324,0.151361,-3.131197,-0.00887,-0.01509,0.05914,-0.00106,-0.00033,-0.00073,-0.00887,-0.01509,0.05914,-0.00106,-0.00033,-0.00073,-0.02225,0.00254,0.03784,-0.00204,0.11537,0.00598,0.454,0.6594,0.00006,1,0,0,0,1.371,0.626,4.185,0.3900,68.31,68.01,0.78,-0.05957,557.6,2.000,-0.03000,0.3000,-1.000000,1.0000,-0.100000,0,0,4.151,1,0,0,0,1,contact,0,0,0,0.000000,0.000000,2.5598,0,0.005989,0.001037,1.497,0.856,4.167,-0.040794,1,1.0000,1.0000,0.11951,0.46051,0.2291,0.00000,0.9990,0.0000,0.308,-0.00013,1.6445,0.457988,0.457984,,0,
21.3099,scan,legacy_symmetric,10.7200,0.457911,0.021545,-0.429191,-0.023094,1.473216,0.003764,1.075420,1.533968,0.457984,0.021415,-0.431760,-0.022445,1.485188,0.004538,1.065576,1.533900,0.308619,0.057242,0.416597,-3.125292,0.151781,-3.131262,-0.00890,-0.01511,0.05917,-0.00102,0.00030,-0.00062,-0.00890,-0.01511,0.05917,-0.00102,0.00030,-0.00062,0.00078,-0.04477,0.09747,-0.00429,-0.06679,-0.01114,0.265,0.5824,0.00007,1,0,0,0,1.363,0.649,4.188,0.3894,68.33,67.98,0.78,-0.05961,557.6,2.000,-0.03000,0.3000,-1.000000,1.0000,-0.100000,0,0,4.160,1,0,0,0,1,contact,0,0,0,0.000000,0.000000,2.5574,0,0.006111,0.000842,1.544,0.842,4.261,-0.095558,1,1.0000,1.0000,0.11940,0.46274,0.2302,0.00000,0.9990,0.0000,0.308,-0.00012,1.6468,0.457911,0.457984,,0,
21.3161,scan,legacy_symmetric,10.7250,0.457834,0.021521,-0.428762,-0.023071,1.471416,0.003773,1.076787,1.533977,0.457984,0.021398,-0.431498,-0.022480,1.484437,0.004520,1.066885,1.533883,0.308497,0.057221,0.416523,-3.125276,0.150960,-3.131298,-0.00886,-0.01512,0.05921,-0.00098,-0.00093,-0.00056,-0.00886,-0.01512,0.05921,-0.00098,-0.00093,-0.00056,-0.01989,-0.00343,-0.01213,-0.00402,0.13432,-0.00627,0.305,0.6429,0.00007,1,0,0,0,1.362,0.673,4.192,0.3885,68.35,67.93,0.78,-0.05964,557.6,2.000,-0.03000,0.3000,-1.000000,1.0000,-0.100000,0,0,4.192,1,0,0,0,1,contact,0,0,0,0.000000,0.000000,2.5538,0,0.006158,0.000898,1.422,0.802,4.219,0.009051,1,1.0000,1.0000,0.11929,0.46042,0.2293,0.00000,0.9989,0.0000,0.308,-0.00012,1.6492,0.457834,0.457984,,0,
21.3219,scan,legacy_symmetric,10.7300,0.457756,0.021498,-0.428332,-0.023049,1.469613,0.003782,1.078155,1.533987,0.457984,0.021363,-0.431061,-0.022445,1.482727,0.004520,1.068142,1.533883,0.308469,0.057221,0.416807,-3.125249,0.150978,-3.131296,-0.00886,-0.01513,0.05925,-0.00094,-0.00090,-0.00056,-0.00886,-0.01513,0.05925,-0.00094,-0.00090,-0.00056,-0.00479,-0.00002,0.04758,-0.00442,-0.00300,-0.00042,0.381,0.6481,0.00007,1,0,0,0,1.364,0.696,4.196,0.3876,68.37,67.88,0.78,-0.05968,557.6,2.000,-0.03000,0.3000,-1.000000,1.0000,-0.100000,0,0,4.206,1,0,0,0,1,contact,0,0,0,0.000000,0.000000,2.5504,0,0.005845,0.000783,1.475,0.886,4.083,-0.047752,1,1.0000,1.0000,0.11918,0.46119,0.2297,0.00000,0.9989,0.0000,0.309,-0.00012,1.6515,0.457756,0.457984,,0,
21.3279,scan,legacy_symmetric,10.7350,0.457679,0.021475,-0.427903,-0.023026,1.467812,0.003790,1.079519,1.533998,0.457984,0.021398,-0.430939,-0.022427,1.482221,0.004520,1.068979,1.533883,0.308385,0.057239,0.416784,-3.125241,0.150524,-3.131238,-0.00884,-0.01515,0.05929,-0.00092,-0.00158,-0.00065,-0.00884,-0.01515,0.05929,-0.00092,-0.00158,-0.00065,-0.01495,0.00312,-0.00400,-0.00215,0.08028,0.01012,0.486,0.7224,0.00007,1,0,0,0,1.369,0.721,4.197,0.3865,68.38,67.82,0.77,-0.05971,557.6,2.000,-0.03000,0.3000,-1.000000,1.0000,-0.100000,0,0,4.212,1,0,0,0,1,contact,0,0,0,0.000000,0.000000,2.5459,0,0.005932,0.001087,1.487,1.107,4.218,0.001665,1,1.0000,1.0000,0.11907,0.46020,0.2294,0.00000,0.9988,0.0000,0.309,-0.00012,1.6538,0.457679,0.457984,,0,
21.3350,scan,legacy_symmetric,10.7400,0.457602,0.021452,-0.427472,-0.023003,1.466008,0.003799,1.080884,1.534009,0.457984,0.021398,-0.430939,-0.022427,1.482221,0.004520,1.068979,1.533883,0.308385,0.057239,0.416784,-3.125241,0.150524,-3.131238,-0.00885,-0.01516,0.05932,-0.00092,-0.00158,-0.00065,-0.00885,-0.01516,0.05932,-0.00092,-0.00158,-0.00065,-0.01495,0.00312,-0.00400,-0.00215,0.08028,0.01012,0.565,0.8256,0.00007,1,0,0,0,1.377,0.750,4.197,0.3851,68.38,67.75,0.77,-0.05974,557.6,2.000,-0.03000,0.3000,-1.000000,1.0000,-0.100000,0,0,4.216,1,0,0,0,1,contact,0,0,0,0.000000,0.000000,2.5403,0,0.007099,0.008119,1.487,1.107,4.218,0.001665,1,1.0000,1.0000,0.11896,0.46085,0.2298,0.00000,0.9988,0.0000,0.309,-0.00012,1.6562,0.457602,0.457690,,0,
21.3411,scan,legacy_symmetric,10.7450,0.457524,0.021430,-0.427034,-0.022981,1.464191,0.003808,1.082261,1.534019,0.457690,0.021293,-0.430346,-0.022375,1.479847,0.004520,1.069939,1.533900,0.308468,0.056926,0.417363,-3.125212,0.151344,-3.131309,-0.00890,-0.01517,0.05934,-0.00089,-0.00035,-0.00053,-0.00890,-0.01517,0.05934,-0.00089,-0.00035,-0.00053,0.00630,-0.02360,0.04378,-0.00154,-0.06206,-0.00572,0.328,0.7929,0.00007,1,0,0,0,1.386,0.783,4.198,0.3834,68.39,67.66,0.77,-0.05977,557.6,2.000,-0.03000,0.3000,-1.000000,1.0000,-0.100000,0,0,4.217,1,0,0,0,1,contact,0,0,0,0.000000,0.000000,2.5336,0,0.006076,0.001013,1.549,1.024,4.247,-0.041973,1,1.0000,1.0000,0.11885,0.46451,0.2314,0.00000,0.9988,0.0000,0.309,-0.00012,1.6585,0.457524,0.457690,,0,
21.3477,scan,legacy_symmetric,10.7500,0.457447,0.021407,-0.426595,-0.022960,1.462375,0.003818,1.083635,1.534028,0.457690,0.021293,-0.429683,-0.022375,1.477351,0.004520,1.072051,1.533918,0.308386,0.056925,0.417702,-3.125211,0.151065,-3.131314,-0.00889,-0.01519,0.05937,-0.00089,-0.00077,-0.00053,-0.00889,-0.01519,0.05937,-0.00089,-0.00077,-0.00053,-0.01235,-0.00020,0.05063,-0.00054,0.04169,-0.00066,0.397,0.7540,0.00007,1,0,0,0,1.398,0.815,4.200,0.3816,68.38,67.56,0.76,-0.05980,557.6,2.000,-0.03000,0.3000,-1.000000,1.0000,-0.100000,0,0,4.218,1,0,0,0,1,contact,0,0,0,0.000000,0.000000,2.5264,0,0.006604,0.000933,1.580,0.874,4.169,-0.051902,1,1.0000,1.0000,0.11874,0.46412,0.2313,0.00000,0.9987,0.0000,0.309,-0.00012,1.6608,0.457447,0.457690,,0,
21.3538,scan,legacy_symmetric,10.7550,0.457370,0.021385,-0.426159,-0.022938,1.460563,0.003827,1.085003,1.534038,0.457690,0.021276,-0.429107,-0.022358,1.474908,0.004520,1.074425,1.533918,0.308242,0.056925,0.417986,-3.125191,0.150559,-3.131304,-0.00886,-0.01520,0.05940,-0.00085,-0.00153,-0.00054,-0.00886,-0.01520,0.05940,-0.00085,-0.00153,-0.00054,-0.02175,-0.00004,0.04280,-0.00376,0.07649,0.00107,0.472,0.7181,0.00007,1,0,0,0,1.413,0.843,4.200,0.3798,68.38,67.47,0.76,-0.05982,557.6,2.000,-0.03000,0.3000,-1.000000,1.0000,-0.100000,0,0,4.191,1,0,0,0,1,contact,0,0,0,0.000000,0.000000,2.5194,0,0.006151,0.000477,1.629,0.949,4.101,-0.045576,1,1.0000,1.0000,0.11863,0.46288,0.2309,0.00000,0.9987,0.0000,0.309,-0.00011,1.6631,0.457370,0.457380,,0,
21.3600,scan,legacy_symmetric,10.7600,0.457292,0.021363,-0.425716,-0.022918,1.458738,0.003837,1.086382,1.534047,0.457380,0.021206,-0.428670,-0.022323,1.473075,0.004520,1.075070,1.533918,0.308317,0.056602,0.418461,-3.125159,0.151310,-3.131345,-0.00891,-0.01521,0.05941,-0.00081,-0.00040,-0.00047,-0.00891,-0.01521,0.05941,-0.00081,-0.00040,-0.00047,0.01206,-0.05224,0.07682,-0.00391,-0.12143,-0.00753,0.238,0.7169,0.00007,1,0,0,0,1.431,0.867,4.196,0.3792,68.37,67.43,0.76,-0.05984,557.6,2.000,-0.03000,0.3000,-1.000000,1.0000,-0.100000,0,0,4.143,1,0,0,0,1,contact,0,0,0,0.000000,0.000000,2.5167,0,0.006175,0.000471,1.523,0.898,3.890,-0.073335,1,1.0000,1.0000,0.11852,0.46620,0.2324,0.00000,0.9986,0.0000,0.309,-0.00011,1.6654,0.457292,0.457380,,0,
21.3665,scan,legacy_symmetric,10.7650,0.457214,0.021342,-0.425270,-0.022897,1.456912,0.003848,1.087763,1.534056,0.457380,0.021206,-0.428304,-0.022288,1.471627,0.004503,1.076083,1.533952,0.308299,0.056609,0.418712,-3.125149,0.151380,-3.131339,-0.00891,-0.01523,0.05940,-0.00080,-0.00030,-0.00047,-0.00891,-0.01523,0.05940,-0.00080,-0.00030,-0.00047,-0.00300,0.00116,0.04233,-0.00159,-0.01175,0.00079,0.323,0.7384,0.00007,1,0,0,0,1.448,0.887,4.186,0.3785,68.36,67.40,0.76,-0.05983,557.6,2.000,-0.03000,0.3000,-1.000000,1.0000,-0.100000,0,0,4.089,1,0,0,0,1,contact,0,0,0,0.000000,0.000000,2.5142,0,0.006478,0.001002,1.563,0.913,4.046,-0.042309,1,1.0000,1.0000,0.11840,0.46685,0.2327,0.00000,0.9986,0.0000,0.309,-0.00011,1.6676,0.457214,0.457380,,0,
21.3723,scan,legacy_symmetric,10.7700,0.457137,0.021320,-0.424825,-0.022877,1.455086,0.003857,1.089140,1.534065,0.457380,0.021223,-0.427920,-0.022323,1.470213,0.004538,1.077322,1.533918,0.308246,0.056609,0.418891,-3.125155,0.151170,-3.131315,-0.00889,-0.01524,0.05937,-0.00080,-0.00061,-0.00051,-0.00889,-0.01524,0.05937,-0.00080,-0.00061,-0.00051,-0.00827,0.00011,0.02780,0.00063,0.03254,0.00385,0.393,0.7621,0.00007,1,0,0,0,1.465,0.902,4.174,0.3777,68.34,67.35,0.76,-0.05980,557.6,2.000,-0.03000,0.3000,-1.000000,1.0000,-0.100000,0,0,4.067,1,0,0,0,1,contact,0,0,0,0.000000,0.000000,2.5108,0,0.005885,0.000450,1.621,0.766,4.124,-0.028732,1,1.0000,1.0000,0.11829,0.46628,0.2326,0.00000,0.9986,0.0000,0.309,-0.00011,1.6699,0.457137,0.457380,,0,
21.3790,scan,legacy_symmetric,10.7750,0.457059,0.021298,-0.424380,-0.022857,1.453263,0.003868,1.090514,1.534074,0.457380,0.021171,-0.427728,-0.022253,1.469253,0.004503,1.078334,1.533970,0.308170,0.056610,0.418994,-3.125137,0.150926,-3.131342,-0.00887,-0.01526,0.05933,-0.00077,-0.00098,-0.00047,-0.00887,-0.01526,0.05933,-0.00077,-0.00098,-0.00047,-0.01251,0.00002,0.01692,-0.00344,0.04022,-0.00483,0.464,0.8117,0.00007,1,0,0,0,1.482,0.910,4.163,0.3766,68.33,67.30,0.75,-0.05975,557.6,2.000,-0.03000,0.3000,-1.000000,1.0000,-0.100000,0,0,4.099,1,0,0,0,1,contact,0,0,0,0.000000,0.000000,2.5066,0,0.006677,0.001050,1.576,0.757,4.187,-0.018611,1,1.0000,1.0000,0.11818,0.46545,0.2323,0.00000,0.9985,0.0000,0.309,-0.00011,1.6722,0.457059,0.457380,,0,
